,section,headline,summary,date
0,Opinion,Pepper...and Salt,Pepper...and Salt,20121004
1,Opinion,CORRECTION,"Charter schools outperform traditional schools in Inglewood, Calif., on the state Academic Performance Index. An Oct. 2 editorial, ""Jerry Brown's School Bailout,"" incorrectly called it the Adequate Performance Index.",20121004
2,Graphics,WSJ/Vistage International Survey,"The survey, by Vistage International Inc. and The Wall Street Journal, was conducted online from Sept. 12 to Sept. 21.",20121004
3,Graphics,Anatomy of a B-School Class,Here's a look at some Harvard Business School students that made the cut and why.,20121004
4,Graphics,Transcript: First Presidential Debate,Tap on the text labels at right or on the yellow notes to explore reporters' comments on the debate.,20121004
5,Photos,The Inner Rooms of Maya Angelou,Poet and author Maya Angelou draws inspiration from her three art-filled homes in North Carolina and New York,20121004
6,Mansion,A Land Rush in Puerto Rico,Buyers of new homes on the island this year will pay no property taxes for five years. The result: a luxury building boom. Can Puerto Rico recapture its onetime glamour?,20121004
7,Economy,Fed Official Warns Inflation Can't Solve Debt Woes,"A U.S. central-bank official said using inflation to ease the burden created by high debt levels is a bad idea, in remarks that highlighted an expectation of continued progress in lowering high levels of unemployment.",20121004
8,Markets,Investors Jump Off 'Junk' Pile,"The massive ""junk""-bond boom is raising alarm bells among some large money managers, who warn the market is showing signs of overheating.",20121004
9,Photos,A Land Rush in Puerto Rico,Buyers of new homes on the island this year will pay no property taxes for five years. The result: a luxury building boom. Can Puerto Rico recapture its onetime glamour?,20121004
10,Photos,Audaciously Modern In Napa Valley,A construction magnate defies convention and builds a highly visible contemporary.,20121004
11,Photos,Private Properties,Former Frick Estate in New Jersey asks $107 million for two mansions; a New York penthouse goes into contract for $42 million; Sandy Gallin lists a Hamptons estate for $24.5 million; a Telluride estate goes up for auction.,20121004
12,Who Lives Here,"Asylum, Interrupted","A former lunatic asylum deep in suburban north London has been reborn as an opulent apartment complex. It's home to a number of young British celebrities, including boy band One Direction.",20121004
13,New York Politics,Connecticut Senate Race Tightens,"Connecticut's Senate race remains a dead heat, but Republican Linda McMahon has opened a wide lead in an important contest: She is winning a public-perception battle with Rep. Christopher Murphy over their troubled personal-finance histories.",20121004
14,In the Boroughs,Much More Than a Beauty Contest,"The women came from neighborhoods all over the city, from Brooklyn to the Bronx. They were black and white, Asian and Latino. They were competing for the most pedestrian of beauty titles: Miss Subways.",20121004
15,Business,American Airlines Finds More Problems With Seats,"American Airlines said it will take several extra days, and perhaps disrupt some flight schedules through the beginning of the weekend, to ensure that passenger seats on more than four dozen of its jets are properly secured.",20121004
16,New York Real Estate,Interest Lags in a Rare Rent Break,Changing thousands of Financial District apartments from market rate to rent stabilized was supposed to be an important part of an effort to remake the fast-growing area into a family-centered neighborhood.,20121004
17,Asia,Philippines Arrests Ex-President,"A Philippine antigraft court issued a warrant for the arrest of former President Gloria Macapagal-Arroyo, this time on suspicion of misuse of state lottery funds.",20121004
18,Photos,Asia in Pictures,"A woman sorts through marigolds at a flower market in Mumbai, relatives of victims who died in a ferry collision pay tribute to those lost in Hong Kong, children play cricket in Karachi, and more.",20121004
19,New York Culture,One Composer's Biggest Score,"Three decades after ""Heaven's Gate,"" historical consensus on Michael Cimino's film remains divided. But one element of ""Heaven's Gate"" comes in for nearly universal praise: its soundtrack, specifically the contributions of David Mansfield.",20121004
20,The Jazz Scene,Cabaret Illusions,"This week's Jazz Scene calendar leads off with Andrea Marcovicci at the Carlyle, and includes Betty Buckley, Marissa Mulder, Ray Jessel and a presidential jazz concert.",20121004
21,New York Politics,Public Advocate Fires 2013 Campaign Shots,"Public Advocate Bill de Blasio proposed raising taxes on the wealthy to pay for education initiatives and he lashed out at City Council Speaker Christine Quinn, calling her education proposals ""half measures"" and her reforms for small businesses a ""joke.""",20121004
22,Business,Coal Gets Renewed Focus After Debate,"Romney cheered the coal industry in the presidential debates with his succinct declaration that ""I like coal,"" highlighting an issue that has divided the Republican nominee from Obama.",20121004
23,New York Region,DWI Charge for School Bus Driver,A Long Island bus driver is facing charges of drunken driving after he crashed a mini-school bus carrying five children into a house.,20121004
24,Economy,Fiscal 'Emergency' Hits  Another California City,"Atwater, Calif., declared a fiscal emergency, as it sought to avoid becoming the fourth municipality in the state this year to file for bankruptcy protection.",20121004
