,section,headline,summary,date
0,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Aug. 5, 2015.",20150805
1,News Briefs,World Watch,A roundup of news items from throughout the world.,20150805
2,U.S.,"Suspect With Hatchet, Pellet Gun Killed in Tennessee Theater","A suspect wielding a hatchet, a pellet gun and pepper spray inside a Nashville-area movie theater was shot dead by a SWAT team as he tried to flee, police said.",20150805
3,Business,Kraft Heinz Is Still Taking Shape After Its Own Merger,"As activist investor William Ackman suggests the idea of a tie-up between Mondelez and Kraft Heinz, the latter is still digesting its own deal.",20150805
4,Japan,"For Hiroshima Family, Memento’s Vanishing Is Loss to the World","Seared in the Hiroshima blast of Aug. 6, 1945, a survivor’s watch was a visible symbol of the atom bomb’s destructive power until it disappeared from a U.N. display case.",20150805
5,Europe File,Some Greek Lessons for Emerging Markets,": The answer for slumping emerging markets is the same as for those countries caught up in the eurozone crisis, says Simon Nixon.",20150805
6,Tri-State Area,Greater New York Watch,A roundup of news from around the tri-state region.,20150805
7,Tech,Zulily’s Sales Growth Slows,"Internet retailer Zulily Inc.’s sales growth slowed sharply in the second quarter, showing the limits of its unusual business model typified by long delivery times and a no-returns policy.",20150805
8,Business,Ackman’s Investment Is Latest Jolt for Mondelez,"For Mondelez International and its chief executive, Irene Rosenfeld, William Ackman’s investment is the latest jolt in a yearslong roller-coaster ride of activism and corporate restructuring.",20150805
9,Heard on the Street,Overheard: Perrigo’s Adjustable Mylan Defense,"At Perrigo, it’s less about the bottom line and more about the slightly-above-the-bottom line.",20150805
10,Japan,Japan Remembers Hiroshima With Call to Ban Nuclear Arms,Japanese Prime Minister Shinzo Abe called on world leaders to abolish nuclear weapons at a memorial service marking the 70th anniversary of the atomic bombing of Hiroshima.,20150805
11,Capital Journal,Obama Challenges ‘Mindset’ of Force,": In defending the Iran deal, President Barack Obama questions past focus on military response over diplomacy in the Middle East, Gerald Seib writes.",20150805
12,Health Policy,Florida Probe of Planned Parenthood Clinics Finds Deficiencies,Three Planned Parenthood Federation of America clinics in Florida were ordered to stop performing second-trimester abortions after an investigation found they didn’t have the proper licenses.,20150805
13,New York,Legionnaires’ Disease Death Toll Hits 8 in New York City,"New York City officials said Wednesday that another person had died of Legionnaires’ disease, bringing to eight the death toll in the outbreak, which is based in the South Bronx.",20150805
14,Politics,Mayor Plans New Homeless Initiative,"New York City will move to locate homeless people who have shown violent tendencies and push them toward mental-health care, Mayor Bill de Blasio’s office is expected to announce Thursday.",20150805
15,MoneyBeat,"Murder Charge, Blog Post Hit Rehab Center",Investors shrugged off AAC Holdings Inc.’s disclosure last week that its former president and several former employees had been indicted by the state of California for “second-degree murder” of a patient at one of the company’s former substance-abuse treatment centers.,20150805
16,Tech,‘Do Not Track’ Compromise Is Pitched,"The privacy group Electronic Frontier Foundation unveiled a code of conduct for online publishers, a compromise that allows consumers to avoid tracking and publishers to gather ad revenue.",20150805
17,Politics,"Trump, Christie, Pataki Gear Up for GOP Debates","Three area Republicans—businessman Donald Trump, New Jersey Gov. Chris Christie and former New York Gov. George Pataki—are among the 17 candidates participating in Thursday’s presidential debates, though they won’t all share the same stage.",20150805
