,section,headline,summary,date
0,Slideshow,Republicans Spar in Debate,"Presidential hopefuls air their ideas at the fourth televised GOP debate, sponsored by The Wall Street Journal and Fox Business News.",20151110
1,Commodities,"OPEC Is Likely to Change Course, IEA Says","OPEC is unlikely to sustain its practice of pumping flat out in a fight for global market share and will limit output in a scenario that sends oil prices to $80 a barrel by 2020, the International Energy Agency said.",20151110
2,Business,Express Scripts Cuts Off Pharmacy That Sold Horizon Pharma Drugs,"Express Scripts said it was cutting off a pharmacy that sold medications made by Horizon Pharma and suing the drug maker, in the latest sign of tension over ties between pharmaceutical manufacturers and companies that dispense their medicines.",20151110
3,New York,Behind the Move to Ban Tipping,"Two months before Danny Meyer announced he was eliminating tipping at his restaurants, he gathered 15 of New York’s top restaurateurs to brief them on his plans and solicit opinions. It was one step in a painstaking process to roll out a policy that has roiled the restaurant industry.",20151110
4,Oil Markets,Oil Prices Decline Amid Expected Rise in U.S. Stockpiles,Crude-oil prices surrendered earlier gains in Asia trade on Wednesday as expectations for U.S. crude stockpiles to build spurred profit-taking ahead of the official data release.,20151110
5,Heard on the Street,How to Stand Up to a Hong Kong Billionaire,Power Assets minority investors are in a formidable position to get tycoon Li Ka-shing to up his offer for the company.,20151110
6,Tech,Uber to Ride Again in South Korea,"Uber Technologies will restart its flagship car-hailing service in South Korea, in an effort to revive its fortunes in a market where it has encountered stiff resistance from government authorities.",20151110
7,Business,Christie’s Sells $331.8 Million of Art,"Christie’s sale of contemporary artworks Tuesday was led by an Andy Warhol quadruple portrait of Hollywood star Marilyn Monroe that an Asian telephone bidder won for $32 million, or $36 million with Christie’s added commission.",20151110
8,Politics,"In Debate, Christie Looks for an Opening",A lively debate among second-tier Republican presidential candidates gave New Jersey Gov. Chris Christie a chance to reboot his flagging campaign while his rivals hit on themes that are central to their election strategies.,20151110
9,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Nov. 11, 2015.",20151110
10,Asia House of the Day,A Concrete and Stone House in Melbourne,Japanese influences and natural materials make this Australian home a modern sanctuary.,20151110
11,Heard & Scene,Celebrity Events Without the Yawns,"At a WNYC gala and Glamour’s Women of the Year celebration, some real moments.",20151110
12,Politics,Clinton Will Fight VA Privatization,"Democratic presidential candidate Hillary Clinton offered her vision for veterans’ health care, promising to fight full-fledged privatization while letting the government contract with private providers for health services.",20151110
13,Politics,New Agency Created to Serve Veterans in NYC,New York City is starting a new government agency dedicated to veterans amid criticism that they were being underserved.,20151110
14,Crime,Attorney Testifies About Silver’s Perks,"Sheldon Silver may have performed no legal work for Weitz & Luxenberg P.C. for the many years he was of counsel, the firm’s leaders testified on Tuesday, but he was treated to some unusual perks.",20151110
15,Urban Gardner,The Pleasures of the Big Screen,"‘Spectre,’ among other cinematic fantasies, just isn’t the same on a laptop.",20151110
16,Business,Boeing Drops GKN for Key 737 Max Engine Part,"Boeing has canceled a contract with a supplier of a key engine part for its 737 Max, causing the aerospace giant to change its design for the planned jetliner and abandon a piece of new advanced technology.",20151110
17,Politics,New York’s Cuomo Increases Minimum Wage for State Workers,"New York Gov. Andrew Cuomo announced plans to give all state workers a minimum wage of $15 an hour, making New York the first state in the nation to set pay for its public-sector employees that high.",20151110
18,Business,"Safeway, Theranos Split After $350 Million Deal",Safeway and blood-test startup Theranos are negotiating to dissolve their partnership after a $350 million deal to build blood-testing clinics fizzled. The grocery chain built more than 800 clinics but never offered blood tests.,20151110
19,New York Jets,Rex Ryan Relishes Return as Jets’ Rival,Buffalo Bills head coach Rex Ryan will return to MetLife Stadium Thursday to face the Jets for the first time since they fired him last December.,20151110
20,The A-Hed,"In This Online World, Money Buys Virtually Everything","Online video sites let fans send digital presents during live shows, such as virtual chocolates and teddy bears.",20151110
21,Tri-State Area,Greater New York Watch,A roundup of news from around the tri-state region.,20151110
22,Tri-State Area,N.J. Towns Tackle Abandoned Homes as ‘Zombie Foreclosures’ Climb,Cities in New Jersey are trying to tackle the problems that come with vacant homes in foreclosure as the number of such “zombie foreclosures” rise in the state.,20151110
23,New York Knicks,Cold-Shooting Anthony Has History of Thawing as Winter Sets In,"Carmelo Anthony often fails to adjust or make the simplest play, settling for contested shots. But a close look at the numbers shows that his play improves dramatically each time he faces a particular opponent in a season.",20151110
24,Business,Fantasy-Sports Sites Told to Close in New York,"FanDuel and DraftKings have been told to shut down in New York, in the latest blow for the daily fantasy-sports industry.",20151110
25,Commodities,Copper’s Rout Deepens,"Copper prices extended their losses, hitting a new six-year low on fresh signs of a slowdown in China.",20151110
