,section,headline,summary,date
0,Japan,Japan to Resume Commercial Whale Hunting,Japan said it would withdraw from the International Whaling Commission and start catching whales in its coastal waters after it failed to win approval from the IWC for commercial whaling,20181225
1,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of Dec. 26, 2018",20181225
2,Business,Holiday Retail Sales Are Strongest in Years,"Shoppers delivered the strongest holiday sales increase for U.S. retailers in six years, according to early data.",20181225
3,Slideshow,Photos of the Day: Dec. 25,"In photos selected Tuesday by Wall Street Journal editors, a damaged church in Syria, worshipers gather in Indonesia, Iran’s president presents a new budget, and more.",20181225
4,Opinion,I’m Taking the Surly Train,"Since their inception in the 19th century, railroads have tested republican manners.",20181225
5,Upward Mobility,Obama’s Racial Preferences Made Schools Dangerous,Education Secretary Betsy DeVos ends a policy that subordinated safety to political correctness.,20181225
6,Bookshelf,‘The Republic of Letters’ Review: A Network of Open Minds,Private letters and leisurely discussions let savants explore ideas while religious strife and hatred were ripping their societies apart. Laura Auricchio reviews “The Republic of Letters” by Marc Fumaroli.,20181225
7,Opinion,NotableQuotable: True Religion,‘Every educated person should be conversant with the sacred texts...’,20181225
8,Metro Money,"In Brooklyn, Some Grocers Throw Out Packaging to Contain Trash","More New Yorkers are embracing the zero-waste movement—a trend embraced by folks cultivating ultra-virtuous consumption habits—and in Brooklyn, more vendors are emerging to accommodate them.",20181225
9,Property Report,Shinola Hotel Anchors New Detroit Development,The $100 million Shinola Hotel will open Jan. 2 in Detroit. The 129-room lodging is the latest addition to a resurgent downtown of fast-filling new and renovated office buildings and apartments.,20181225
10,Property Report,Marriott International’s Bigger Size Could Mean Paying Lower Fees to Expedia,Marriott International and Expedia Group are in the final stages of negotiations over how much the world’s largest hotel company will pay the online booking giant.,20181225
11,Property Report,Toys ‘R’ Us Stores Are Selling Fast,"The retailer has closed around 800 stores this year, and many of the closed properties have become hot commodities on the open market.",20181225
12,Business,Nissan’s Greg Kelly Released From Tokyo Jail on Bail,"Former Nissan Motor representative director Greg Kelly was released on bail, breaking Japanese prosecutors’ monthlong hold over one of the defendants in their case against former Nissan Chairman Carlos Ghosn.",20181225
