,section,headline,summary,date
0,Whats News World Wide Asia,What’s News: World-Wide,What’s News: World-Wide,20170703
1,What's News,What’s News: Business & Finance,What’s News: Business & Finance,20170703
2,Politics,Trump Talks Trade and Climate With Merkel Ahead of G-20 Summit,President Trump called the German chancellor Monday amid tensions stemming from the U.S. move to withdraw from the Paris climate agreement.,20170703
3,Politics,Court Blocks EPA Effort to Loosen Obama-Era Emissions Standards,An appeals court dealt the Trump administration a setback when it found that the Environmental Protection Agency lacked the authority to suspend enforcement of a 2016 rule pending completion of a review.,20170703
4,U.S.,Illinois Senate Prepares for Votes on First Budget in More Than Two Years,The leader of Illinois’s Senate confirmed the chamber will vote Tuesday on Democratic revenue and spending measures that could become the state’s first budget in more than two years.,20170703
5,U.S.,Table Lengths Result in AP Test Invalidation,Roughly 500 students from a San Diego high school had their Advanced Placement test scores invalidated last week because they sat too close together while taking the exams.,20170703
6,Tri-State Area,Christie Feels the Heat Over Beach Weekend Amid State Shutdown,"With New Jersey Gov. Chris Christie under escalating criticism for his state’s three-day government shutdown, Democratic lawmakers struggled Monday to work out a deal to end the impasse.",20170703
7,Business,Fox Sports Fires Head of Programming,"Fox Sports has fired Jamie Horowitz, one of its most senior executives, amid a probe into sexual harassment allegations, according to a person familiar with the matter.",20170703
8,Pro VC Industry News,Dave McClure Resigns From 500 Startups,"The incubator and seed investment group says its co-founder has resigned from 500 Startups, capping a rapid fall for its leader after he admitted he had made sexual advances toward multiple women in work situations.",20170703
9,Foreign Exchange,Dollar Rebounds After Strong Manufacturing Data,The dollar rallied Monday after a strong U.S. manufacturing report bolstered confidence in the economy. Investors are awaiting key data later this week on jobs and the minutes from the Federal Reserve’s latest meeting.,20170703
10,U.S.,Judge Rules Changes to ‘Stand Your Ground’ Law Are Unconstitutional,A Florida judge ruled that lawmakers’ changes to the state’s controversial “stand your ground” self-defense law violate the state’s constitution.,20170703
11,U.S.,"Taxi Hits Pedestrians Near Boston Airport, Injuring 10","Ten pedestrians were injured, some seriously, after a taxi cab drove into a group of people standing near Logan International Airport in Boston. Police said the crash didn’t appear to be related to terrorism.",20170703
12,Tech,Tesla’s Sales Crimped by Shortage of Battery Packs,"Tesla said vehicle sales in the second quarter rose about 53%, but that it couldn’t produce enough to meet demand because of a shortage of battery packs. Chief Executive Elon Musk also signaled an even tighter timetable for ambitious plans to produce its new Model 3 sedans.",20170703
13,Deals,Group Led by Greystar Nearing Deal to Buy Monogram,"An investment group led by Greystar Real Estate Partners LLC is nearing a deal to buy Monogram Residential Trust Inc., according to people familiar with the matter.",20170703
14,WSJ Logistics Report,Celadon Reaches New Credit Deal With Lenders,"Celadon Group said it has struck an amended credit agreement with lenders led by Bank of America, giving the debt-laden trucking company breathing room to pursue a broader refinancing plan to boost liquidity",20170703
