,section,headline,summary,date
0,Graphics,New Products 2013,A slate of new products was developed in 2013. See some of the hits and misses.,20131223
1,Opinion,Pepper...and Salt,Pepper...and Salt,20131223
2,Graphics,The Jamaican Lottery Scam: How It Works,"Jamaican scammers took $1 billion from Americans, mostly the elderly, in the past four years.",20131223
3,Whats News Business Finance,What's News: Business & Finance,What's News: Business & Finance,20131223
4,Whats News World Wide,What's News: World-Wide,What's News: World-Wide,20131223
5,Speakeasy,A Conversation With Abigail Breslin,"Ms. Breslin, who lives on the Lower East Side, spoke with The Wall Street Journal about fake marijuana, her role as a younger character, and the story of her life.",20131223
6,New York House of the Day,Writer's Retreat in Pound Ridge,"This 5.5-acre property in Pound Ridge has not only served as a country getaway, but also a writing retreat for the homeowner, a screenwriter whose credits include 'Epic,' 'Hook,' and 'Dracula.'",20131223
7,China News,Zhengzhou Coal Chairman Steps Down Amid Probe,"The state-owned group's executive, Meng Zhongze, is the latest senior official to find himself in the cross hairs of a crackdown on corruption in China.",20131223
8,New York Culture,International Arts Dispute,"A New York art gallery is in a $1.35 million legal dispute with South Korea's Gwangju Biennale Foundation, a case that shows the potential pitfalls of international loans as more fairs and exhibitions spring up .",20131223
9,Heard & Scene,"For Bacharach Cast, It's All About Friends","To find the six other cast members for ""What's It All About? Bacharach Reimagined,"" the show's producers needed to find performers who could not only sing and move well onstage, but who also could play instruments.",20131223
10,New York Real Estate,Ad Firm Group M Leases At WTC,"Advertising company Group M has signed a lease to occupy 516,000 square feet at 3 World Trade Center, allowing the building's developer to clear a significant hurdle in constructing the 80-story skyscraper.",20131223
11,New York Real Estate,Making Room for Many Private Jets,"Luxury travelers planning to fly on private jets to attend the Super Bowl in early February had better get their reservations in now, as slots for access to area airports are starting to fill up.",20131223
12,Lunch Box,"French Decadence, in Ingredients and Surroundings","Given that power lunches these days are often a salad accompanied by a glass of sparkling water, it is hard to believe that the decadent Villard Michel Richard opened just a few months ago.",20131223
13,New York Politics,De Blasio Picks Economy Adviser,"Mayor-elect Bill de Blasio reached to Wall Street for a top aide, naming a managing director at Goldman Sachs Group Inc., Alicia Glen, as deputy mayor for housing and economic development.",20131223
14,The A-Hed,"Bad Puns, Cheeky Gifts Make for a Very Wall Street Christmas","The holiday gift this year from Kingsford Capital Management, a hedge fund, is a quilt with panels representing a year's worth of 'stock market bad behavior.'",20131223
15,China News,China Child Rule to Change in New Year,"China's family-planning agency aims to roll out changes to the one-child policy, allowing some parents to have a second child, in the beginning of next year.",20131223
16,Photos,Fighting Poverty From Across the World,"After reading a Wall Street Journal article about the trouble of a family in India, real-estate developer Chip Moore decided to help them combat poverty.",20131223
17,N.Y. Knicks,Knicks Win but Feel the Pain,The Knicks will gladly take the 103-98 win they earned over Orlando Wednesday. But Carmelo Anthony left with a sprained left ankle while Raymond Felton limped off the floor with a strained right groin.,20131223
18,U.S.,Federal Court Revives Fair-Housing Issue,"A U.S. District Judge in Washington, D.C., restarted a suit involving a federal housing regulation that allows plaintiffs to use the Fair Housing Act to protect minority rights.",20131223
19,The Count,It's Official: LeBron James Is Good at Basketball,"He is better than ever, in fact, even though his traditional statistics are down.",20131223
20,N.Y. Nets,Pacers Beat Nets,Brooklyn was simply outworked by the visiting Indiana Pacers in Monday's 103-86 loss,20131223
21,New York Sports,Rangers Win a Shootout,The Rangers lost a lead late in regulation but used shootout goals by Mats Zuccarello and Derek Stepan to rally for a 2-1 victory Monday over the Toronto Maple Leafs.,20131223
22,Photos,The Journal's NFL Christmas Tree Power Rankings,"After 16 weeks of football, we know who the best teams are. The question is: who has the best tree?",20131223
23,Markets,Cash Crunch Worsens in China,A cash crunch pushed short-term rates in China to a high and highlighted the difficulties faced by the central bank in managing the financial system.,20131223
24,Middle East,Pentagon Probes Firm for Violation of Iran Rules,"The Pentagon's criminal investigations arm is probing one of the American military's largest suppliers in Afghanistan, Anham FZCO, over allegations that it violated U.S. law by moving supplies through Iran.",20131223
25,Whats News Business Finance Europe,What's News,Here are the top business stories from today's Wall Street Journal Europe.,20131223
26,Asia Business,Australia Tells Banks to Raise Capital,Australia's banking regulator ordered the nation's largest lenders to deepen capital reserves to protect themselves against economic shocks.,20131223
27,Opinion,In Hoc Anno Domini,Our traditional Christmas editorial.,20131223
28,Opinion,Thailand's Disloyal Opposition,The Democrats pursue power by making the country ungovernable.,20131223
29,Japan News,Japan Looks to Trim Deficit,"With Japan's economy improving and tax revenues rising, the government hopes to pare the deficit as concerns linger about a ballooning debt.",20131223
30,New York Sports,McDonagh May Get the Call,"Rangers defenseman Ryan McDonagh is likely to make the team that will represent the U.S. in the Sochi Olympics in February, but he said he's trying to focus on the work at hand.",20131223
31,Graphics,End of the Bloomberg Era,"Under the direction of Michael Bloomberg over the last 12 years, New York City has dramatically changed through sweeping public health policies, low crime rates, a housing boom and other innovations. The 71-year-old billionaire's last day in office as mayor of New York City is Dec. 31.",20131223
32,Europe,Merkel Hits Wall With Europe Fix,Analysis: Angela Merkel's signature project for the next four years—re-engineering the euro zone—is floundering just a week into the German chancellor's third term.,20131223
33,Markets,Banking Group Threatens Lawsuit Over Volcker Rule,The American Bankers Association sent a letter to banking regulators Monday related to the Volcker rule's treatment of investments backed by trust-preferred securities.,20131223
34,N.Y. Nets,Blatche Now the Center of Attention,"The Nets lose a lot of offense with center Brook Lopez out for the season, but they have another scoring center, Andray Blatche, to step in.",20131223
35,N.Y. Jets,Rex Ryan Forges Ahead Despite Rumors,"""I'm not disgruntled about anything,"" the Jets coach said Monday after the Jets beat the hapless Cleveland Browns.",20131223
36,N.Y. Knicks,Knicks Rookie Needs to Get Defensive,"The 21-year-old rookie guard is playing about as well as anyone could have expected this early, though his defense needs some work.",20131223
37,Soccer,Cardiff Chairman Steps Into Confrontation Between Manager and Owner,"Mehmet Dalman said he would work toward a ""reconciliation"" between the Premier League club's majority owner, Vincent Tan, and its manager, Malky Mackay, who have become respectively hero and villain of their own soccer parable.",20131223
38,Middle East,Bombardment of Aleppo Kills Hundreds,"Intensified Syrian air raids on rebel-controlled areas of Aleppo have killed more than 400 people in a week, activists and human rights organizations said.",20131223
39,N.Y. Giants,Giants Transformed Their Defense to Defeat Detroit's Megatron,The victorious Giants were able to limit Calvin Johnson's impact largely because they deployed defensive players in an alignment known as their Bison package.,20131223
40,Africa,U.S. Seeks More Troops in South Sudan,The Pentagon has moved U.S. Marines and aircraft to a base near South Sudan—in case they are needed to reinforce diplomatic security or to evacuate Americans.,20131223
41,Russia News,Winter-Games Workers Say Wages Are on Ice,Construction workers' complaint they're not getting paid shows the underbelly of Russia's 6½-year undertaking to transform Sochi.,20131223
42,U.S.,Gay Marriages in Utah Can Continue,"A federal judge has allowed gay marriage in Utah to continue, denying a request by the state that wanted to stop gay marriages for an appeals process.",20131223
43,U.S.,Ruling Upends San Jose Pension Overhaul,"A judge in California struck down key portions of an overhaul of San Jose's troubled pension system, while at the same time allowing the city to impose pay cuts as it tries to save cash.",20131223
44,Markets,Rally to Boost Wall Street Bonuses,"A strong rally in financial markets over the past two months is expected to add a last-minute boost to bonus packages for Wall Street's traders and investment bankers, partially offsetting an otherwise grim year.",20131223
45,The Upshot,Dollar-and-Cents Secrets of Music Streaming,"Music companies can make money on streaming services, but the secret is having both patience and songs with long-term staying power.",20131223
46,Markets,Stock Investors Bask in Merry Glow,"Stocks rose to another record, propelled by investors' surprisingly positive response to the Federal Reserve's decision to start withdrawing its postcrisis stimulus.",20131223
47,Bookshelf,Who Do You Say I Am?,"Either the New Testament Gospels are true or they are collections of precious fables. There is no third option. Barton Swaim reviews Jay Parini's ""Jesus.""",20131223
48,The Informed Patient,5 High-Tech Fixes for Patients,"From virtual doctor visits to online diagnoses, high-tech advances make it easier for patients to learn causes of illness, test results and cost of care. Read about some innovations that could improve care in 2014.",20131223
49,Opinion,Kaminski: Between Kiev's Hope and Cairo's Chaos,"As 2013 ends, the messy struggle for democracy continues in Egypt, Ukraine and Tunisia.",20131223
50,Politics,Health Deadline Extended in Late Push to Boost Numbers,"In a last-minute push to boost lagging enrollment in the health-insurance marketplaces, federal officials extended the deadline by 24 hours for people to sign up for coverage starting Jan. 1.",20131223
51,Media & Marketing,Music Services Join Crowded Field,"The number of music-streaming services is set to explode next year, as record labels warm up to the idea of renting consumers access to a vast collection of tunes rather than selling them individual albums or songs.",20131223
52,Opinion,Robert Morgenthau: A Way Around Bad Federal Immigration Law,"A good education and much love for America, but barred from becoming a lawyer.",20131223
53,Opinion,Mukasey: The Air of Unreality in NSA Reform,The president's panel found no official malfeasance but recommends overhauling surveillance programs anyway.,20131223
54,Opinion,Stephanie Saldana: When Santa Lived Next Door in Jerusalem,Nicholas was already famous as a miracle worker by the time he arrived on our street in the Holy Land.,20131223
55,Opinion,Alex J. Pollock: How Do You Solve a Problem Like Fannie?,"With $3.3 trillion in assets, the mortgage giant ought to be a 'systemically important financial institution.'",20131223
56,Opinion,William Power: There's Still a Lot of Christ in Christmas,Years of 'Happy Holidays' haven't succeeded in banishing a certain word from shopping malls.,20131223
57,Health & Wellness,A Better Way to Go Cold Turkey?,"New research is identifying the molecular reasons why alcohol and drug habits are so difficult to break, pointing the way to new medicines to help addicts quit.",20131223
58,World News,Asiana Survivors Grapple With Trauma,"Five months after Asiana Airlines Flight 214 crash-landed at San Francisco International Airport, some passengers are still struggling to shake off memories of the ordeal.",20131223
