,section,headline,summary,date
0,Markets,What's Hot…and Not,"A graphical look at how different investments, from REIT shares to crude oil, fared last week.",20100117
1,Business,India Restricts Societe Generale,"India's capital markets regulator Friday barred Societe Generale from issuing fresh participatory notes, or PNs, with immediate effect.",20100117
2,World,"U.S. Churches, Aid GroupsSearch for Their Own in Haiti","While many churches and aid organizations have been scrambling to send help to Haiti, others are searching for information about their own members.",20100117
3,Business,BoJ to Maintain Easy Policy,Bank of Japan Gov. Masaaki Shirakawa reiterated the central bank will maintain its very accommodative monetary stance in order to prevent deflation from worsening economic conditions.,20100117
4,Opinion,Kraemer: Is the Euro Headed for a Breakup?,"Despite the hand-wringing, the costs of exiting the euro zone remain prohibitively high.",20100117
5,Europe News,Ukraine Headed for Runoff,"Viktor Yanukovych, target of the Orange Revolution, appeared to score a comeback in Ukraine's presidential election, as exit polls showed him leading but failing to avoid a runoff against a heroine of the 2004 uprising, Yulia Tymoshenko.",20100117
6,None,Shippers Look for Any Way Into Haiti,"Haiti's largest seaport remained in shambles, sealing off one of the main supply routes into the country. Experts don't expect the port to reopen anytime soon.",20100117
7,None,Quake Dashes Economy Hopes,Haiti's earthquake dashed hopes for economic revival that had been building credibility among aid workers and businessmen days before the temblor hit.,20100117
8,Opinion,Christopher Granville: Ukraine Is Headed for National Bankruptcy,"Russia would be the natural partner to step in and help, but at considerable cost to Kiev's independence.",20100117
9,US,U.S. to Increase Relief Funds,"The Obama administration is expecting to commit significantly more to Haiti than the $100 million already designated for earthquake-relief, as the White House accelerates humanitarian assistance and deploys thousands of new troops.",20100117
10,Sports,Chicago Bears Lineman Dies,"Chicago Bears lineman Gaines Adams, the fourth overall pick in the 2007 NFL draft, died after going into cardiac arrest at his family's South Carolina home early Sunday morning. He was 26.",20100117
11,Think Again,Cheap Beer Deal Brings Some Headaches,The bankers who crafted the $7.6 billion Heineken/Femsa Cerveza all-stock deal deserve a few drinks. But generating strong returns on the Femsa investment will require some innovative methods for cutting costs and increasing efficiency.,20100117
12,Sports,Tip of the Day,Australian Open odds,20100117
13,Americas News,Poorest Escape Disaster's Brunt,"While devastation hit many of Port-au-Prince's richest neighborhoods, in Cite Soleil—the biggest, poorest seafront slum—most shacks stood upright and there was no smell of rotting corpses.",20100117
14,World,Haitians Flee Capital,"Armed with little more than hope and the clothes on their back, Haitians headed for the countryside.",20100117
15,Foreign Exchange,"In Currency Markets, Back Commodities Plays","Boosted by growth in China and other emerging markets, currencies of big commodity exporters like Australia, Canada and New Zealand will outshine the dollar and euro in the near term.",20100117
16,Markets,High-Yield Bonds on PSigma's List,Thomas Becket is head of global investment strategy at London-based PSigma Investment Management. He tells The Wall Street Journal about his preference for soft commodity funds and high yield bonds.,20100117
17,Business,"S. Korea, KB Financial Step Up Feud","South Korean regulators plan to investigate how information was leaked about a probe that forced KB Financial's new chairman, Kang Chung-won, to resign.",20100117
18,Opinion,Notable & Quotable,"Missing, but not forgotten, in China.",20100117
19,Asia News,Drone Strike Kills 12 in Pakistan,Missiles fired by a U.S. pilotless drone at a suspected militant hideout in Pakistan's tribal region killed at least 12 people in the latest attack targeting al Qaeda and Taliban sanctuaries along the Afghan border.,20100117
