,section,headline,summary,date
0,NewsPlus,Gold Prices Continue to Mark Time,London spot-gold prices edged lower in Asia with markets in the China area closed and some investors awaiting the U.S. jobs report in 10 hours.,20190404
1,IPOs,Tradeweb Surges in Market Debut,"Online bond-trading platform Tradeweb Markets surged in its market debut, as investors continued to show strong interest in new issues.",20190404
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 5, 2019",20190404
3,Politics,Mnuchin Puts Distance Between Himself and Wife’s Film Company,"Treasury Secretary Steven Mnuchin said he would recuse himself from any matter involving the film industry that could affect his wife’s production company, after a government ethics watchdog refused to approve his most recent financial disclosures.",20190404
4,Politics,Trump Taps Mnuchin’s Top Aide to Head Small Business Administration,"President Trump said he would nominate Jovita Carranza, the chief aide to Treasury Secretary Steven Mnuchin, to run the Small Business Administration, succeeding Linda McMahon in the cabinet-level position.",20190404
5,Tech,Samsung Expects 60% Decline in First-Quarter Operating Profit,"Samsung Electronics said it expects to post a 60% decline in first-quarter operating profit as memory-chip demand has faded, the latest fallout from a global pullback in spending.",20190404
6,Education,Harvard Investigates Fencing Coach’s Financial Deal With a Parent,"Harvard University is investigating its head fencing coach over financial transactions he made with the family of a current and a former student on the team, including a home sale shortly before the younger one applied to the school.",20190404
7,Crime,NYPD Investigating Whether Body Found in Storage Facility Is Missing Teacher,New York Police Department investigators are working to determine whether human remains found in a Staten Island storage facility Thursday are those of a missing teacher.,20190404
8,Opinion,‘King Lear’ Review: Every Inch a King,Glenda Jackson stars as Shakespeare’s aging monarch in a new Broadway production.,20190404
9,Politics,Cohen’s Lawyers Contact Lawmakers as They Seek Reduced Sentence,"Lawyers for Michael Cohen sought lawmakers’ help in efforts to obtain a reduced sentence for their client, a former lawyer for President Trump who is set to begin a three-year prison sentence next month.",20190404
10,NewsPlus,Oil Likely To Soon Resume Its Bullish Path,"Oil futures have gone sideways since their start-of-week jump to near-5-month highs, but fresh Libyan unrest could help push the market further still near-term, says Stuart Ive at OM Financial.",20190404
11,Middle East,U.N. Watchdog Inspects a Site Flagged as Suspicious by Israelis—but Possibly Too Late,"The United Nations’ atomic agency has heeded calls by the U.S. and Israel to inspect a site that Israeli Prime Minister Benjamin Netanyahu said last fall was housing Iranian nuclear equipment and material, according to officials familiar with the agency’s work.",20190404
12,Review & Outlook,The Muni-Bond Mania,Look who’s benefiting from the limit on state-and-local tax deduction.,20190404
13,Review & Outlook,The Buttigieg Appeal,"The mayor may sound moderate, but his vision is aggressively partisan.",20190404
14,World,New Zealand Shooter to Face 50 Murder Charges,"Three weeks after the Christchurch shooter live-streamed his mosque rampage on Facebook, authorities in New Zealand announced new charges against him and Australia passed laws to force social-media companies to remove violent or objectionable content.",20190404
15,U.S.,"Police Chiefs, Union Call on Prosecutor to Resign After Smollett Case","The union representing Chicago police officers, along with more than a dozen chiefs of police, called for the resignation of State’s Attorney Kim Foxx, whose office last week dismissed all charges against actor Jussie Smollett.",20190404
16,Review & Outlook,Democracy Dwindles in Thailand,The regime digs up a sedition charge against an opponent.,20190404
17,Declarations,"If Biden Runs, They’ll Tear Him Up","The old Democratic Party was warm, like him. The new one is brutally bitter, resentful and divisive.",20190404
18,Potomac Watch,The Mueller ‘Coverup’ Gambit,"Why Barr is right to release the report with redactions and publicly, all at once.",20190404
19,Opinion,The Climate Needs Nuclear Power,"If governors are serious about global warming, they’ll preserve this vital source of clean energy.",20190404
20,East is East,A Hindu Nationalist Wave May Lift Modi to Victory,Conflict with Pakistan and media-savvy supporters have boosted the Indian prime minister’s prospects.,20190404
21,Houses of Worship,Putting ‘Soul’ Back in the Hebrew Bible,"A new translation is impressive, but its take onmisses something important.",20190404
22,Bookshelf,‘How to Think Like a Roman Emperor’ Review: Meditations for the Masses,Marcus Aurelius is famous for his practice of Stoic philosophy. It would come in handy when one of his generals declared himself emperor.,20190404
23,Opinion,What ‘Othello’ Can Teach Us All,Its treatment of race is uncomfortable but helps my students learn compassion.,20190404
24,Opinion,The Coming Trump Housing Crisis,"Instead of deregulating, he replicates the old rules and prepares another bust.",20190404
25,Opinion,Biden Reaps the #MeToo Whirlwind,"‘It’s never, never, never, never, never OK to touch her without her consent,’ he told college men in 2011.",20190404
26,CFO Journal,Shortfall Found in Meredith’s Oversight of Accounting Tied to Purchase of Time,"Magazine publisher Meredith said its auditor, KPMG, found material weakness of the magazine publisher’s oversight of accounting related to its acquisition of Time.",20190404
27,Central Banks,Herman Cain Would Bring Unconventional Views to Fed,"For the second time in two weeks, President Trump has chosen a nominee to the Federal Reserve Board who hails from outside mainstream economics circles and is seen as sympathetic to his goals.",20190404
28,Pro Bankruptcy Bankruptcy,FirstEnergy’s Bankruptcy Deal With Power Units Collapses,"A bankruptcy judge rejected FirstEnergy Corp.’s $3.1 billion attempt to walk away from a fleet of failing power plants, siding with regulators who want the parent company on the hook for pollution cleanup costs.",20190404
29,Politics,Trump Backs Off Threat to Shut Down Border With Mexico,"President Trump backed away from his threats to imminently close the U.S. border with Mexico to stop immigrant crossings, while also raising the possibility of imposing tariffs on cars.",20190404
30,Opinion,"At the Shed, Making Flexibility Visible","The Shed, New York’s newest arts space, takes the idea of malleable design to radical new places.",20190404
31,Politics,Both Parties Gear Up as Stacey Abrams Charts Her Next Move,"The Democrat who narrowly lost the race for Georgia governor is deciding on her next step, causing ripple effects for both parties in a state where changing demographics are threatening a Republican stronghold.",20190404
32,Opinion,‘What the Constitution Means to Me’ Review: Less Than Perfect Union,"Heidi Schreck’s play, based on a speech she wrote as a teenager, dresses up a feminist project with twee irony.",20190404
33,Politics,City Councilman Accused of Sexual Harassment,A New York City Council ethics panel has recommended a disciplinary hearing against Queens Councilman Barry Grodenchik over allegations he harassed a woman staffer with comments about her weight and by hugging and kissing her.,20190404
34,Politics,House Democrats Seek to Expand Domestic-Violence Bill,Democratic efforts to prevent domestic abusers from possessing guns have roiled debate over a domestic-violence bill that typically secures bipartisan support.,20190404
35,Markets,How Official’s Undercover Role Led to Charges Against Billionaire,The bribery indictment that swept up the chairman of North Carolina’s Republican Party and an insurance tycoon was sparked by a chance encounter at a gathering of state and federal officials.,20190404
36,Television Review,‘Fosse/Verdon’ Review: An Artist’s Dark Side,An FX series about the complex personal and professional lives of choreographer Bob Fosse and his artistic muse Gwen Verdon.,20190404
37,National Security,Dispute Mars Conclusion of NATO Anniversary Event in Washington,A gathering to mark the anniversary of the founding of the North Atlantic Treaty Organization ended on a note of discord because of a festering dispute between the U.S. and Turkey.,20190404
38,College Basketball,Notre Dame Coach Goes Viral With Attack on Gender Inequality,"Before the Women’s Final Four, Notre Dame women’s basketball coach Muffet McGraw delivered an impassioned two-minute speech decrying the lack of progress for women in coaching and politics.",20190404
39,Foreign Exchange,Dollar Inches Higher After Strong Employment Data,"The dollar rose slightly, boosted by a strong employment indicator prior to Friday’s widely watched nonfarm payrolls report.",20190404
40,Television Review,‘Reconstruction: America After the Civil War’ Review: Progress and Obstruction,This four-hour program created and hosted by Henry Louis Gates Jr. looks at the years following America’s bloody conflict.,20190404
41,Transit,Gov. Murphy Worries Congestion-Pricing Plan Will Hurt New Jersey,"New Jersey’s governor criticized New York’s newly approved plan to charge a congestion fee on vehicles entering Manhattan’s business district, saying it could treat commuters from his state unfairly.",20190404
42,Media & Marketing,Amazon’s Rise in Ad Searches Dents Google’s Dominance,"Advertisers are starting to shift spending on search ads from Alphabet’s Google toward Amazon.com, a sign of how the online retailer is capitalizing on becoming the top destination for consumers’ product searches.",20190404
43,Opinion,A Country’s Concerns Caught on Screen,A retrospective at the Japan Society highlights underknown filmmakers from the Japanese New Wave.,20190404
44,Tech,"Snap Pushes Into Gaming, Ratcheting Up Battle Royale With ‘Fortnite’","Snap is getting into gaming, joining other tech firms in a rush to attract users who are increasingly socializing in ‘Fortnite’ and other multiplayer games. Snap’s first original game will be called ‘Bitmoji Party.’",20190404
45,Politics,Pete Buttigieg Walks Back His Use of ‘All Lives Matter’,"Pete Buttigieg, posting improving poll numbers and fundraising totals, engaged in a rite of passage for Democratic presidential hopefuls, seizing the spotlight at the Rev. Al Sharpton’s National Action Network convention.",20190404
46,U.S. Markets,Stocks Rise as U.S.-China Trade Talks Continue,The Dow Jones Industrial Average marched more than 160 points higher as President Trump prepared to meet top Chinese officials in Washington to resolve the continuing trade dispute.,20190404
47,Business,Three Drug Companies to Pay $122.6 Million to Resolve Kickback Allegations,"The Justice Department said three pharmaceutical companies—Jazz Pharmaceuticals, Lundbeck and Alexion Pharmaceuticals—agreed to pay a total of $122.6 million to resolve allegations they paid drug copays for their pharmaceuticals through copay-assistance foundations.",20190404
48,Credit Markets,U.S. Government Bonds Inch Up,"Treasury -bond prices ticked higher, as investors weighed poor German economic data against signs of progress in U.S.-China trade talks.",20190404
49,Contributors,WSJ. Magazine Contributors: April 2019,Writer Cullen Murphy contributed to this issue of the magazine,20190404
50,Editor's Letter,WSJ. Magazine Editor’s Letter: Drawing Inspiration,Editor in Chief Kristina O’Neill introduces the April 2019 issue of WSJ. Magazine,20190404
51,Streetwise,Is Money Easy or Tight? It Depends on the Stock Market,"There are two ways to gauge how tight monetary policy is, but both come with drawbacks.",20190404
52,New York,New York Buys Buildings to Serve as Permanent Housing for Homeless,"New York City closed a $173 million deal Thursday to buy 17 Bronx and Brooklyn apartment buildings, officials said, an agreement that is expected to benefit some homeless families but has been scrutinized over its cost.",20190404
53,Financial Regulation,Senate Confirms Trump Pick to Lead Housing-Finance Overhaul,"The Senate confirmed Mark Calabria to oversee mortgage-finance companies Fannie Mae and Freddie Mac, where he is set to play a critical role reshaping the way many Americans finance their home purchases.",20190404
54,Bookshelf,Best-Selling Books Week Ended March 30,With data from NPD BookScan,20190404
55,Oil Markets,Market Signals Suggest Oil Rally Has Momentum,"Closely watched indicators in the oil market are boosting confidence that prices can continue to rebound, sparking bullish bets by investors ahead of the summer.",20190404
56,Commodities,Oil Closes Lower on Rising Supplies,"Oil prices settled lower on Thursday, reversing earlier gains as traders weighed government data showed a rise in supplies.",20190404
57,Word on the Street,‘Cockpit’: From Fighting Birds to the Perch of Pilots,"The modern high-tech control center of an airplane, under examination in recent crashes, got its name from something very different.",20190404
58,Film Review,"‘Shazam!’: ‘Bang, Pow, Zowie’ Is Fun Again",A teenager in Philadelphia discovers he has the ability to turn himself into a bemuscled superhero in a film borne aloft by the power of wit.,20190404
59,Politics,"As China Trade Deal Nears, U.S. Senators Fear It Could Fall Short","As the White House signals that a China trade agreement is imminent, some U.S. senators are urging the Trump administration to ensure the pact mandates a level playing field for U.S. companies and has a strong enforcement mechanism.",20190404
60,Film Review,‘Peterloo’: An Orator Makes a Stand,Mike Leigh’s period piece about the 1819 Peterloo Massacre is a powerful portrait of a struggle for representation.,20190404
61,Fashion,"Hemp Clothing Is Happening, and No, It Won’t Get You High","Once sullied by its associations with seedy drug culture, the irreproachable hemp plant is gaining ground in summer fabrics that rival wrinkly linen.",20190404
62,Politics,House Approves Lawsuit Challenging Trump’s Border Declaration,"House Speaker Nancy Pelosi launched another attempt to block President Trump’s efforts to redirect funding to a border wall with Mexico, saying her chamber approved filing a lawsuit challenging his national emergency declaration.",20190404
63,Commodities,Stronger Dollar Hurts Gold,"Gold prices fell, hurt by a stronger dollar. Silver and palladium also fell, while platinum climbed.",20190404
64,Earnings,Constellation Brands Gets a Boost From Beer Sales,Corona producer Constellation Brands said stronger beer sales helped offset weakness in its lower-priced wine brands.,20190404
65,U.S. Economy,"Fed’s Harker Sees at Most One Rate Rise in 2019, Another In 2020",Philadelphia Fed leader Patrick Harker said he still believes it’s likely the central bank has some rate increases ahead of it.,20190404
66,World,Vatican Allows Guam Archbishop to Keep Rank Despite Child-Abuse Verdict,"An archbishop in Guam who was found guilty of sexual abuse of minors by a Vatican court and permanently removed from his post remains a priest with the rank of archbishop, underscoring wide inconsistencies in the Catholic Church’s approach to abuse.",20190404
67,Opinion,Villanova: What Would St. Augustine Say?,The question for Profs. Sheehan and Wilson is: “How can we hold professors accountable for their professional behavior?”,20190404
68,Opinion,An Example of Baltimore’s Progressive Decline,"For the past 60 years, Baltimore has been a progressive’s playground. Walter Olson shines a light on one of the wrecking balls (eminent domain) used by progressives in Maryland to attack private property.",20190404
69,Opinion,Congestion Pricing Will Hurt New York’s Non-Rich,Will the last middle-class person leaving New York City please turn off the lights.,20190404
70,Opinion,It Is Destructive to Blame Business for Making Profits,Note to the senators: No one is in business for their health. And we can only pray that you understand the difference between profit and revenue.,20190404
71,Politics,Interior Nominee Bernhardt Clears Another Hurdle,President Trump’s nominee to lead the Interior Department moved closer to confirmation Thursday with overwhelming committee approval that included support from several Democrats.,20190404
72,Essay,A Man of Mystery Revealed by His Books,The library in a vacation house is full of odd and fascinating titles. But what do they say about their owner?,20190404
73,Politics,House Passes Resolution to End U.S. Role in War in Yemen,"The House passed a resolution that would end U.S. military assistance for the Saudi-led war in Yemen, a move to admonish the Trump administration over its support for Saudi Arabia that is likely to provoke the second veto of President Trump’s tenure.",20190404
74,U.S.,Mormon Church to Allow Baptisms of Children of Same-Sex Couples,The Church of Jesus Christ of Latter-day Saints announced it would allow baptism of children of married same-sex parents as part of a reversal of a 2015 policy that labeled gay couples as apostates—or those who have renounced the faith.,20190404
75,Credit Markets,Treasury to Sell $156 Billion in Debt,"The U.S. Treasury Department will auction $156 billion in securities next week, comprising $38 billion in new debt and $118 billion in previously sold debt.",20190404
