,section,headline,summary,date
0,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of March 12, 2019",20190311
1,World,U.S. Imposes Sanctions Against  Venezuelan-Russian Bank,The U.S. government accused Moscow-based Evrofinance Mosnarbank of facilitating illicit transactions to benefit the regime of Venezuelan President Nicolás Maduro.,20190311
2,Politics,White House Proposes $4.7 Trillion Budget for Fiscal 2020,"The White House released a $4.7 trillion budget that proposed sharply reducing spending on safety-net programs, while boosting defense and border-protection funding.",20190311
3,Politics,Trump Keeps the Pressure on State Department Spending,"President Trump wants to cut 23% of State Department and international-program  spending next year, drawing criticism from retired military officials and the Democrats who control the House.",20190311
4,Pro VC Industry News,Nonprofit AI Lab Alters Structure to Build Massive Computing Power,"The team running OpenAI is opening a new chapter. In its next act, it may end up looking more like a traditional startup—but with a structural twist that speaks to its ideals of using AI for the public good while guarding against the technology doing harm.",20190311
5,Tech,Google Agreed to Pay $135 Million to Two Executives Accused of Sexual Harassment,Google agreed to pay $135 million in exit packages to two top executives who left the company after being accused of sexual harassment and covered up the reasons for their departures.,20190311
6,Business,"Care.com Overhauls Vetting of Sitters, Listings","Care.com, the country’s largest marketplace for babysitters and other caregivers, unveiled a set of policies aimed at overseeing its members and said it had taken steps to remove fake day-care center listings.",20190311
7,Economy,Powell: Revisions to Community Reinvestment Act Implementation Must ‘Strengthen’ Law’s Mission,Federal Reserve Chairman Jerome Powell said he was supportive of regulators’ continuing efforts to improve the way they implement a 1977 law that requires federally insured banks to promote lending to borrowers in low- and moderate-income areas.,20190311
8,Business,AT&T Executives’ Pay Climbed After Media Takeover,AT&T Chief Executive Randall Stephenson’s total compensation edged up to more than $29 million last year while his lieutenants received hefty bonuses tied to the company’s acquisition of Time Warner.,20190311
9,Business,"Boeing’s 737 MAX Keeps Flying, but Some Passengers Are Staying on the Ground","Following the Ethiopian Airlines crash, some skittish travelers are checking their tickets to see if they are scheduled to fly on a Boeing 737 MAX and asking airlines to allow them to change.",20190311
10,Business,"A Boeing Pacesetter, the 737, Confronts Trying Times","Boeing achieved another milestone last year, snagging the Guinness world record for most-produced plane model with its 737 single-aisle jet. Now the company faces one of the program’s most challenging periods.",20190311
11,Middle East,"Iranian Court Sentences U.S. Navy Veteran, Human-Rights Lawyer","An Iranian court has sentenced a U.S. Navy veteran for an unspecified crime, according to Iranian state-linked media, in a move that threatens to further strain relations between Washington and Tehran.",20190311
12,Markets,Boies Is Dealt Setback in Venezuela Oil Conspiracy Lawsuit,A U.S. judge threw out a lawsuit brought by famed lawyer David Boies on behalf of Venezuela’s state energy company that alleged bid-rigging by oil traders.,20190311
13,Review & Outlook,Trump’s Pentagon Budget War,Tax revenues are expected to rise but spending will rise faster.,20190311
14,Review & Outlook,Democrats Want Milwaukee’s Finest,The 2020 convention in Wisconsin is billed as ‘a statement of our values’,20190311
15,Review & Outlook,The Black Robe New Deal,Democrats float packing the Supreme Court if they win in 2020.,20190311
