,section,headline,summary,date
0,Middle East,U.S. Moves Some Cargo From Syria but Pace of Withdrawal Uncertain,"The U.S. military has begun moving equipment out of Syria as it pushes forward on President Trump’s order to withdraw forces, but planners are still sorting out details of how and when more than 2,000 troops will leave.",20190111
1,Business,Megyn Kelly Is Released From Her NBC News Contract,Megyn Kelly has been released from her contract with NBC News less than three months after her morning show was canceled by the network.,20190111
2,Business,Disney CEO’s Pay Surges,Walt Disney CEO Robert Iger saw the value of his total compensation last year surge 81% to $65.6 million.,20190111
3,Health Policy,Trump Administration Plans Effort to Let States Remodel Medicaid,"The Trump administration is readying guidance that could let states remodel their Medicaid programs to more closely resemble block grant proposals, according to people familiar with the discussions.",20190111
4,Pro VC Commentary Analysis,Chernova’s Take: New Fund Aims to Make Investment in Vice Attractive,"Catharine Dockery has launched Vice Ventures, a first-time fund, to invest in seed stages of such startups.",20190111
5,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Jan. 12-13, 2019",20190111
6,U.S.,Mother of American Jailed  in Iran Pleads for His Release,"A U.S. Navy veteran who has been jailed in Iran on undisclosed charges suffers from cancer and may die without access to medical care, according to his mother, who pleaded for his release in a statement on Friday.",20190111
7,Tech,"Apple Plans Three New iPhones This Year, Plays Catch-Up on Cameras","Apple is planning to release three new iPhone models again this fall, including one with a triple rear camera.",20190111
8,Review & Outlook,"Pompeo’s Words, Trump’s Withdrawal",The vow to ‘expel every last Iranian boot’ in Syria rings hollow.,20190111
9,Markets,BlackRock Elevates Potential Successor to CEO Laurence Fink,A potential successor to BlackRock Chief Executive Laurence Fink has a new job that gives him broader reach inside the world’s biggest asset manager.,20190111
10,Review & Outlook,California’s Next Ban: Paper Receipts,Helping hometown companies in the name of green virtue.,20190111
11,Markets,"Energy Stocks, Long a Market Drag, Lead Way in 2019","The sector is the best-performing in the S&P 500 so far this year, rising 8.8% after a brutal end to 2018. Investors have been buoyed by rising oil prices and the sense that energy shares are undervalued.",20190111
12,Review & Outlook,Reid Hoffman’s Fake News,Americans are now using disinformation tactics on one another.,20190111
13,U.S.,Florida Governor Suspends Sheriff Over Deadly Parkland Shooting,Broward County Sheriff Scott Israel has faced criticism and calls for his removal from office because of his department’s handling of the shooting at Marjory Stoneman Douglas High School that left 17 people dead.,20190111
14,CMO Today,Columbia Sportswear Ad Decries Government Shutdown and Efforts to Build a Border Wall,"Columbia Sportswear hasn’t run a political ad before, Chief Executive Tim Boyle said. “But these are times that haven’t existed in the past,” he said.",20190111
15,U.S.,Government Shutdown Hits Federal Websites,"Ripples from the partial government shutdown are spreading online, with some federal sites now greeting visitors with the blunt warning: ‘Your connection is not private.’",20190111
16,Business World,Politicians Never Lied Before Trump,Look past the circus of democracy: The U.S. is finally facing up to its border failures.,20190111
17,Cross Country,Lawmakers Are Doing a Bad Job—So Give Them a Raise?,States where lawmaking is part-time work have a better record of handling taxpayers’ money.,20190111
18,Opinion,"When It Comes to Retirement, I’m With Cicero",The great Roman orator thought aging and retiring free us from destructive ambition and competition.,20190111
19,Latin America,Mexico Reduces U.S. Gasoline Imports,"Mexico has significantly reduced imports of U.S. gasoline since President Andrés Manuel López Obrador took office Dec. 1, as a government crackdown on fuel theft has jammed up distribution and caused widespread gasoline shortages.",20190111
20,Canada,Canada Grants Refugee Status to Saudi Teen,Canada will grant refugee status to a Saudi teen who renounced Islam and barricaded herself in a Bangkok airport hotel after fleeing from her family.,20190111
21,Business,Fox Won’t Bid to Reacquire Its Regional Sports Networks From Disney,"Disney, the parent of sports-TV juggernaut ESPN, is required by the Justice Department to sell the regional channels in return for approval of the 21st Century Fox acquisition.",20190111
22,U.S.,"Girl Escapes Captor 88 Days After Her Abduction, the Killing of Parents",A 13-year-old Wisconsin girl missing for nearly three months escaped her captor. A 21-year-old man was charged with abduction and double homicide of her parents in the case.,20190111
23,U.S.,A Texas Tent City for Migrant Children Is Closed,A sprawling tent city used to house unaccompanied migrant children has been closed after a policy change by the Trump administration made it easier to place children with sponsors in the U.S.,20190111
24,Foreign Exchange,Dollar Slips on Inflation Data,"The dollar fell this week, weighed down by expectations of a dovish shift at the Federal Reserve and soft U.S. economic data.",20190111
25,Tech,After the Smartphone: The Race for the Next Big Thing,"Venture-capital investors are spraying money into fields like virtual reality, driverless cars and even implants in the brain.",20190111
26,Bookshelf,‘Code Name: Lise’ Review: The War’s Most Decorated Woman,"Odette Sansom’s story has been retold many times. In ‘Code Name: Lise,’ Larry Loftis tells it again for a new generation, reweaving the account of her wartime activities as a British spy into a kind of nonfiction thriller.",20190111
27,Autos Industry,Top Nissan Executive José Muñoz Resigns,"One of Nissan Motor Co.’s top executives, José Muñoz, has resigned, the first shake-up of the Japanese auto maker’s top management since the arrest of former Chairman Carlos Ghosn.",20190111
28,Bookshelf,‘Late in the Day’ Review: And Then They Were Three,"When one of a foursome dies, the lines of attachment joining the survivors are drastically realigned.",20190111
29,Bookshelf,‘The Restless Kings’ Review: A Family at War With Itself,"Thanks to Shakespeare, the Plantagenet dynasty is often best-remembered for Richard III. But the first three Plantagenet kings were more important than the last.",20190111
30,Business,"T-Mobile, AT&T Pledge to Stop Location Sharing by End of March",T-Mobile US and AT&T said they would stop feeding individual customers’ real-time locations to data middlemen after a report suggested the sensitive information is easy to pull without users’ consent,20190111
31,Politics,Trump Organization Hires Lawyer to Oversee Responses to Democrats’ Investigations,"The Trump Organization has hired a lawyer who formerly worked in the White House Counsel’s Office to handle the expected onslaught of investigations from House Democrats, people familiar with the matter said.",20190111
