,section,headline,summary,date
0,The Find,Steal of the Week: +J Dress,A dress from Jil Sander's Uniqlo collaboration can be worn dressed up or down.,20111029
1,None,What's News: World-Wide,"What's News: World-Wide for Oct. 29, 2011",20111029
2,None,What's News: Business & Finance,"What's News: Business & Finance Top Stories for Oct. 29, 2011",20111029
3,College Football,Paterno Gets Wins Record,Joe Paterno broke Eddie Robinson's record for victories by a Division I coach with his 409th in Penn State's sloppy 10-7 win against Illinois on Saturday.,20111029
4,Latin America,Brazil Ex-President Lula Has Throat Cancer,"Brazil's former president, Luiz Inacio Lula da Silva, has throat cancer and will undergo chemotherapy.",20111029
5,Photos,October Snow,"A classic nor'easter was chugging along up the East Coast Saturday, a decidedly unseasonal date for a type of storm more associated with midwinter.",20111029
6,Markets,Housing Finance Regulator Defends Against Critics,"The nation's top housing-finance regulator pushed back against criticism that he isn't doing enough to help the troubled U.S. housing markets, saying that critics were asking him to do the bidding of Congress.",20111029
7,China News,China Shuffles Financial Regulators,"China appointed new chairmen for its banking, securities and insurance regulators, completing a widely expected leadership reshuffle.",20111029
8,Sports,Cardinals Win World Series,"In a game that felt more like a coronation than a competition, the St. Louis Cardinals beat the Texas Rangers 6-2 to win the World Series four games to three.",20111029
9,Autos,Classic Rewind,Three cars ripe for neo-retro stardom.,20111029
10,Ideas Calendar,Oct. 29-Nov. 4,"Jack the Ripper in Philadelphia, dark energy in Washington and Murakami madness.",20111029
11,Opinion,Another  Sudden Cuban Prison Death,"Suspicions surrounding the death of Laura Pollán, founder of Cuba´s Ladies in White are well founded and mounting (""A Dissident's Mysterious Death in Havana,"" by Mary Anastasia O'Grady, Americas, Oct. 24). An investigation of her death should be conducted by an independent team of experts with full access to her medical record.",20111029
12,Photos,Taliban Targets NATO Forces,"A Taliban suicide bomber rammed a van into an armored NATO bus Saturday, killing 13 American troops and four Afghans on a busy street in Kabul.",20111029
13,Week in Words,Week in Words,A field guide to unusual words in this week's Wall Street Journal.,20111029
14,Politics,Romney Picks Up Bush Backers,"The top campaign contributors behind President George W. Bush's vaunted political network are coming off the sidelines, and many are lining up behind Mitt Romney, according to a WSJ analysis.",20111029
