,section,headline,summary,date
0,Corrections,Corrections & Amplifications,Corrections & Amplifications,20140220
1,Opinion,Pepper...and Salt,Pepper...and Salt,20140220
2,Deco Summary (Plain),Seib: America's Stunted Influence in Ukraine,"President Obama has limited options when it comes to dealing with increased unrest in Ukraine, says Washington Bureau Chief Jerry Seib, and this may be reflective of a trend.",20140220
3,Whats News World Wide,What's News: World-Wide,What's News: World-Wide,20140220
4,Whats News Business Finance,What's News: Business & Finance,What's News: Business & Finance,20140220
5,World News,EU Ministers Clear Sanctions on Ukraine,"EU foreign ministers approved sanctions on Ukraine, indicating their scale would depend on the extent to which violence continued.",20140220
6,Reporter's Journal,"Dalai Lama's U.S. Visit: More Business, Less Tibet","During his visit to the U.S., the Dalai Lama is discoursing about capitalism, nonviolence and happiness, but he won't talk publicly about the standoff between China and his supporters in Tibet.",20140220
7,Photos,Koreans Meet in Tearful Family Reunions,Elderly Koreans from each side of the peninsula's heavily armed border tearfully greeted relatives not seen since the 1950s in the first reunion of families divided by the Korean War in over three years.,20140220
8,Business,Cargill Said to Have Energy-Trading Loss,"Cargill reportedly lost at least $100 million trading in energy markets in recent weeks, according to an energy-market publication.",20140220
9,New York Crime,City to Pay $6.4 Million for Wrongful Conviction,The city Comptroller's Office will pay $6.4 million to a Brooklyn man who served more than 22 years in prison for the murder conviction of a rabbi that was overturned last year.,20140220
10,New York Schools,New School Seeks Unity With University Center Hub,Can a flashy $352 million building transform the New School from an unwieldy constellation of colleges into a unified institution?,20140220
11,Television,The Straight Man Takes Over,"The 'Saturday Night Live' veteran, who on Monday inherits 'Late Night' from Jimmy Fallon, sees his role as more comic facilitator than chief clown",20140220
12,Block Party,Plainview Weighs Mixing New With Old,"The proposed development of a 143-acre plot in Plainview, Long Island, with a gated residential community needs to overcome local skepticism to win zoning approval.",20140220
13,Film,Hollywood's Biblical Recycling Effort,Mark Burnett's coming film 'Son of God' is assembled out of deleted scenes and re-edited footage from last year's 'The Bible.',20140220
14,Television,The Spies Next Door,"The second season of 'The Americans' arrives on FX as suspenseful as ever, more brutal in its violence, perhaps, and more expansive in its reach into history. Best of all, it easily manages to uphold the standards of the first season.",20140220
15,New York Region,Groups Reach Settlement on LICH's Future,"Unions and community groups have agreed to end a battle to save Long Island College Hospital, in a settlement that means they are likely to see more health care on the site but might lose a full-service hospital.",20140220
16,New York Region,Lower Taxes Seen for Nonresidents,A new decision from New York's highest court makes it less likely that out-of-state residents who own houses or apartments in New York will be forced to pay city and state income taxes.,20140220
17,Arts & Entertainment,"Leonardo DiCaprio on Playing the Big, Bad 'Wolf'","Oscar-nominated actor Leonardo DiCaprio talks about Hieronymus Bosch, ""Wolf's"" depiction of Wall Street and why he has played so many historical figures.",20140220
