,section,headline,summary,date
0,Health & Wellness,Fish Oil: Hunting for Evidence to Tip the Scales,"The effects of popular fish-oil supplements remain unclear, as researchers investigate whether these pills can help with a wide range of ailments including heart disease, depression and autism.",20190102
1,Credit Markets,Taking Stock of the World’s Debt,"The world has never had as much debt as it has right now—nearly $250 trillion. And these debt loads are about to get a big test: Global central banks, which once kept borrowing easy, are changing course.",20190102
2,CFO Journal,New Netflix CFO to Tackle Cash Flow Conundrum,"Spencer Neumann’s main objective in the top finance post, analysts say, will be clear from the start: Wrestle with a cash-sucking content development pipeline while convincing investors that efforts to convert original content into more subscriptions and profits ultimately will materialize.",20190102
3,Politics,Running for New York City Public Advocate? Create Your Party Name,"The New York City public advocate’s seat is officially up for grabs, and the race has no shortage of candidates or quirky rules.",20190102
4,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Jan. 3, 2019",20190102
5,Politics,House Democrats’ Rules Could Make It Easier to Raise Debt Limit,The Democratic majority poised to take control of the House has plans to make it easier to raise the federal borrowing limit.,20190102
6,Politics,Trump Predicts Romney Will Fall in Line Behind Him,"President Trump said he was surprised by recent criticism from incoming Republican senator Mitt Romney, saying that the party’s 2012 presidential nominee would have won that election if he campaigned “the way he fights me.”",20190102
7,U.S.,New Faces of 2019: Acting Chiefs Fill Cabinet Meeting,A slew of new faces surrounded President Trump at a cabinet meeting in which he expounded on a wide range of issues and aired grievances after spending much of the holidays alone in the White House amid a partial government shutdown.,20190102
8,Business,Canadian Court Slams Uber’s Arbitration Process,Uber lost some of its legal clout with contract drivers in Canada’s largest province after Ontario’s highest court ruled its process for arbitrating disputes were not only unlawful but ‘unconscionable.’,20190102
9,China,Apple Warning: Seven Charts That Show the Pressure on China’s Consumers,"China’s slowdown differs from previous ones because this time consumers are taking a hit, as an uncertain outlook and the trade fight with the U.S. weigh on household spending.",20190102
10,Opinion,Enter the House of Pelosi,The main Democratic goal will be destroying Donald Trump.,20190102
11,Review & Outlook,Kamala Harris’s Dark Knights,Does the Senator think Al Smith and JFK were extremists?,20190102
12,Review & Outlook,Romney’s Reproach,Attacking Trump’s character is easy. How about defending trade?,20190102
13,Opinion,Stop Worrying and Learn to Love the Military-Industrial Complex,"In the era of cyberwarfare, walls between business, civil society and the army make us less safe.",20190102
14,Business,"Blake Nordstrom, a Scion of Retail Dynasty, Has Died","Blake Nordstrom, the 58-year-old heir to the Nordstrom Inc. fortune who ran the department-store chain with his two brothers, died unexpectedly Wednesday morning.",20190102
15,Opinion,The True-State Solution,"Follow the map the British drew in 1922, which put Arab and Jewish Palestine across the Jordan River.",20190102
16,Opinion,The Supreme Court Is Too Gun-Shy on the Second Amendment,"The justices haven’t clarified the law since 2010, causing confusion in the lower courts.",20190102
