,section,headline,summary,date
0,The A-Hed,American Team Reigns in This Devout League,"In Rome, the 'Martyrs' are kicking their way to glory in the Clericus Cup soccer league.",20130428
1,Breakthrough,A Solar-Powered Plane Travels Light,"A Swiss team of engineers, Bertrand Piccard and André Borschberg, has designed a plane that will fly around the world—without burning an ounce of fuel.",20130428
2,Asia,American Faces North Korean Verdict,North Korea said an American citizen held in the country since late last year will soon face trial for allegedly seeking to overthrow the government.,20130428
3,New York Culture,'Humanity' in Barclays Center's New Sculpture,"After decades in the arts world, Ursula von Rydingsvard still thinks big,. The internationally recognized artist's large-scale sculptures include a 20-foot-high work to be installed in September at the Barclay Center.",20130428
4,New York Politics,Controversial Professor Links Two Rising Politicians,The improbable story of the three Jeffries and their interactions over more than two decades illustrates the shifting currents of race and politics in the New York City area.,20130428
5,U.S.,Suspect's Widow Faces Questioning,U.S. authorities are investigating up to six associates of the accused Boston bombers to determine if they had any involvement in the plot or in disposing of evidence.,20130428
6,New York Real Estate,Ratner Lawyer Builds on Experience,"MaryAnne Gilmartin, the new chief executive of Forest City Ratner Cos. didn't have to look very far for her chief operating officer: She has chosen David Berliner, the company's general counsel.",20130428
7,New York Real Estate,Footprint in the Bronx Grows,"Equity One Inc., which owns 144 retail centers, has started construction on a multilevel, 135,000-square-foot shopping center in the Kingsbridge area.",20130428
8,New York Region,Rx for Old Courthouse,A developer has New York City approval to transform the crumbling 81-year-old building in the Rockaway Beach neighborhood of Queens into a medical clinic.,20130428
9,Media & Marketing,A Matchmaker for Digital Ads,A new computerized auction system for placing digital outdoor ads plays matchmaker for owners of digital billboards and advertisers.,20130428
10,Lunchbox,Veggies Make the Pizza,"Wild, a West Village pizza restaurant that opened in March, is taking health-conscious comfort food to a new level.",20130428
11,Media & Marketing,HuffPost Live to Run on Cable,"AOL struck a deal to run daytime programming from its fledgling online channel HuffPost Live on the AXS TV cable channel, which is partly owned by Mark Cuban.",20130428
12,Politics,New Ricin Suspect  to Show in Court,A martial-arts instructor and former political candidate is scheduled to appear before a federal judge after he was arrested on charges that he mailed ricin-laced letters to officials including Obama.,20130428
13,Urban Gardner,Yielding With a Purpose,Ralph Gardner Jr. meets an artist who has a suggestion for parting city crowds.,20130428
14,Markets,Dimon Loses Key Lieutenant,"Frank Bisignano, J.P. Morgan's co-chief operating officer, intends to exit the nation's largest bank, the latest executive upheaval to follow a multibillion-dollar trading loss.",20130428
15,New York Culture,Conserving the Horse He Rode in On,"Clint Eastwood talked about digital filmmaking, why it's hard to work with horses, and the possibility of retirement on Saturday in a conversation with fellow filmmaker Darren Aronofsky at the Tribeca Film Festival.",20130428
16,Europe,Iceland Voters Oust Pro-Europe Leaders,Icelanders ousted a government that oversaw economic recovery and pushed for European Union membership in favor of bringing back leaders who ruled the remote island nation as it sank into economic collapse.,20130428
17,On the Horizon,Independent Movie 'Black Rock' Covers the Bases With Its Debut,"As American viewing habits change, the release model for independent films has shifted.",20130428
18,The Count,April Success Brings October Distress,"The baseball teams currently leading their divisions should stop and savor the moment. If recent history is a guide, these teams probably won't win their divisions.",20130428
19,Culture City,Star Vehicles Drive Tony Nominations,"More interesting than counting the ""Matilda"" Tony nominations will be watching the gap between plays and performances in them. The season saw a number of star vehicles in which the stars outclassed the vehicles.",20130428
20,Donor of the Day,Longtime Fundraiser Finds Fulfillment in Philanthropy,"On April 15, Seth Rosen made a spur-of-the-moment gift of $100,000 to the Point Foundation, a group that provides academic scholarships to lesbian, gay, bisexual, transgender and queer students of merit.",20130428
21,New York Culture,"In Brooklyn, There's No Running in the Hallways","If art-museum crowds appeared to be moving at snail speed on Saturday, it's because they were celebrating Slow Art Day, during which participants in 274 museums around the world got a new, slower perspective on enjoying art.",20130428
22,Heard & Scene,"One Paparazzi Shot Later, a New Book Club","Of all the things that might inspire the launch of a celebrity book club, a paparazzi photo wouldn't be high on the list. But that's how Sarah Jessica Parker and some friends wound up reading together in TriBeCa recently.",20130428
23,Jason Gay,The Celtics: Old But Not Over,"The Celtics did exactly what no one expected Sunday, which was to find improbable energy and take the game away from the New York Knicks, Jason Gay writes.",20130428
24,N.Y. Mets,The Mets' Bullpen Is Officially a Problem,"The Mets overhauled their bullpen again this off-season. This has become a ritual of theirs. They should probably know by now that ""new"" doesn't necessarily mean ""better.""",20130428
25,U.S.,"Tsarnaev Gets Care, High Security",The federal medical center in Massachusetts where the suspect in the Boston Marathon bombing is being held blends high-security prison cells with hospital rooms.,20130428
26,DJ FX Trader,UK Bank Lending to Businesses to Pick up in 2013,"Lending to businesses in the U.K. will pick up in 2013 for the first time in four years, according to a forecast by the Ernst & Young Item Club published Monday.",20130428
27,Earnings,Companies Feel Pinch on Sales in Europe,"Hiding behind the profit gains of America's biggest companies is a worrying slowdown in sales growth, reflecting the combined effects of Europe's malaise, a stronger dollar and sluggish consumer spending.",20130428
28,N.Y. Yankees,Yankees Dust Off the Brooms,"The Yankees have proved their naysayers wrong in a big way, and they've particularly relished doing it against Toronto. Their 3-2 win Sunday gave them a series sweep of the Blue Jays.",20130428
29,Heard on the Street,"Winners, Losers of the NFL Draft","It will be three or four years until anyone really knows who won or lost this year's NFL Draft, which concluded Saturday. We made some snap judgments anyway.",20130428
30,N.Y. Nets,Everyone Is Off the Bandwagon as Nets Near Exit,"The Nets have made a first-rate mess of their first-round series. In the process, they have all but validated an undesirable perception: that the Nets just aren't a tough, savvy team.",20130428
31,Politics,Nonprofit Firms Form REIT,Some of the nation's largest housing-related nonprofit organizations are delving into the for-profit world to protect affordable housing.,20130428
32,Business,Europe's Manufacturers Face a Test,"Europe's industrialists are steeling themselves for a difficult six months, forecasting at best a stabilization in their business, and at worst a further drop in sales.",20130428
33,Middle East,New Palestinian City Caught in Territorial Bind,A project to build what would be the first modern Palestinian city has stumbled over an issue that has become an enduring obstacle to efforts to boost the territory's economy: access to Israeli-controlled lands around it.,20130428
