,section,headline,summary,date
0,Politics,House Democrats Subpoenaed Nine Banks in Trump Finance Probe,"House Democrats have subpoenaed nine large banks as part of an inquiry into President Trump’s financial interests and possible Russian money laundering, according to people familiar with the matter, including six U.S. firms and three foreign lenders.",20190417
1,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 18, 2019",20190417
2,Media & Marketing,Screenwriters Union Sues Talent Agencies,"The Writers Guild of America is suing four major talent agencies, alleging their use of certain business practices puts their own financial interests ahead of their clients’.",20190417
3,Politics,Former Virginia Gov. McAuliffe to Stay Out of Crowded Democratic Field,"Former Virginia Gov. Terry McAuliffe said he won’t seek the Democratic presidential nomination in 2020, forgoing a bid to challenge President Trump.",20190417
4,Politics,Barr to Hold Briefing on Mueller Report Thursday Morning,"Attorney General William Barr and Deputy Attorney General Rod Rosenstein will hold a press briefing on the Mueller report at 9:30 a.m. Thursday. The report itself will be given to Congress between 11 a.m. and noon, officials said.",20190417
5,U.S.,"Yuma, Ariz., Declares State of Emergency Over Migrant Crisis","This border city has become the first in the nation to declare a state of emergency over illegal immigration, echoing officials who say new policies and resources are needed because the surge of families seeking asylum has become unmanageable.",20190417
6,Theater Review,‘Hadestown’ Review: A Musical Heats Up Broadway,"Anaïs Mitchell’s Americana-style ‘folk opera,’ which retells the Greek myth of Orpheus and Eurydice, comes to the Great White Way.",20190417
7,CFO Journal,Pier 1 Imports Fills CFO Seat With Restructuring Expert,Troubled home-decor retailer Pier 1 Imports named a restructuring expert as interim finance chief and said that the current CFO is leaving the company.,20190417
8,Pro VC VC Funds,Goldman Sachs Bets Again on VC With Stake in Industry Ventures Management Company,"For the second time in recent months, a unit of Goldman Sachs has acquired a stake in a venture firm.",20190417
9,U.S.,Scientists Restore Some Brain Function After Death in Animal Experiments,"Researchers have found a way to restore some activity to pig brains hours after death, in a series of experiments that medical and legal experts said could reshape science’s understanding of the brain’s limits.",20190417
10,Crime,Getaway Driver in 1981 Brinks Heist Is Granted Parole,"Judith Clark, a former Weather Underground radical, spent nearly four decades in prison for the armored car robbery in suburban New York that left two police officers and a security guard dead.",20190417
11,Media & Marketing,Publishers Prepare Print Editions of Mueller Report,"A number of publishers are planning to rush out versions of special counsel Robert Mueller’s long-awaited report in both physical an e-book formats, even as it is expected to be available free online.",20190417
12,Culture,"This Passover Feast Involves Three Kitchens, 12 Ovens and Lots of Elbow Grease","At the Hebrew Home in the Bronx, pulling off one of the biggest celebrations in New York City is an exercise in controlled chaos.",20190417
13,Review & Outlook,Trump’s Yemen Principles,Congress reminds us why the War Powers Act was a bad idea.,20190417
14,Review & Outlook,Peace in the Tech Patent Wars,"Apple and Qualcomm settle, and now the FTC should drop its suit.",20190417
15,Review & Outlook,Another Carbon Tax Defeat,Alberta conservatives oust the provincial left. Is Ottawa next?,20190417
16,Opinion,The Fed and the Professor Standard,"The central bank needs new voices that will speak up for a stable dollar, which leads to prosperity.",20190417
17,Bookshelf,"‘The Panic of 1819’ Review: Easy Money, Bad Decisions",A boom in lending was followed by a bust and hard times. The crisis inspired a new spirit of self-reliance and impressive economic debate.,20190417
18,Opinion,The Longest War Needs Fresh Thinking,Congress should call a bipartisan panel of experts to examine the antiterror effort.,20190417
19,Opinion,Netanyahu Scores Another Victory for Likud’s Populism,It wasn’t merely personal. The party has been in the Israeli government for 32 of the past 42 years.,20190417
