,section,headline,summary,date
0,Politics,Deputy Intelligence Chief Resigns; Trump Names New Acting Director,"President Trump named Joseph Maguire, currently director of the National Counterterrorism Center, as acting director of national intelligence after the nation’s No. 2 intelligence official—who was in line for the job—resigned at the president’s request.",20190808
1,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Aug. 9, 2019",20190808
2,Politics,Republican Congressmen Press Trump Not to Commute Sentence of Rod Blagojevich,"All five Republican congressmen from Illinois urged President Trump to leave former Gov. Rod Blagojevich in prison, a day after the president said he was inclined to commute the ex-governor’s 14-year sentence for multiple counts of bribery and other corruption in office.",20190808
3,CFO Journal,Yelp CFO to Exit for Eventbrite,Yelp’s finance chief is leaving as the online-review company seeks to reach a broader audience.,20190808
4,Tech,Uber Posts Its Largest Quarterly Loss,"Uber reported its largest-ever quarterly loss, weighed down by heavy competition in Latin America and elsewhere, as well as a large expense related to its initial public offering.",20190808
5,Culture,Longtime Broadway Press Agent Bob Ullman Dies at 97,"Robert “Bob” Ullman, a legendary theatre press agent who promoted more than 150 Broadway and off-Broadway performances, including “Together on Broadway” with Ethel Merman and Mary Martin, “Cactus Flower” starring Lauren Bacall, as well as “A Chorus Line,” died of a heart attack on July 31 in Bay Shore, N.Y.",20190808
6,Review & Outlook,Uncle Trump to the Naval Rescue,"Europe claims it can’t rely on the U.S., but look who’s protecting ships.",20190808
7,Earnings,Activision Results Hurt by Lack of New Games,"Activision Blizzard’s revenue fell nearly 15% in the second quarter, hurt by the videogame maker once again not releasing any major new games during the period.",20190808
8,Earnings,News Corp Revenue Falls 8% in Quarter,"News Corp reported an 8% decline in revenue for the June quarter, reflecting lower sales at its book-publishing unit, lower ad revenue at its news and information-services business and the negative impact of foreign-currency fluctuations.",20190808
9,Review & Outlook,Crime and Non-Punishment in NYC,A case study in the cost of abandoning ‘broken-windows’ policing.,20190808
10,Review & Outlook,Another Day in Bureaucratic Hell,A legal fight with the EPA shows the worst of the administrative state.,20190808
11,Risk & Compliance Journal,"New Risk Guidance Being Developed for Cybersecurity, Compliance",A key standard-setter on internal controls is preparing to publish a set of guidelines for companies on how to manage cybersecurity and other enterprise risks.,20190808
12,Media & Marketing,Facebook Makes Offer to News Outlets to License Content,Facebook is offering news outlets millions of dollars for the rights to put their content in a news section that the company hopes to launch later this year.,20190808
13,CFO Journal,Stock Price-Related Impairment Charges Expected to Rise as Markets Fluctuate,"Kraft Heinz said it had booked a charge of $1.22 billion for the first six months of its fiscal year. The bulk of the charge was related to the declining values of brands and businesses, but $474 million of it reflected the company’s lower stock price. Kraft Heinz’s stock has fallen 38% since the beginning of the year.",20190808
14,Schools,NYC Considers Rezoning for Admission to Some Brooklyn Schools,"New York City officials are floating ideas for rezoning admissions for seven public elementary schools in Brooklyn, in an effort to relieve overcrowding in sought-after schools and foster integration.",20190808
15,Politics,McCabe Sues Justice Department Over Firing,"Former Deputy FBI Director Andrew McCabe, whom the Trump administration fired last year, sued the Justice Department, claiming his termination was unlawful and politically motivated.",20190808
16,Earnings,Streaming Services Boost CBS Revenue,CBS Corp.’s investment in content and streaming-services expansion helped deliver better-than-expected revenue growth in its second quarter.,20190808
17,Logistics Report,FedEx-Amazon Split Will Provide a Shipment Windfall for Rivals,"FedEx Corp.’s split with Amazon.com Inc. is expected to deliver a holiday e-commerce boost to rival United Parcel Service Inc., the U.S. Postal Service and regional package carriers as other providers pick up the slack.",20190808
18,CIO Journal,Google Adds Tools to Attract More Corporate Customers,"The company continues to ramp up efforts to add business-friendly features to G Suite, its set of email, productivity and collaboration tools, as it seeks to draw more commercial customers.",20190808
19,Film Review,‘One Child Nation’ Review: Ghost Generations,Nanfu Wang’s documentary investigates the terrible toll taken by China’s decades-long campaign of population control.,20190808
20,Film Review,‘The Art of Racing in the Rain’ Review: Pooch Perspective,"In this clumsy adaptation of Garth Stein’s bestselling novel, Kevin Costner voices a dog who is the cherished companion of an up-and-coming American race driver.",20190808
21,Film Review,‘The Peanut Butter Falcon’ Review: A Beguiling Buddy Tale,A young man with Down syndrome escapes from his nursing home and strikes up a friendship with a small-time crook—played by Shia LaBeouf—in this charmingly off-kilter film.,20190808
22,Heard on the Street,"Uber’s Too Fast, Too Furious Days Could Be Ending","Uber says competition will moderate, but its results say otherwise.",20190808
23,Opinion,"Putin Plays Judo, Not Chess","Russia is weak, but its leader makes the most of the West’s disarray and indecisiveness.",20190808
24,Houses of Worship,The Meaning of Mecca,Some Muslims have lost touch with the reason for the annual hajj pilgrimage.,20190808
25,Potomac Watch,Going to Extremes Against Guns,Threatening to take voters’ firearms away isn’t the way to beat Donald Trump.,20190808
26,Opinion,Vegetarianism as Climate Virtue Signaling,First World solipsism misses the point of a new U.N. report.,20190808
27,Bookshelf,‘Semicolon’ Review: Between a Pause and a Hard Stop,"The semicolon can be overused, but the language needs a punctuation mark that tells readers “Slow down, but don’t stop.”",20190808
28,Opinion,A Minuscule Mob Shuts Down a Debate on Reparations,"‘When someone like me buckles,’ admits the owner of the Comedy Cellar, ‘there is blood in the water.’",20190808
29,East is East,Modi’s Kashmir Gambit Puts Pakistan in a Tough Spot,"Islamabad has little clout, what with its support for terrorism and an economy one-eighth India’s size.",20190808
30,Opinion,NotableQuotable: China Watches Citizens Sort Their Recycling,‘Shanghai’s waste sorting system adds yet another level to surveillance.’,20190808
31,Declarations,"An American Song, an American Crisis","In times like this, brave and bold experimentation is the closest we’ll get to finding a solution.",20190808
32,Opinion,Past Performance Is No Guide for Progressives,"It would be an interesting exercise to examine whether either John Hickenlooper or John Delaney could have achieved what they did if the taxes, regulations and the “reforms” they suggest existed when they were making their way in the world of private business.",20190808
33,Opinion,Making Heating Carbon Free Is Complicated,"A new load of about twice the existing load would be added to the entire electric system, just for heating, tripling the load on the electrical system. Not only would new renewable generation have to be added, but the capacity of the entire transmission and distribution system would have to tripled.",20190808
34,Opinion,What Part Does Luck Play in Success in Life?,"I agree with Frayda Levin that it’s annoying to hear people talk about their lives as if their choices don’t matter, but I think people who argue that luck has no effect on their lives are equally annoying.",20190808
35,India,India’s Modi Defends Decision to Clamp Down on Kashmir,"Indian Prime Minister Narendra Modi, in his first public comments since his government’s move to end the autonomy of the disputed state of Jammu and Kashmir, dismissed concerns about lasting unrest and said the new status would help the economy and boost the welfare of Kashmiris.",20190808
36,Television Review,‘Our Boys’ Review: A Chronicle of Two Crimes,HBO’s gripping new drama is based on the true story of the kidnapping and murder of three Israeli teenagers and the killing of a young Palestinian that followed.,20190808
37,Opinion,Newsom Out-Putins Putin,How much should we worry about Russia interfering with our election?,20190808
38,Opinion,Bad Choices Cause Much Middle-Class Debt,"When I was 28 years old, I understood that I couldn’t have everything I wanted “to stay in the middle class.” Plus, I understood basic arithmetic.",20190808
39,Politics,New York Comptroller Says Better Oversight Needed for Lead Prevention,An audit finds local health departments are lacking in follow-up services or documentation.,20190808
40,U.S. Markets,Stocks Climb as China Signals a More Stable Yuan,The Dow Jones Industrial Average climbed and investors sold safe-haven assets after China’s latest currency move eased concerns that the trade spat between the two countries was about to move into an all-out currency war.,20190808
41,Transit,Two NYC Subway Workers Save Woman,"Two Metropolitan Transportation Authority employees saved a life Wednesday, stopping a Manhattan-bound Q train just feet away from a woman who had climbed onto the tracks.",20190808
