,section,headline,summary,date
0,Pro VC New Money,PathAI Raises Series A for AI-Powered Diagnostics,PathAI Inc. has raised an $11 million led by General Catalyst to back its development of artificial intelligence software to aid doctors with cancer diagnostics and treatments.,20171102
1,Tech,Twitter Conducts Internal Review After Trump Account Outage,Twitter blamed an employee’s error for an 11-minute outage of President Donald Trump’s account that quickly became one of the messaging platform’s buzziest topics.,20171102
2,Economic Data,China Services Sector Activity Picks Up Pace in October,"Activity in China’s service sector expanded at a faster pace in October, a private gauge showed Friday, in contrast with official data showing a slower pace of growth.",20171102
3,Asia,U.S. Bombers Buzz North Korea,"Two U.S. B-1B bombers flew near North Korea, provoking anger from Pyongyang ahead of President Donald Trump’s closely watched trip to Asia.",20171102
4,Markets,HNA Group’s Borrowing Costs Jump in Latest Short-Term Bond Sale,"Acquisitive Chinese conglomerate HNA Group tapped the short-term debt markets for the second time in a week, as a unit of the company offered on Thursday to pay sharply higher interest rates to woo investors.",20171102
5,Analysis,Who Is the Next Michael Milken? A Review of the New Play ‘Junk’,The irony of the new play “Junk” is that larger-than-life Wall Street characters from the 1980s now feel so puny next to the events and exigencies of our own era.,20171102
6,Markets,Cash-Strapped Venezuela Seeks to Restructure Debt,"Venezuelan President Nicolás Maduro said the cash-strapped South American country will seek to restructure its debt, raising the prospect of a showdown with bondholders that could be complicated by U.S. sanctions on key members of the Venezuelan administration.",20171102
7,Tax Report,Winners and Losers of Republican Tax Plan,The heirs of wealthy people and business owners in low-tax states are among those most likely to benefit from the tax overhaul proposed by Republicans in the House of Representatives.,20171102
8,Opinion,‘Junk’ Review: Bankrupting Entertainment,Ayad Akhtar offers a parable of capitalism and its discontents whose villain-in-chief is a junk-bond salesman.,20171102
9,Politics,Republicans Won’t Include DACA in Year-End Spending Bill,Senate Republicans signaled they are in no hurry ahead of a March deadline to pass legislation giving legal protections to young immigrants brought to the U.S. illegally as children.,20171102
10,WSJ Logistics Report,North America Heavy-Duty Commercial Truck Orders Soar,"Orders for heavy-duty commercial trucks in North America soared in October, reaching the highest level in nearly three years as carriers riding a strong freight market stepped up plans to upgrade or expand their fleets.",20171102
11,Media & Marketing,DNAinfo and Gothamist Websites Abruptly Shut Down,"A suite of local news websites, including one launched by TD Ameritrade founder Joe Ricketts, abruptly shut down Thursday, a week after its New York journalists voted to unionize.",20171102
12,REVIEW & OUTLOOK,The Bank of England’s Rate of Change,Monetary policy is distorting politics as much as investment.,20171102
13,Review & Outlook,Half a Tax Reform,A pro-growth business plan but no growth on the individual side.,20171102
14,Review & Outlook,Mnuchin Gets His Man,The Senate needs to do some vetting of Fed nominee Powell.,20171102
15,Business,Unilever Looks to Move Beyond Black Tea With Tazo Buy,Unilever’s $384 million deal to buy Tazo tea from Starbucks is its biggest move yet in a pivot from slower growing black tea toward higher-growth brands it hopes will help it foster more discerning—and more profitable—tea drinkers.,20171102
16,Autos Industry,"U.S. Expands Union Probe to Ford, GM",General Motors and Ford Motor said they are cooperating with a Justice Department probe of job-training programs set up jointly with the industry’s biggest autoworker union.,20171102
17,Business,Re/Max Investigates Allegations Involving CEOs,The real-estate brokerage franchiser is looking into allegations of financial dealings between senior executives and other conduct that could violate internal rules.,20171102
18,New York,Concrete Barriers to Be Installed Along Hudson River Greenway,Concrete barriers are being deployed along the Hudson River Greenway in Manhattan where a truck killed eight people and injured 12 in a terrorist attack this week.,20171102
19,Heard on the Street,Apple Calls Up Its Supporting Cast,"Mac, iPad and services deliver strong sales while the iPhone cycle gets stretched.",20171102
20,Earnings,"Starbucks Lowers Long-Term Target, Selling Tazo to Unilever","Starbucks Corp. offered a muted outlook for future sales and profit, setting what it says are more realistic targets in a tough environment for restaurants and coffee shops.",20171102
21,Business,Study Raises Questions About Stents in Some Heart Patients,"The study questioned benefits of a relatively common procedure for heart patients, the little devices used to prop open clogged arteries to relieve chest pain.",20171102
22,Business,"Altria, Anticipating FDA Rule, Is Developing Reduced-Nicotine Cigarettes",Altria Group has developed ways of producing reduced-nicotine cigarettes as the Marlboro maker attempts to get ahead of potential federal requirements for tobacco companies to change their products.,20171102
23,U.S.,Americans on Pace for Record Year in Renouncing Citizenship,"The U.S. is on pace to see a record number of Americans shed their citizenship for the fifth year in a row, as the Internal Revenue Service expands its reach overseas.",20171102
24,Latin America,"Residents in Rosario, Argentina, Pay Tribute to Victims of New York Attack","Tuesday’s attack in New York that claimed the lives of five residents from Rosario, Argentina, rippled through the city of 1.2 million, where many say it feels like a small town given the overlapping network of families and friends.",20171102
25,Tri-State Area,"Phil Murphy Reported $4.6 Million in Income Last Year, Paid 32% in Taxes","Less than a week before New Jersey voters go to the polls to select their next governor, Democratic nominee Phil Murphy released a federal tax return document showing reported adjusted gross income of more than $4.6 million last year.",20171102
26,Opinion,Prepare Yourself for Jihad 3.0,Radical Islamic terrorists will revive their movement. The U.S. needs to focus on defeating the ideology.,20171102
27,Opinion,"Once a Rising Star, Flint’s Mayor Faces a Recall",Local residents came to a town hall to complain about tainted water. Six of them ended up in jail.,20171102
28,Opinion,A Deceptive New Report on Climate,"True, the U.S. has had more heat waves in recent years—but no more than  a century ago.",20171102
29,Opinion,William Coleman’s Legacy,To describe Bill simply as a lawyer and public servant would be misleading.,20171102
30,POTOMAC WATCH,A Tale of Two Republicans,Ed Gillespie takes a far more constructive approach to Trump than Jeff Flake does.,20171102
31,Bookshelf,Review: Disturber of the Peace,"Anne Royall’s sharp tongue, shabby demeanor, fearless attitude and venomous pen set her apart from the “respectable” women of her day. Melanie Kirkpatrick reviews “The Trials of a Scold” by Jeff Biggers.",20171102
32,Markets,Elliott Management Enlists UBS in NXP Campaign,"Elliott Management has enlisted investment bank UBS for help in its effort to secure a higher price in Qualcomm’s planned purchase of NXP Semiconductors or bring in a new bidder, according to people familiar with the matter.",20171102
33,Opinion,The Pentagon’s Vital African Mission,The worst scenario is failed states where terror can take root.,20171102
34,Opinion,Will India Join the Quad?,It’s time for India to shed its misgivings about drawing Australia into a closer partnership with the U.S. and Japan.,20171102
35,DECLARATIONS,Finding Relief on the Streets and at the Office,Terrorists are much weaker than we feared in 2001. And sexual harassers are suddenly more vulnerable.,20171102
36,Politics,Business Splits on Tax-Reform Proposal,"The House Republican tax-reform proposal divided the business community, with small enterprises, housing advocates and higher education opposing the plan while manufacturers and chief executives came out in favor.",20171102
37,NFL,NFL Lines Up Against Stadium Provision in Tax Plan,"In a season filled with political clashes, the league is now preparing to oppose the proposed removal of a tax break for stadium construction",20171102
38,Politics,Closing Arguments Begin in Menendez Corruption Case,"In closing arguments Thursday in the corruption trial of U.S. Sen Bob Menendez, a defense lawyer accused prosecutors of lying to jury members to secure a conviction.",20171102
39,World,CIA’s Bin Laden Files Shed New Light on Qaeda-Iran Ties,"A newly released trove of documents the U.S. found in the compound where Osama bin Laden was killed provides new insights into al Qaeda’s relationship with Iran, suggesting a pragmatic alliance that emerged out of shared hatred of the U.S. and Saudi Arabia.",20171102
40,Earnings,Streaming Services Help Fuel Growth at CBS,Affiliate and subscription revenue overtook advertising sales as the biggest money-maker for CBS Corp. in the most recent quarter as the once-traditional broadcaster as ramps up its streaming offerings.,20171102
41,Europe,Spanish Prosecutor Seeks Arrest of Ousted Catalan Leader,"A prosecutor asked a Spanish court on Thursday to issue an arrest warrant for Carles Puigdemont, the leader of Catalonia’s secessionist movement who fled to Belgium to escape authorities in Spain.",20171102
42,Business,"T-Mobile, Sprint Working to Salvage Merger","T-Mobile has restarted merger talks with Sprint, and the two telecom firms could reach a deal within weeks unless they fail to agree on terms.",20171102
43,CFO Journal,Proposal Aims to End Tax Break Linked to CEOs’ Performance-Based Pay,"The House plan would eliminate a Clinton-era tax break allows companies to make deductions in excess of $1 million for certain types of executive compensation, most notably performance-based pay.",20171102
44,Pro Bankruptcy Bankruptcy,Gawker Adviser to Market Potential Claims Against Peter Thiel,"The adviser in charge of liquidating Gawker Media LLC is putting up for sale potential legal claims the former blog publisher may have against Peter Thiel, the billionaire venture capitalist who secretly financed litigation that drove the company into bankruptcy.",20171102
45,Pro Bankruptcy Bankruptcy,Dairy Queen Franchisee Files for Bankruptcy,"The operator of the country’s second-largest Dairy Queen franchise has filed for bankruptcy citing the loss of jobs in Texas and Oklahoma, where most of its restaurants are located, after oil prices dropped.",20171102
46,Markets,U.S. Dollar Slips As Tax Overhaul Plan Is Unveiled,The dollar edged lower as investors reacted to details of the Republican plan to overhaul taxes.,20171102
47,Politics,Manafort Could Go to Trial in April,"Paul Manafort, President Trump’s former campaign chairman, may go to trial as early as April on money-laundering and conspiracy charges stemming from accusations that he and an associate failed to pay taxes on millions of dollars earned overseas.",20171102
48,Oil Markets,Oil Steadies After Fall in U.S. Inventory,Oil prices hit a two year high amid growing optimism that the oil glut is shrinking.,20171102
49,Markets,Credit Suisse Profit Jumps as Focus on the Wealthy Pays Off,"Credit Suisse reported a sharp rise in third-quarter profit on strong growth at its wealth-management division, indicating the Swiss banking giant’s strategic shift toward managing wealthy clients’ money is paying off.",20171102
50,Pro Bankruptcy Bankruptcy,Georgia-Pacific’s Bestwall Seeks Bankruptcy Protection,"Bestwall, an affiliate of Georgia-Pacific, has sought bankruptcy protection after years of asbestos-related costs have piled up.",20171102
51,Slideshow,Photos of the Day: Nov. 2,"In photos selected Thursday by Wall Street Journal editors, Pope Francis visits a cemetery in Italy, cadet students in Russia take a break, customers await Apple’s new iPhone in Moscow, and more",20171102
52,Business,Plan Offers Way for Companies to Bring Money to U.S.,"A lower, but mandatory, tax on offshore earnings could pave the way for U.S. companies to repatriate more than $1.3 trillion currently parked overseas.",20171102
53,Business,PG&E Pressed on Potential Liabilities From California Wildfires,PG&E Corp. had few answers Thursday as analysts pressed the utility to address its potential liability in the wildfires that killed more than 40 people in California last month.,20171102
54,Credit Markets,U.S. Government Bonds Advance as Tax Plan Details Emerge,U.S. government bonds gained as investors assessed the impact of emerging details of a Republican plan to overhaul the U.S. tax code.,20171102
55,Politics,Interior Official Urges Congress to Approve Arctic Drilling,"A Trump administration official on Thursday urged Congress to approve drilling in Alaska’s Arctic National Wildlife Refuge, saying it would boost the nation’s energy independence and help the Alaskan economy.",20171102
56,Politics,House Plan Would Eliminate Electric Vehicle’s Tax Credit,"The House GOP tax plan would eliminate the electric vehicle’s tax credit, a proposal that would effectively end thousands of dollars of built-in discounts for buyers and threaten to further damp sales.",20171102
57,Heard on the Street,AIG Needs a Refresher in Insurance Basics,Brian Duperreault’s turnaround job at American International Group will be harder and take longer than it first seemed.,20171102
58,Opinion,"Morningstar Ratings: A Guide, Not a Promise",Morningstar Analyst Ratings point investors toward a universe of funds that have a probability of better performance.,20171102
59,Opinion,What Should Be the Top Income-Tax Rate?,You ushered along the call to eliminate the deduction for state and local taxes. This will increase the effective tax rate for millions of working families that never come close to making a million dollars in a single year.,20171102
60,Letters,One Generation Subsidizes Another’s Health-Care Bill,"Hidden taxes, cost shifting and federal subsidies have totally distorted the free marketplace.",20171102
61,Opinion,E Pluribus Unum: It’s Past Time to Drop the Hyphens,We do not regard ourselves as English-Americans or Colombian-Americans but simply as four proud Americans. Period.,20171102
62,Politics,House GOP Plan Would Affect Tax Breaks for Higher Education,"The House Republicans’ tax plan would affect benefits for Americans who enroll in higher education, boosting a popular tax break, eliminating two others and repealing a deduction for student-loan interest.",20171102
63,Television Review,‘Rebecka Martinsson’ Review: A Lawyer Hunts for Justice,"When her friend is murdered, a young attorney turns detective to search for the killer.",20171102
64,Markets,"AIG Disappoints Again, Posts Wider-Than-Expected Loss",AIG swung to a $1.74 billion third-quarter loss as it absorbed one of the insurance industry’s single biggest hits from hurricanes and also boosted unrelated claims reserves.,20171102
65,Television Review,‘Alias Grace’ Review: The Accused Has Many Faces,The story of a 19th-century servant girl who killed her employer and his lover is adapted from a Margaret Atwood novel based on real events.,20171102
66,Opinion,"‘After the Blast’ Review: Below the Surface, a Man’s World",Zoe Kazan’s new play uses climate change as the occasion for a sermon-free drama about the inability of men and women to see each other plain.,20171102
67,Streetwise,What 500 Years of Protestantism Teaches Us About Capitalism’s Future,Martin Luther laid the groundwork for capitalism by ushering in the ‘age of the individual’—but what do his principles suggest about growth and the future of innovation?,20171102
68,Markets,Banks Sidestep a Big Tax-Plan Pitfall,Banks do pretty well under the tax bill unveiled Thursday: it puts them on track for big tax cuts yet lets the firms avoid some of the biggest potential downsides of the overhaul.,20171102
69,NFL,Why the Saints Are Suddenly a Force,New Orleans quarterback Drew Brees still leads a potent passing attack but it’s the Saints’ improved defense that makes the team a threat,20171102
70,Opinion,Curb Our Enthusiasm,More signs of a strengthening economy.,20171102
71,Earnings,"Newell Shares Tumble on Weak Sales, CEO Blames Retail Woes","Newell Brands Inc. blamed struggling retailers and paltry back-to-school sales for bleak quarterly results, but shares tumbled 27% as Wall Street feared larger issues.",20171102
72,Latin America,American Family Hid in Remote Amazon Jungle for Three Days After Pirate Attack,"An American couple and their two young children who were rescued after their barge was intercepted by pirates on a remote Amazon River tributary were transferred to a hospital here for treatment after hiding in the jungle for three days, police said Thursday.",20171102
73,Credit Markets,Treasury to Sell $160 Billion in Debt,"The U.S. Treasury Department will auction $160 billion in securities next week, comprising $118 billion in new debt and $42 billion in previously sold debt.",20171102
