,section,headline,summary,date
0,None,What's News: World-Wide,What's News: World-Wide.,20111001
1,Graphics,Remains of the Debt,"Take a look at the homes in Lehigh Acres, Fla., where borrowers have been sued for deficiency judgments in the first seven months of 2011 and 2010.",20111001
2,Graphics,Twitter Responses to the Virginia Quake,"A visualization of a 90-second spread of earthquake-related Tweets across North America, from the moment the earthquake hit Mineral, Va., on Aug. 23, 2011.",20111001
3,None,What's News: Business & Finance,What's News: Business & Finance,20111001
4,Politics,Obama Wants Republicans' Views on Jobs Plan,President Barack Obama used his weekly radio address to the nation to implore opposition Republicans to explain to him what parts of his jobs plan they do and don't like.,20111001
5,Photos,Kanye West's Spring/Summer Look,Rapper Kanye West showed his first collection from his label KW at Paris Fashion Week,20111001
6,Middle East,Afghanistan Quits Talks With Taliban,"Officials in Kabul said they were abandoning efforts at peace talks with the Taliban, concluding that insurgent leaders weren't serious about negotiations.",20111001
7,Asia Markets,Asian Shares Hit in September,"Asian stock markets ended their worst quarter in years with more losses, as investors remained worried about the global economy and Europe's debt woes.",20111001
8,Asia Business,China's Manufacturing Steady,"The final HSBC China Manufacturing Purchasing Managers Index, a gauge of nationwide manufacturing activity, was unchanged at 49.9 in September compared with 49.9 in August.",20111001
9,N.Y. Yankees,Rain Muddles Yankees-Tigers Pitching Lineup,Perhaps the most important ramification of the Game 1 rainout is that both Verlander and Sabathia will not be able to pitch twice in this series.,20111001
10,Credit Markets,Treasurys Book Best Quarter Since '08,"Treasurys ended an epic quarter on a high note, posting the biggest quarterly gains since the height of the 2008 financial crisis, as worries about the global economy fueled a rush into safe assets.",20111001
11,Markets,California Exits Foreclosure Talks,"California's attorney general pulled out of settlement negotiations with the nation's biggest banks over alleged foreclosure abuses, calling the proposed deal ""inadequate for California homeowners.""",20111001
12,Heard on the Street,Lost Decade Looms Over Insurers,"Roughly a decade ago, a number of Japan's life insurers failed, weakened by persistently low interest rates. Investors should be aware of the risk when assessing European and U.S. firms.",20111001
13,Asia Technology,Investors Spooked by China,"A series of alleged frauds at little-known Chinese companies listed in the U.S. has triggered a shift in sentiment among investors, who are now dumping even the darlings of the Chinese Internet.",20111001
14,Ideas Calendar,Ideas Calendar: Oct. 1-7,Michael Ondaatje and Anne Enright speak at New York's 92nd Street Y; the Seattle symposium Open Questions in Neuroscience tackles just that; Toronto hosts the Greenbuild International Conference and Expo; Renée Fleming talks in San Francisco.,20111001
15,Weekend Investor,This Week,U.S. stock indexes ended their worst quarter since the financial crisis; home prices rose for a fourth consecutive month in July; and Bank of America said it will charge a $5 monthly fee to use debit cards.,20111001
16,New York Politics,Cuomo Aide Said to be 'Leading Candidate' for PA,A veteran economic-development official has emerged as a leading contender to take over the Port Authority of New York and New Jersey.,20111001
17,Business,Full Tilt Gets Offer From French Investor,Beleaguered website Full Tilt Poker said a French investor had agreed to buy the company and pay back more than $300 million owed to poker players—but only if the company resolves its legal problems.,20111001
18,Best Selling Books,"Best-Selling Books, Week Ended Sept. 25",With data from Nielsen BookScan.,20111001
19,Icons,Don't Miss: Oct. 1-7,Postwar art in Los Angeles; Ansel Adams and Lewis Baltz in Virginia.,20111001
20,Politics,Florida Scrambles Primary Calendar,Florida officials scrambled the 2012 Republican nominating calendar by officially setting Jan. 31 as the date of the state's primary. Other states immediately signaled their intent to leapfrog Florida.,20111001
21,Weekend Interview,Harold Hamm: How North Dakota Became Saudi Arabia,"Harold Hamm, the discoverer of the Bakken fields of the northern Great Plains, on America's oil future and why OPEC's days are numbered.",20111001
22,New York Politics,"'It Wasn't a Bluff,' Cuomo Asserts",Gov. Andrew Cuomo's showdown with the state's second-largest public employees union this week has provided the most telling test yet of his effort to force labor concessions in the nation's most-unionized state.,20111001
23,Opinion,Photo-Op: Animal House,"For fans the pleasure of ""The Art of Walt Disney"" is to skim the storyboards and read the stories behind favorite scenes—and to discover the theatrical shorts that made Mickey, Minnie and Donald Duck into household names.",20111001
24,Heard on the Street,Through Thick and Thin,None,20111001
25,The Count,"The Mighty Phillies: All Pitch, No Hit","As the National League Division Series begins, the St. Louis Cardinals shouldn't be too scared of the favored Philadelphia Phillies.",20111001
