,section,headline,summary,date
0,Africa,Terrorists Claim Deadly Attack on Kenya Hotel Complex,"Somali extremist group al-Shabaab claimed responsibility for a deadly attack and siege at an upscale hotel and office complex here popular with tourists, business travelers and local elites.",20190115
1,NewsPlus,Copper Overcomes Stronger Dollar to Post Gains,Base metals futures climbed as reports of Chinese fiscal stimulus soothed jitters about the nation’s economy.,20190115
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Jan. 16, 2019",20190115
3,Politics,Jerome Corsi Says Mueller Subpoenas Stepson,"The conservative author said prosecutors looking into Russian election interference have ordered his stepson, Andrew Stettner, to appear before a grand jury. The investigation is focusing on Mr. Corsi’s links to Trump adviser Roger Stone and WikiLeaks.",20190115
4,Opinion,A Dog Man Learns That Cat Lives Matter,A fateful realization in the wee hours at the animal hospital.,20190115
5,U.S.,"Purdue Pharma Family Influenced Opioid Marketing, Lawsuit Says",Internal emails emerged Tuesday in an amended complaint that showed Sackler family members may have participated in the aggressive marketing of opioids.,20190115
6,Earnings,Delta Expects Shutdown to Hurt Revenue,Delta Air Lines forecast sluggish revenue growth early this year in part because of lost business during the federal government shutdown.,20190115
7,Markets,Meketa and Pension Consulting Alliance to Merge,"Boston investment advisory firm Meketa Investment Group is merging with Pension Consulting Alliance, a Portland, Ore., boutique consultant.",20190115
8,U.S.,"‘El Chapo’ Bribed Former Mexican President, Former Drug Trafficker Tells Court",An alleged top drug-trafficker for Joaquín “El Chapo” Guzmán testified in federal court the infamous Mexican drug lord paid a $100 million bribe in October 2012 to Mexico’s then-President-elect Enrique Peña Nieto.,20190115
9,China,"China’s Confidence Rises in Its Military, U.S. Says","China’s military ambitions have given its leaders growing confidence about their capabilities, according to a new U.S. assessment that warns that Beijing may believe it can wage a regional conflict while maintaining its expanded global presence.",20190115
10,Transit,MTA Board Members Grill Consultants About Revised L Train Plan,"Metropolitan Transportation Authority board members questioned contractors and engineers working on the L train tunnel project about last-minute changes that took riders, the city, and many board members by surprise.",20190115
11,Tri-State Area,Murphy Takes Aim at Tax Incentives,The New Jersey governor used his first state of the state address to slam a business incentive program that he said needed oversight. He also urged lawmakers to raise the minimum wage and legalize recreational marijuana.,20190115
12,Review & Outlook,Accountability for Brexit,A defeat for Theresa May leaves Parliament in charge.,20190115
13,Opinion,Barr for the Presidency,Some lessons for the left and right on constitutional guardrails.,20190115
14,Review & Outlook,Visions of a 70% Tax Rate,The new socialists need a refresher course in government math.,20190115
15,Review & Outlook,A Major EU Tax Flub,Brussels deploys the steamroller against states with low rates.,20190115
16,Business,Takeover Bid Interrupts Gannett’s Quest For Gizmodo,"Gannett has been pursuing a purchase of digital publisher Gizmodo Media Group, an effort that could be complicated by the takeover approach the USA Today owner received this week from a hedge fund-backed rival.",20190115
17,Bookshelf,‘Science and the Good’ Review: The Anatomy of Morality,The new “moral scientists” address ethics solely through empirical methods and try to put moral claims on a secure scientiﬁc footing. Julian Baggini reviews “Science and the Good” by James Davison Hunter and Paul Nedelisky.,20190115
18,U.K.,U.K. Parliament Roundly Rejects May’s Brexit Plan,"The outcome prompted the head of the opposition to call for a vote on U.K. Prime Minister Theresa May’s leadership, as uncertainty deepens around the U.K.’s exit from the EU in just over two months.",20190115
19,Politics & Ideas,Trump’s Pinned to a Wall Few Americans Want,A grand immigration deal may be his only way to end the crisis and deliver to his base.,20190115
20,Business World,California Burns for Better Leaders,Perverse housing incentives block urban high rises and set the woods on fire.,20190115
21,Upward Mobility,Think College Is Expensive? Wait Until It’s Free,Higher-education costs have risen every time student aid has been made more generous.,20190115
22,Opinion,The Justices Hear a Case of Liquor,Tennessee gives the court a chance to revive the long-dormant Privileges or Immunities Clause.,20190115
23,Opinion,Trump’s Successful Pivot to Asia,America’s regional allies are relieved to learn that the U.S. isn’t going anywhere—for now.,20190115
24,Opinion,"Here’s How You Make a Deal, Mr. President",Free advice from one businessman-turned-politician to another.,20190115
25,Markets,Big Banks Find Sweet Spot,"Higher interest rates helped results for big banks in the fourth quarter, as earnings improved at JPMorgan and Wells Fargo profit-per-share rose more than analysts expected.",20190115
26,Best of the Web,Are Gillette’s Customers More Toxic than its Management?,Procter & Gamble instructs shavers to improve their morality.,20190115
27,Foreign Exchange,"Dollar Rises After Weak German Data, Brexit Deal Defeat",The dollar strengthened Tuesday after new data showed that Germany’s economy slowed sharply last year and as the British parliament soundly rejected a proposed Brexit deal.,20190115
28,Commodities,Gold Prices Lower as Dollar Strengthens,"Gold prices fell Tuesday, pushed down by a stronger dollar.",20190115
29,Markets,Activist Investor Jana to Close Two Underperforming Hedge Funds,The shutdowns reinforce the larger struggles facing hedge funds that specialize in making bets for or against stocks.,20190115
30,World,Turkey to Seek Extradition of NBA Player as Feud Escalates,"Turkey said it would seek the extradition of a prominent NBA player, part of a global hunt President Recep Tayyip Erdogan has launched to capture supporters of a Pennsylvania-based cleric he accuses of fomenting the 2016 coup that nearly swept him from power.",20190115
31,U.S.,Jesuit Order Releases Names of Priests Accused of Sex Abuse,"Saying they hoped to help heal pain and anger, leaders of the Jesuits in New York and New England released a list of 50 clergy who had credible allegations of abuse of a minor made against them since 1950.",20190115
32,Business,Apollo Nears Deal to Buy Arconic for More Than $10 Billion,"Apollo Global is nearing a deal to buy Arconic for more than $10 billion, ending months of negotiation over what would be one of the largest leveraged buyouts in recent years.",20190115
33,Logistics Report,Shippers Worry They Will Face Increasing Delays as Shutdown Drags On,"Shippers and freight-handlers say U.S. agencies that oversee the flow of goods are starting to cut back services and working hours, raising concerns that delays will spread across supply chains if the partial government shutdown continues much longer.",20190115
34,Markets,Fed’s Dovish Shift Buoys Markets in 2019’s First Weeks,"A broad range of asset classes is starting the year in the green, surprising investors bruised by last year’s declines in stocks, bonds and commodities.",20190115
35,Artificial Intelligence,"As Auto Industry Faces Earnings Pressure, AI Offers Promise of Savings",Auto makers are planning to ramp up the use of artificial intelligence across the production process as they seek ways to eke out efficiencies and cut costs.,20190115
36,Tech,NBA Inks Billion-Dollar Deal With Maker of 2K Videogame,Videogame maker Take-Two Interactive Software will pay the National Basketball Association and its players’ union up to $1.1 billion over seven years.,20190115
37,Commodities,Oil Rebounds on Chinese Stimulus,Oil prices settled higher after Chinese officials said they would step up efforts to spur economic growth amid a slowdown.,20190115
38,Health,Walmart Could Leave CVS Caremark Pharmacy Networks Amid Dispute,"CVS Health is battling Walmart over the cost of filling prescriptions, a clash that could result in a split between the retail behemoth and the health-care giant.",20190115
