,section,headline,summary,date
0,Business,Corrections & Amplifications,Corrections & Amplifications,20110316
1,Business,Corrections & Amplifications,Corrections & Amplifications,20110316
2,Markets,"Advantest, Online Resources: Biggest Price Decliners (ATE, ORCC)",Markets Data Center: Biggest Price Decliners.,20110316
3,Graphic,Reactor Monitor,"Keep track of reactor incidents at the Fukushima Daiichi nuclear plant 170 miles northeast of Tokyo, which was damaged by the massive earthquake and tsunami on March 11.",20110316
4,Opinion,Pepper...and Salt,Pepper...and Salt,20110316
5,None,What's News: Business & Finance,"What's News: Business & Finance: Top Stories for March 16, 2011",20110316
6,Opinion,CORRECTION,"L.J. Smith suffered a concussion while playing for the Philadelphia Eagles in 2008. The photo caption accompanying a March 9 Leisure & Arts story, ""The NFL's Standardized Concussion Tests,"" stated that Mr. Smith suffered the concussion in 2009, information provided by the Associated Press when it sent the image.",20110316
7,New York Sports,"Rangers 6, Islanders 3","Defenseman Bryan McCabe had a goal and an assist, and the Rangers scored three times on a potent power play to win the latest New York-New York matchup over the Islanders on Tuesday night.",20110316
8,New York Sports,"Devils 4, Thrashers 2",Rookie Jacob Josefson scored early in the third period as the Devils improved to 23-3-2 in their last 28 games and moved past the .500 mark for the first time this season.,20110316
9,Autos,Mahindra Mulls Assembling SUVs In India,Mahindra & Mahindra is still studying the possibility of assembling two sports utility vehicle models of South Korea's Ssangyong Motor in India in the next financial year through March 2012.,20110316
10,Politics,Bowles Predicts Support for Deficit Deal,"Democrat Erskine Bowles predicted that 35 to 40 additional senators would back a deficit reduction plan being drafted by a group of lawmakers known as the ""Gang of Six.""",20110316
11,Autos,Japan Car Makers Extend Shutdowns,Major Japanese auto makers extended halts on domestic output into next week but some auto factories began starting back up after last week's earthquake.,20110316
12,Photos,Menswear Loosens Up,"After years of showing snug, close-cut clothing for men, some designers such as Calvin Klein Collection, Comme des Garçons and Louis Vuitton put fuller, wider cuts on their runways this spring, featuring baggy pleated pants and voluminous, flowing shirts and coats.",20110316
13,Asia,Helicopters Drop Water On Stricken Plant,"In the latest attempt to cool down reactors at the Fukushima Daiichi nuclear power plant, helicopters from Japan's Self-Defense Force started dropping ocean water on top of the overheated units.",20110316
14,Business,Europe Airline Regulators Don't Adopt a U.S. Rule,European aviation regulators said they won't adopt recent U.S. antiterrorist rules mandating that aircraft carriers disable or remove oxygen generators in plane bathrooms.,20110316
15,Media & Marketing,Time Warner Cable's iPad App Scores,"Time Warner Cable's new iPad app—which allows iPad users to watch live TV—has met with heavy consumer demand, but the launch also has been beset by complaints from major programmers and technical issues.",20110316
16,Sports,Marathoners Run U.S. Races in Record Totals,"For the first time ever, the number of runners crossing the finish line annually in U.S. marathons passed the half-million mark in 2010.",20110316
17,Economy,Producer Prices Jump,"U.S. producer prices surged last month on the back of higher energy and food prices, but underlying prices increased only moderately. Separately, home construction tumbled.",20110316
18,Business,St. Jude Medical CEO Detained in Indian Airport,St. Jude Medical CEO Daniel Starks was detained in India after a single ammunition shell was found while he traveled through the New Delhi airport.,20110316
19,Markets,Moody's: LBO Debt Exchanges Won't Help Long Term,"A study by Moody's Investors Service, pointing to buyouts like those of Clear Channel and Harrah's Entertainment, says debt restructurings of private-equity shops' portfolio companies made only a small dent in overall debt loads.",20110316
20,Markets,"Blackstone, Square Mile to Buy Hotel Mortgages From FDIC",A venture of private-equity firms Blackstone Group and Square Mile Capital has agreed to buy from the Federal Deposit Insurance Corp. a $385 million bundle of mortgages tied to 45 hotels.,20110316
21,U.S.,Another Suit Challenges Wisconsin Bill's Passage,"Democratic officials in Wisconsin have filed a second legal challenge to the legislative process that facilitated the passage of Gov. Scott Walker's ""budget repair bill.""",20110316
22,Asia,Two Dogs Defy the Wave,"The Kikuchi family in Arahama, Miyagi prefecture, assumed the tsunami had carried away their two dogs, Towa and Melody.  But the dogs had other ideas.",20110316
23,Photos,Good Beer,"At Good Beer, a craft beer shop in the East Village, patrons can pick up a six-pack or sample a selection of rotating brews on tap.",20110316
24,Photos,A Masquerade for Venice,"Ralph Gardner joined supporters of Save Venice, an organization known for restoring art and architecture in the Italian city, for a formal costume gala. Here's a look inside.",20110316
25,Markets,Ally to File for IPO in 2nd Quarter,"Auto lender Ally Financial is set to file its IPO documents with regulators in the second quarter, paving the way for completion of the deal later this year and beginning the government's road toward recouping its rescue funds.",20110316
26,Commercial Real Estate,Caruso Snags Nordstrom From GGP in Glendale Mall Battle,Developer Rick Caruso has struck the latest blow in the continuing battle between his Americana at Brand mall and General Growth Properties' Glendale Galleria in California.,20110316
27,Europe,EU Official's Warning Toned Down,"The European Union's energy chief said catastrophic events in Japan can't be excluded in the  hours ahead, but his spokeswoman later said the commissioner didn't have any privileged information and that his remarks were aimed at describing how he personally sees the situation in the country.",20110316
28,Japan News,Plant's Design Under Scrutiny,"The design and safety record of the damaged power plant at the center of Japan's nuclear crisis are coming under scrutiny, even as authorities continue to struggle to keep its overheating reactors under control.",20110316
29,Markets,"Calpers, Defying Its Actuary, to Keep Return Estimate at 7.75%","Calpers, the largest public pension fund in the U.S., decided on Wednesday to maintain its annual assumed rate of return on investments despite a recommendation by its actuary to switch to a lower rate.",20110316
30,Business,Crisis Puts Spotlight on U.S. Reactors,"Japan's nuclear crisis is drawing attention to aging U.S. reactors, especially the 23 most similar to reactors at the Japanese plant where workers are racing to avoid a full-scale meltdown.",20110316
31,Business,Canada Finance Minister Won't Attend Currency Seminar in China,"Canadian Finance Minister Jim Flaherty won't be among the high-level participants at a currency seminar in China at the end of the month, amid speculation the government could fall as a result of next week's budget.",20110316
32,Japan News,Radiation Not Expected on West Coast,"Officials in California, Oregon and Washington state said that radiation from Japanese nuclear reactors isn't expected to reach their shores.",20110316
33,Commercial Real Estate,Tishman Buys Office Building in D.C. Suburb,"Tishman Speyer Properties has made a pricey bet on a hot Washington, D.C., suburb in the latest sign that the international landlord is back in acquisition mode.",20110316
34,Mutual Funds,"Battered, Japan Fund Managers Stay the Course","As the grim events unfold overseas, managers of Japan-centered mutual funds are grappling with tough decisions.",20110316
35,U.S.,Antibiotics on Hogs Raise Concerns,"Hog farmers are overusing antibiotics on their herds and that may be creating antibiotic-resistant bacteria that pose a threat to human health, a USDA official told lawmakers.",20110316
36,Markets,VIX Now Up 46% This Week,"The stock market's ""fear gauge"" hit another multimonth high Wednesday, as the Japanese nuclear crisis continues to grip investors.",20110316
37,Markets,New York Attorney General Taps New Wall Street Sleuth,New York Attorney General Eric T. Schneiderman has appointed Marc B. Minor as the new top investigator to steer the unit that probes Wall Street and other financial firms.,20110316
38,Business,Chevron Appeals to Proceed in Ecuador,"The Ecuadorian Provincial Court of Sucumbios has accepted appeals, by both Chevron and the Ecuadorian plaintiffs, to the multibillion-dollar judgment against the U.S. company.",20110316
39,Markets,"International Business Machines, iShares iBoxx Invest Grade Corp Bond: Money Flow Leaders (IBM, LQD)",Markets Data Center: Money Flow Leaders.,20110316
40,Business,SEC Charges Three Businessmen With Fraud,The Securities and Exchange Commission charged three Fair Finance Co. senior executives with allegedly diverting $230 million of investor funds to themselves.,20110316
41,Markets,"Kid Brands, First Federal Bancshares of Arkansas: Biggest Price Gainers (KID, FFBH)",Markets Data Center: Biggest Price Gainers.,20110316
42,Middle East,Abbas Offers Hamas an Olive Branch,Palestinian President Mahmoud Abbas offered to visit the Hamas-ruled Gaza Strip for the first time in four years in a bid to help reunite the rival Palestinian governments.,20110316
43,Deals & Deal Makers,CFR Likely Chile's First 2011 IPO,"CFR plans to float about 25% of its equity on the Chilean exchange soon, raising $400 million.",20110316
44,Photos,Tensions Rise in Bahrain,"Security forces carried out a violent crackdown against protesters in Manama, Bahrain, Wednesday, and imposed a curfew across much of the city.",20110316
45,Deals & Deal Makers,Largardere Delays IPO of Stake in Canal Plus France,French media company Lagardere postponed the IPO of its 20% stake in pay-TV company Canal Plus France due to the market volatility following the Japanese earthquake.,20110316
46,Markets,France Calls for Meetings on Crisis,France called for a G-7 meeting of finance ministers to assess the consequences of the Japanese crisis on markets and a G-20 meeting of energy and economy ministers to foster international cooperation on energy.,20110316
47,Japan News,U.S. Official: 'Partial Meltdown' at Plant,"U.S. Energy Secretary Steven Chu said he believes a ""partial meltdown"" occurred at the Japanese nuclear-power plant rocked by explosions, malfunctions and radiation leaks following a 9.0-magnitude earthquake.",20110316
48,Japan News,U.S. Forces Kept 50 Miles From Plant,The Pentagon said it's ordering U.S. military personnel to stay at least 50 miles from a stricken Japanese nuclear plant to avoid exposure to radiation leaking from the facility.,20110316
49,Photos,Photos of the Day,"In today's pictures, India celebrates spring, violence escalates in Bahrain, a Russian cosmonaut returns from space and more.",20110316
50,Autos,Chrysler Sues Over Marketing Slogan,"A slogan battle is on in Detroit, where Chrysler Group filed suit late Tuesday seeking to stop a local business from selling clothing branded with the words: ""Imported From Detroit.""",20110316
51,Opinion,"Jenkins: The Future of Nukes, and of Japan","When all is said and done, nuclear power plants will not top Japan's list of worries.",20110316
52,Heard on the Street,Renault Finds It Tough at the Top,"If it were just a question of justice for three wrongly accused Renault employees, then the top executives at the French car maker would have quit. But the scandal comes at a critical juncture.",20110316
53,Markets,Yen Surges vs. Dollar,"The yen surged to its highest level against the dollar in nearly 16 years, as Japan's continuing nuclear crisis prompted more yen demand by Japanese firms sending money back home.",20110316
54,Europe Markets,Europe's Markets Shed Gains,Stock markets dropped sharply in Europe as renewed worries over Japan's nuclear crisis and a downgrade of Portugal's credit rating soured investors' mood..,20110316
55,Commodities,Gold Ends Higher As Investors Return,"Comex gold futures ended in positive territory but below $1,400 as a relief rally was tempered by weak equities markets.",20110316
56,Business,"Saudi Aramco, Sinopec Set Pact on Refinery","State giant Saudi Arabian Oil Co., or Aramco, signed a memorandum of understanding with China Petrochemical Corp., or Sinopec Group, to develop the 400,000-barrel-a-day Yanbu refinery on the Red Sea coast.",20110316
57,Business,French Firms Send  Nuclear-Crisis Aid to Japan,State-controlled EDF and Areva of France have sent nuclear-assistance equipment to Japan to help with a quake-related nuclear crisis at Tokyo Electric's Fukushima nuclear plant.,20110316
58,Markets,Freddie's Ex-CEO May Face Action,The former CEO of Freddie Mac has received notice that he may face civil action from the SEC as part of its continuing probe of whether the firm properly disclosed its exposure to subprime loans.,20110316
