,section,headline,summary,date
0,Jason Gay,How to Have Lunch With Warren Buffett,It costs at least $4.5 million in a charity auction. But that probably includes onion rings.,20190531
1,U.S.,Virginia Beach Shooting Leaves at Least 12 Dead,"A longtime city employee of Virginia Beach, Va., killed at least 12 and injured at least four others after opening fire inside a municipal building in the city. Law-enforcement officials said the shooter, who died in the incident, intended to exact revenge.",20190531
2,Slideshow,At Least 12 Killed in Virginia Beach Shooting,"A longtime city employee who had been terminated entered a municipal building in Virginia Beach, Va., Friday to exact revenge, law-enforcement officials said.",20190531
3,Corrections,Corrections & Amplifications,"Corrections & Amplifications for edition of June 1-2, 2019",20190531
4,U.S.,Accountant in College-Admissions Scheme Reaches Plea Deal,"A lieutenant of William “Rick” Singer, the mastermind of the national college-admissions scheme, will plead guilty for his role in the operation and become a cooperating witness.",20190531
5,Politics,Economist Arthur Laffer to Receive Presidential Medal of Freedom,"President Trump will award the Presidential Medal of Freedom to economist Arthur Laffer, one of the founding theorists of supply-side economics, the White House said.",20190531
6,Review & Outlook,Democrats for the Electoral College,Nevada’s Governor says the current system is good for his state.,20190531
7,Politics,Voice Mail Shows Trump Lawyer Seeking Flynn’s Help,The government released the full transcript of a November 2017 voice mail urging an attorney for onetime national security adviser Mike Flynn to share with the president’s legal team any information that would implicate Mr. Trump.,20190531
8,Review & Outlook,Tariff Man Unchained,Trump hits Mexico on trade to solve a U.S. immigration mess.,20190531
9,Pro Bankruptcy Bankruptcy,Owner of Beverly Hills ‘Mountain’ Files for Bankruptcy,"Secured Capital Partners LLC, the current titleholder of 157 acres of undeveloped Beverly Hills real estate, once listed for $1 billion, files for chapter 11 to halt foreclosure.",20190531
10,CFO Journal,Nitrogen Fertilizer Maker CF Industries Names New CFO,"The new finance chief of CF Industries, whose nitrogen is used to fertilize farmland across the Americas, will need to guide the company through a turbulent period for U.S. agriculture.",20190531
11,Review & Outlook,A Flat Tax for Italy,Salvini braces for a fiscal showdown with Brussels.,20190531
12,Cross Country,A Flood of Regulations Threatens to Leave California Dry,Dianne Feinstein has spent 20 years trying to stop a groundwater bank in the Mojave Desert.,20190531
13,Opinion,The Sun Never Sets on the Cricket Commonwealth,"Billions will watch this World Cup—but not in the U.S., China, Russia or Continental Europe.",20190531
14,Business World,Boeing vs. Pilots?,It’s not about shifting the blame. It’s about understanding human limits in the cockpit.,20190531
15,U.S. Economy,Trump’s Mexico Tariffs Could Hit Americans at Pump,"President Trump’s proposed tariffs on Mexico could wreak havoc on the U.S. refining industry, potentially raising prices at the gas pump for American consumers just as the summer driving season begins.",20190531
16,Foreign Exchange,Mexican Peso Tumbles Against the Dollar,"Investors dumped the Mexican peso and piled into haven assets Friday, as President Trump’s threat to impose tariffs on Mexico rattled global markets.",20190531
17,U.S.,FDA Considers Safety of Food Infused With Cannabis Extract,"The Food and Drug Administration held its first hearing on the safety and marketing of chemicals from the cannabis plant, with food makers and others in industry urging the agency to approve the ingredient CBD and academics raising safety concerns.",20190531
18,CIO Journal,"In a White House Summit on Quantum Technology, Experts Map Next Steps",Academics and government officials met on the White House grounds to discuss the urgent need to collaborate to advance the country’s prowess in quantum information science.,20190531
19,Health,J&J Hit With $300 Million in Punitive Damages in Talc Case,A New York state court jury ordered Johnson & Johnson to pay $300 million in punitive damages to a woman who claimed her use of the company’s talc powder caused an asbestos-linked cancer. J&J said it would appeal.,20190531
20,Politics,Schiff Slams Barr’s Review of Origins of Russia Probe,House Intelligence panel Chairman Adam Schiff slammed the Justice Department review of the origins of the Russia probeas a politically charged effort to cast doubt on special counsel Robert Mueller’s findings.,20190531
