,section,headline,summary,date
0,Business,Corrections & Amplifications,Corrections & Amplifications,20110517
1,WSJ PDF Document,2010 Financial Restatements: A Ten Year Comparison,"After three years of decline, financial restatements experienced an uptick in quantity in 2010, largely due to non-accelerated filers, but the severity of these restatements remained low.",20110517
2,None,Pepper...and Salt,Pepper...and Salt,20110517
3,WSJ Flash Interactive,Heading for the Exits,"See a list of more than 80 bankers that have left UBS since 2006, and where they've gone.",20110517
4,WSJ Flash Interactive,Postnatal Depression Screening Test,"Take the Edinburgh Postnatal Depression Scale, which was developed to screen postpartum women for depression.",20110517
5,Decos and Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of May 17, 2011",20110517
6,Credit Markets,Treasury to Sell $33 Billion,The offerings include $28 billion in four-week bills.,20110517
7,None,What's News: Business & Finance,"What's News: Business & Finance Top Stories for May 17, 2011",20110517
8,US Page One,What's News: World-Wide,"What's News: World-Wide Top Stories for May 17, 2011",20110517
9,Economy,Geithner Wants Debt Ceiling Vote by July,"Treasury Secretary Geithner said he wanted a vote to raise the debt ceiling ""done and clean"" by July, weeks before the government could potentially default on its debts on Aug. 2.",20110517
10,Business,Vodafone Hints at Small Indian IPO,Vodafone Group executives hinted that the mobile giant could sell some of its Indian business in an initial public offering to ensure it complies with local foreign direct-investment rules.,20110517
11,Opinion,"Sadanand Dhume: Pakistan, Victim of Terrorism?","To sustain the war on terror in this country, the rest of the world should bolster Islamabad's storyline.",20110517
12,Economy,U.K. Inflation at 4.5%,"U.K. inflation accelerated to 4.5% in the year to April, official statistics showed, boosted by a jump in travel costs as Britons headed abroad during the Easter holidays.",20110517
13,Today's Markets,U.S. Stocks Fall,The Dow industrials ended down 68.79 after falling much more steeply early in the trading day following Hewlett Packard's negative outlook and downbeat economic data.,20110517
14,Markets,Markets Fall as Manufacturing Report Fuels Worries,Markets turned lower as investors spooked by weak U.S. economic data ditched assets that have value tied to a robust recovery.,20110517
15,Economy,Geithner: IMF Needs Plan for Leadership,"U.S. Treasury Secretary Geithner said it was important that the IMF establish a leadership plan given that its boss was currently ""not in the position"" to run the institution.",20110517
16,Business,Colombia to Start Ecopetrol Stake Sale in 2011,Colombia's finance minister said the sale of a portion of state-controlled oil company Ecopetrol to help pay for recovery from torrential rains and floods remains on track to start before year-end.,20110517
17,Business,Canada Scrambles to Contain Fires,"Firefighters in Alberta, Canada, scrambled Tuesday to contain dozens of forest fires, which have already destroyed hundreds of homes, forced the evacuation of thousands, and are now shutting down an increasing amount of the province's oil output.",20110517
18,U.S.,Massey Official Faces New Charge,U.S. prosecutors announced a third charge against the chief of security Massey's Upper Big Branch mine where an explosion killed 29 miners last year.,20110517
19,Photos,"The Gamble House, Before and After","For the past year, two sides have been warring over the grand old home of Ivory soap's inventor, James Norris Gamble, in Cincinnati.",20110517
20,Business,Schwab Investors Vote to Elect Directors Every Year,"Charles Schwab's shareholders approved an investor proposal that requires all members of the discount brokerage's board to stand for election on an annual basis, rather than staggered three-year terms.",20110517
21,Europe,Sarkozy Says Party Won't Exploit Strauss-Kahn Woes,France's President Nicolas Sarkozy urged members of his conservative ruling party not to appear to be taking advantage of the legal woes of IMF chief Dominique Strauss-Kahn.,20110517
22,Heard on the Street,Pandit's Rescue Story,None,20110517
23,Business,Chesapeake Fined $1.09 Million in Pennsylvania,"The Pennsylvania Department of Environmental Protection has fined Chesapeake Energy Corp. nearly $1.09 million for contaminating the drinking water of 16 families with natural gas, and, separately, for an explosion at a condensate storage tank.",20110517
24,Letters,Bay State On Road to Single-Payer,"Your editorial's criticism of Mitt Romney's 2006 Massachusetts health law is correct in that taxes, costs and political interference in medical decisions have all gone up while access to medical care has deteriorated (""Obama's Running Mate,"" May 12).",20110517
25,Photos,Great Homes,See other homes owned by prominent American families.,20110517
26,Business,"HSBC to Hire in Singapore, China","HSBC Holdings said that it plans to hire more than 2,000 staff in Singapore and mainland China over the next five years, as the U.K. banking giant continues its expansion in Asia, its fastest-growing region.",20110517
27,Earnings,Wal-Mart U.S. Sales Decline Further,"Wal-Mart's first-quarter profit rose 3% as international-sales strength continued to drive results, while U.S. operations struggled.",20110517
28,Markets,Citadel Eases Withdrawal Rules on Its Two Biggest Funds,"Investors in Citadel's Kensington and Wellington funds will get easier redemption terms, hedge-fund manager Ken Griffin said in an investor letter.",20110517
29,Markets,"Yen Slips, But Bulls Hold Their Ground",Investors who keep looking for the yen to fall could continue to be disappointed.,20110517
30,Commodities,Crude Ends Near 3-Month Lows,"Crude-oil futures pared losses late in the day but still ended down, near three-month lows, as the dollar reversed course. The expiration of options on some crude contracts contributed to trading volatility.",20110517
31,Commodities,Gold Falls as Funds Exit,Gold futures ended at a one-month low after several hedge funds disclosed they dumped their holdings of the precious metal in the first quarter.,20110517
32,Photos,Photos of the Day: May 17,"In today's pictures, surfers compete in Rio de Janeiro, Buddhist monks celebrate Buddha in Thailand, a woman gets wrapped up at a beauty expo in Japan and more.",20110517
33,Commodities,Natural Gas Retreats,"Natural-gas futures settled 3.2% lower after surprisingly weak data on U.S. manufacturers, who account for one-third of U.S. natural-gas demand.",20110517
34,Heard on the Street,The Mounting Cost of BP's Russian Adventure,"For BP and Rosneft, deadlines aren't necessarily dead ends. A tie-up with Rosneft may have seemed a strategic breakthrough for BP in January. But this never-ending story is trying shareholder's patience.",20110517
35,Business,Portugual's Banks Start Using Government Guarantees,"Banco Espírito Santo will float bonds backed in country's bailout, while other lenders could follow.",20110517
