,section,headline,summary,date
0,Deco Summary (Plain),See The Wall Street Journal’s Front Page,None,20150417
1,U.S.,"California Gas-Line Explosion Injures at Least 11, Closes Highway","A large gas pipeline exploded Friday in central California, closing both directions of a major highway in the region and injuring at least 11 people.",20150417
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 18, 2015.",20150417
3,New York Yankees,Alex Rodriguez Hits Two Home Runs in Yankees’ Win Over Rays,Alex Rodriguez scored two home runs in the Yankees’ 5-4 victory over the Tampa Bay Rays in Florida.,20150417
4,World,World Watch: News Digest,World Watch,20150417
5,New York Mets,Mets Top Marlins 4-1,"The Mets beat the visiting Miami Marlins 4-1, helping first place New York extend its winning streak to six-games for the first time since April 2011.",20150417
6,U.S.,Diesel Fuel Spills Into Mississippi River in Illinois After Pipeline Leak,"Diesel fuel spilled into the Mississippi River in Illinois Friday morning when a pipeline operated by Phillips 66 leaked, the company said",20150417
7,NHL,Islanders Fall to Capitals 4-3,"The Washington Capitals made a ferocious late charge to score three unanswered goals and topple the Islanders, 4-3, in a Stanley Cup playoff game at Verizon Center in Washington. The teams will play Game 3 Sunday at Nassau Coliseum.",20150417
8,Mexico,Ford to Expand Manufacturing in Mexico,"Ford Motor plans to spend $2.5 billion to expand manufacturing operations at two sites in Mexico, the latest in a wave of auto investments flowing to the U.S.’s neighbor to the south.",20150417
9,Heard on the Street,Overheard: Bristol-Myers Zigs While Market Zags,Overheard,20150417
10,Markets,Bloomberg Terminals Go Down Globally,Bloomberg’s massive computer-network outage Friday forced its terminals out of action for hours and led to major disruptions for traders around the world.,20150417
11,Schools,N.Y. Study Finds Weaker Teachers for Some Pupils,"Black and Hispanic students in New York state public schools are more likely to get weaker teachers than their white and Asian peers, according to a new state study using measures tied to test scores.",20150417
12,Schools,NYPD Reaches Out to Teens Through Music,The ‘My School Has Rhythm Not Violence’ program culminates in an ‘American Idol’-like talent show for students.,20150417
13,Europe,Officials Warn Greece Time Is Tight,"Talks over fresh emergency financing for Greece likely will take several more weeks, even though cash-needy Athens requires a deal to help it meet debt payments due in June, an International Monetary Fund official said.",20150417
14,Crime,Patz Jurors Focus on Conditions of Accused’s Confession,"Deliberations will continue Monday after jurors seek information about what led to a confession to police by the accused, Pedro Hernandez.",20150417
15,Politics,Chris Christie: A Presidential Candidate-in-Waiting,Gov. Chris Christie’s swing through New Hampshire has the New Jersey Republican taking on the appearance of a 2016 candidate.,20150417
16,Open House,"On Long Island, a ‘Little Jewel’ Called Glen Head",It’s a one-hour train ride from Penn Station and a bike ride from North Shore beaches.,20150417
17,Schools,Connecticut Governor Names Education Head,"Connecticut Gov. Dannel Malloy on Friday named Dianna Wentzell, a longtime public school teacher, as the state’s new education commissioner.",20150417
18,Tri-State Area,Greater New York Watch: News Digest,A roundup of news items from Greater New York.,20150417
