,section,headline,summary,date
0,Opinion,Pepper...and Salt,Pepper...and Salt,20120618
1,Graphics,Central Banks At A Glance,Compare by selecting countries' inflation and interest rates.,20120618
2,Graphics,Federal Reserve Stimulus And Its Impact On Markets,Track the Fed's efforts over the course of the recovery.,20120618
3,US Page One,What's News: Business & Finance,"What's News: Business & Finance Top Stories for June 18, 2012",20120618
4,Middle East,Egypt Showdown Gains Momentum,The Muslim Brotherhood appeared headed for a showdown with Egypt's ruling generals after claiming victory in the country's first freely contested presidential election.,20120618
5,U.S. News,Asians Top Immigration Class,"Asians are the fastest-growing, most educated and highest-earning population in the U.S., according to a new report.",20120618
6,Business,Credit-Card Complaints Go Online,The Consumer Financial Protection Bureau is launching on Tuesday the first part of an online database of complaints from credit-card customers.,20120618
7,Asia Business,Bangladesh Looks to Diversify,"Bangladesh expects increased textile exports to India to make up for slack demand from Europe and the U.S., the nation's finance minister said.",20120618
8,Middle East,Sinai Attacks Show Risks in Israel,"A deadly string of attacks erupted along Israel's southern border on Monday, leaving at least seven dead and highlighting the potential challenge to bilateral ties with Egypt during a time of rocky political transition in Cairo.",20120618
9,Jason Gay,Tyson's Next Challenger: Broadway,Jason Gay says it's easy to see why Tyson's life would be irresistible for a dramatic portrayal. What's surprising is that Tyson is the one doing it.,20120618
10,N.Y. Mets,R.A. Dickey Has Mastered the One-Hitter,"Mets knuckleballer tosses second straight one-hit gem; First to do it since 1988, first in the NL since 1944",20120618
11,Middle East,Chaos Erodes Egypt's Influence in the Arab World,"The political chaos in Egypt has punctured the myth forged early last year that the largest Arab nation, with its venerable history of political activism, would blaze a trail to democracy for the region to follow.",20120618
12,Law,Stanford Officer to Plead Guilty,"Stanford's top investment executive, Laura Pendergest-Holt, is expected to plead guilty to obstruction of justice Thursday for her alleged role in a $7 billion Ponzi scheme that was among the largest frauds in U.S. history.",20120618
13,New York Politics,Parks Chief Steps Down After 10 Years,Mayor Michael Bloomberg on Monday appointed a new commissioner to oversee New York City parks as the outgoing chief heads to a national nonprofit.,20120618
14,Curtain Raisers,The Deliberate Art of Making It Up,"Actress Hanna Cheek discusses ""The TJ and Dave Show"" at the Barrow Street Theatre.",20120618
15,Current Account,Why Greece Is Still Word on the Street,"These days, what happens in Greece (and Spain, Italy and so on) no longer stays in Greece, writes Francesco Guerrera.",20120618
16,Decos and Corrections,Corrections & Amplifications,"Corrections & Amplifications for June 19, 2012",20120618
17,Speakeasy,New York As Literary Magnet,"Novelist Joshua Henkin is a born-and-bred Manhattanite, as are many of his characters. But like Mr. Henkin, they have a complicated relationship with the city.",20120618
18,New York Culture,Longshot Film Dream Becomes Real,"How a group of New Yorkers, including a trio of former Obama campaign staffers, created the audacious independent film ""Beasts of the Southern Wild,"" which has caused a sensation since Sundance.",20120618
19,Asia,Pentagon Is Pressed on Afghan Inquiry,A congressional committee asked the Pentagon to investigate allegations by senior U.S. officers that an Army commander obstructed an inquiry into reports of abuses at Afghanistan's main military hospital because he feared the news would embarrass President Obama before the 2010 elections.,20120618
20,New York Politics,Power Lines Drawn,"A proposal to build a power line underneath portions of the Hudson River and Lake Champlain to deliver electricity to New York City has created an unusual alliance: the Sierra Club, energy companies and a bipartisan group of lawmakers.",20120618
21,N.Y. Mets,Yankees Win 10th in a Row,"Plus, Roger Clemens's ex-teammates are relieved by jury's verdict, and Terry Collins says Johan Santana isn't feeling the effects of his no-hitter—his performance lately is due to mechanical issues",20120618
22,New York Culture,Helping Farm Friends,"For the second year in a row, a rooftop fundraiser benefiting the Woodstock Farm Animal Sanctuary drew animal fans of all ilks, with every guest sharing a single mission: to celebrate and advocate.",20120618
23,New York Crime ,Ravi Avoids Deportation,Immigration officials won't move to deport a former Rutgers University student convicted of bias crimes for spying on his gay roommate.,20120618
24,Business,Spain Back in Cross Hairs,The afterglow from Greece's vote to try to remain in the euro was quickly extinguished by bad news out of Spain that rattled investors' faith in the currency bloc's ability to support its most troubled members.,20120618
25,Quick Cures/Quack Cures,Emergency Spot Interventions,A look at fast remedies for a pimple.,20120618
26,Health & Wellness,Companies Slip Workouts Into Work,"In an effort to put the brakes on skyrocketing health-insurance costs, companies are thinking up ways to get people moving right in the workplace.",20120618
27,New York Real Estate,Group Works to Move Away From Madoff,"Hadassah, the national Jewish women's philanthropic organization, has sold its Midtown headquarters as it tries to reshape its image, sharpen its aim and recover from a costly entanglement with Bernard Madoff.",20120618
28,The Count,Cristiano Ronaldo: The Hardest-Working Man in Sports,"The concept of seasons beginning and ending must seem quaint to Cristiano Ronaldo. In the last calendar year, he has racked up 6,030 minutes in 71 appearances for his club (Real Madrid) and country.",20120618
29,Lunchbox,Asian Fusion in 'Curry Hill',"The Asian melting pot that is Singaporean food is firmly represented at Singapura, which opened in April in the neighborhood affectionately called ""Curry Hill.""",20120618
30,Spaces,Park Slope With Extra Yards,A Park Slope town house where 'The Squid and the Whale' was shot shares backyards with the neighbors.,20120618
31,Heard on the Field,NFL Details Evidence in Saints Bounty Case,The NFL on Monday gave its most detailed description of the evidence against the New Orleans Saints for their alleged bounty scheme.,20120618
32,Urban Gardner,Clock Watching,"Ralph Gardner Jr. says that as soon as you write about something—whether the subject be an outdoor hotel suite, vodka or a community garden—you'll receive an email from someone suggesting that you write about their even more astonishing hotel, alcohol or community garden.",20120618
33,Asia House of the Day,Three-Pond Retreat in New Zealand,"The owners of this six-acre home in Coatesville, New Zealand, added three ponds and planted thousands of plants and trees.",20120618
34,Whats News Business Finance Europe,What's News,Here are the top business stories from today's Wall Street Journal Europe.,20120618
35,Donor of the Day,Fighting Hunger Close to Home,Amy Guerrieri has set out on an ambitious mission: ending poverty in Appalachia.,20120618
36,Heard & Scene,Roaring '20s Celebrated on Governors Island,Thousands of New Yorkers experienced their very own time travel this weekend. A less-than-10-minute ride on the Governors Island Ferry transported them to a different era—the 1920s to be exact.,20120618
37,N.Y. Mets,Bay May Require Patience on Road Back to the Lineup,The Mets outfielder is working through his second concussion in less than two years,20120618
38,N.Y. Yankees,"Admit It, Curtis Granderson: You're a Slugger","The Yankees outfielder may be wiry, but he's on pace to top 40 homers for two consecutive seasons",20120618
39,Business,"In Midst of Crisis, Advantage to Budget Carriers",Europe's low-cost carriers are bucking the trend among the region's flagship airlines this year with double-digit stock-price growth.,20120618
40,Politics,Romney Seeks to Hit Personal Note,This week's six-state bus trip is aimed at showing GOP candidate Romney can mix it up with the public and show a more personal side.,20120618
41,Management,"Coke Ready to Share Cash, Not Blame","Americans are curbing their soda intake and New York's mayor recently proposed soda portion limits in the fight against obesity, but Coca-Cola CEO Muhtar Kent remains bubbly about its prospects.",20120618
42,U.S.,Clemens Cleared in Steroid-Lies Case,"A jury acquitted baseball great Roger Clemens of all charges that he lied to Congress about using steroids, the second time in a month the Justice Department has suffered a high-profile defeat.",20120618
43,Photos,A Look at Microsoft's Hardware Over the Years,"Microsoft today revealed the first tablet computer it has ever made, called Surface. Here's a look back at Microsoft's hits and misses with previous branded devices.",20120618
44,Middle East,Progress Is Elusive on Iran Nuclear Talks,"Iranian officials and a group of global powers failed to advance negotiations over Tehran's nuclear program during the first of two days of negotiations in Moscow, and Western negotiators reiterated plans for an embargo against Iranian oil starting July 1.",20120618
45,Ahead of the Tape,FedEx Signals Economic Woe,Hints are accumulating that FedEx's fiscal fourth-quarter results could come with cautious guidance for the next fiscal year.,20120618
46,Business,China Docks Its First Man in Space,"China successfully achieved its first manned space docking, an important step in the country's quest to launch a space station by around 2020.",20120618
47,Politics,Iraq Ambassador Pick Withdraws,"Obama's choice to serve as U.S. ambassador to Iraq, Brett McGurk, withdrew his nomination, following the disclosure of romantic emails the diplomat exchanged with a Wall Street Journal reporter.",20120618
48,Law,Sandusky Witnesses Defend Showers,"As the case for the defense began Monday at Sandusky's trial, several witnesses testified they didn't find it unusual that he showered with young boys.",20120618
49,Business,Dimon Grilling May Be More Intense,J.P. Morgan CEO James Dimon may face a tougher round of scrutiny Tuesday from House members probing multibillion-dollar trading losses at the bank than he did six days before at a similar Senate hearing.,20120618
50,Global View,Stephens: The Decline of Democracy,"Greece displays the post-liberal variety, Egypt the pre-liberal one. Both are rotten.",20120618
51,Photos,Microsoft Unveils New Surface Tablet,Microsoft unveils the company's new Surface tablet.,20120618
52,Asia Business,Exchange in Australia Meets End,The financial symbol of one of the world's legendary gold rushes in the mid-1800s is about to disappear: the Bendigo Stock Exchange in Australia.,20120618
53,Markets,"For Gupta Juror, No Rush to Judge",David Klein said he wanted to approach the case methodically because it was based on circumstantial evidence.,20120618
54,Business,The Heart of an Engineer,"Before Kazuo Okada became a multibillion-dollar businessman, he was an engineer at heart, taking machines apart to see how they worked and then creating his own improved versions.",20120618
55,Next in Tech,New Wi-Fi Pitch: Tracker,Network developers are offering retailers ways to keep tabs on customers as they shop.,20120618
56,Business,A Gambling Man Ups the Ante,Japan's Kazuo Okada made waves in the $118 billion global gambling market by selling slot machines. Now he is making his biggest bet yet: trying to transform himself into a casino operator while battling former partner Steve Wynn.,20120618
57,Middle East,Rival Powers Hit Wall on Syria Plan,"President Barack Obama and Russian President Vladimir Putin, in their first meeting as leaders, each called for an end to the escalating violence in Syria, but offered little evidence the rival powers had forged a workable plan.",20120618
58,Opinion,Delia Ephron: Upgrade Hell,I don't want more options. I want fewer options.,20120618
59,Business,EBay Unit Builds Payments Clout,"Keefe Bruyette, a financial-services specialist, launched coverage of eBay, the online auction site that also owns the PayPal payment system. The move sends a message to Visa and MasterCard, which have long dominated the area.",20120618
60,Law,High Court Pares Right to Challenge Lab Evidence,The Supreme Court upheld a rape conviction over objections that the defendant didn't have the chance to question the reliability of the DNA evidence against him.,20120618
