,section,headline,summary,date
0,Pepper & Salt,Pepper...and Salt,Pepper...and Salt,20130730
1,Graphics,Where Housing Is Headed,Home prices rose sharply during the second quarter of 2013 amid continued shortages of homes for sale in many markets. But there are signs that inventory has reached a bottom and could gradually increase.,20130730
2,Whats News Business Finance,What's News: Business & Finance,"What's News: Business & Finance Top Stories for July 30, 2013",20130730
3,Asia Markets,BHP Holds On to Australia Coal Asset,BHP Billiton Ltd. has decided against selling a struggling coal-mining operation in eastern Australia that mining companies have been seeking to offload amid a slump in prices for coal.,20130730
4,Life & Style,What's Selling Where: Fitness DVDs,"For people who want the ease of exercising at home, Acacia sells DVD workouts from yoga to kettlebell to special arthritis routines.",20130730
5,Deals & Deal Makers,Murray & Roberts Offers to Buy Out Clough,"Murray & Roberts offered to buy out Clough's minority investors in a deal that values the Australian engineering firm at $1 billion, just 18 months after considering a sale.",20130730
6,New York Politics,Stringer Tries To Close Gap in Spending,Scott Stringer and his supporters are working to minimize Eliot Spitzer's financial upper hand in the two Democrats' race for city comptroller.,20130730
7,Heard & Scene,Cars as Canvas; Walls as Artwork,Marshall Heyman on the fascinating relationship between the Hamptons and the art scene.,20130730
8,Lunchbox,"Greens, Grains and More From Local Farms","Six years ago, Sweetgreen, a restaurant inspired by the farm-to-table movement featuring salads, soups and wraps, opened in Washington, D.C. Now the owners have expanded into New York.",20130730
9,N.Y. Mets,Should the Mets Make a Trade Before the Deadline?,"By Wednesday afternoon, the Mets must decide whether or not keep outfielder Marlon Byrd, their cleanup hitter and their most valuable commodity ahead of baseball's trade deadline.",20130730
10,New York Culture,"Borscht Belt, Behind the Scenes","In ""When Comedy Went to School,"" filmmakers Ron Frank and Mevlut Akkaya explore the roots of Jewish-American humor.",20130730
11,The Pop Scene,'Mrs. Carter' Takes Barclays,"Beyonce plays at Brooklyn's Barclays Center as part of her ""Mrs. Carter Show Tour,"" and more in this week's Pop Scene.",20130730
12,The A-hed,"Lawn Mowers, Souped Up and Ready to Race","Lawn-mower racing started out as a joke, but today the sport has become a mini-Nascar, or as it likes to be called, Grasscar.",20130730
13,New York Culture,Publisher Launches a New 'Chapter',"""The Frank Book,"" a quarterly underground lifestyle publication Stephen Malbon created nearly 15 years ago, will publish its latest installment Wednesday.",20130730
14,Politics,Court Allows Cellphone Tracking Without Search Warrant,"Authorities only need a court order and not a more stringent search warrant to obtain cellphone records that can be used to track a person's movements, a federal appeals court ruled on Tuesday.",20130730
15,N.Y. Mets,The Zack Wheeler Project,"When Wheeler's delivery works, he makes magic. He took a no-hitter into the seventh in a 4-2 win against the Marlins.",20130730
16,U.S.,Unions Vie for Votes in Merger of Airlines,"The Transport Workers Union has accused the International Brotherhood of Teamsters of forging hundreds of workers' signatures, amid a fight to represent mechanics.",20130730
17,DJ FX Trader,Australian Dollar Falls on Central Bank Comments,The Australian dollar fell sharply after remarks by the head of the country's central bank appeared to open the door to another cut in interest rates.,20130730
18,Urban Gardner,"At Lincoln Center Institute, Arts and the Art of Teaching","Ralph Gardner Jr. says the institute's goal is to improve the quality of education by getting teachers and students to think like artists, to bring artistic imaginations to the challenges of learning.",20130730
19,Markets,UBS to Pay Fine Over Mortgage-Bond Deal,UBS has agreed to pay less than $60 million to settle SEC allegations that it misled investors in a mortgage-bond deal that soured during the financial crisis.,20130730
20,Commodities,Potash Maker Signals End to Global Cartel,"Russian potash producer Uralkali said it was pulling out of its sales partnership with Belarus, scuttling one of the world's largest ventures of its kind and with it a global cartel for the fertilizer ingredient.",20130730
21,New York,Dentists Make House Calls in the Hamptons,"For a fee of $999, the husband-and-wife dental team of Dr. Jeffrey Rappaport and Dr. Michelle Katz will perform professional teeth whitening in the comfort of a client's living room",20130730
22,Management,Workplace Bullies Target the Unattractive,"More evidence that there is little difference between the office and a high school cafeteria: workplace bullies tend to pick on colleagues who are considered unattractive, according to a new study.",20130730
23,Arts & Entertainment,Big Band Seeks New Digs,"Vince Giordano and the Nighthawks, a band known for its 1920s sound, is seeking a new venue now that Midtown restaurant Sofia's is set to close.",20130730
24,N.Y. Transit,MTA Fares May Top Inflation,"The Metropolitan Transportation Authority's regular fare increases are starting to add up, and will raise the price of a subway ride by 50% if they continue for the next decade, transit advocates warned on Tuesday.",20130730
25,Technology,Google's Privacy Balancing Act,"Google gathers a vast array of information on its users, which is crucial to its commercial ambitions. But now the company faces pressure to address privacy concerns.",20130730
26,Heard on the Field,Police Close the Case on Ohio State's Hyde,"The woman in an alleged assault connected to Ohio State star running back Carlos Hyde won't press charges and Columbus police are calling the case closed, they announced.",20130730
27,Markets,Isis Mobile Payment System to Expand,The fledgling Isis mobile payment system plans to announce Wednesday that it will launch nationwide later this year after nine months of testing.,20130730
28,N.Y. Transit,Ferry Gets New Stop in Brooklyn,New York City will add a new ferry stop in Brooklyn next week to try to cushion the blow for borough commuters who are about to lose a key subway link to Manhattan.,20130730
29,Boss Talk,Luxottica Has Its Eyes on Brazil and Asia,"The overall global luxury market may be cooling, but for sunglasses and eyewear in emerging markets, the future looks hot. That's good news for Luxottica, the world's largest eyewear group.",20130730
30,Earnings,Spirit Chair in Talks to Buy Frontier,"The investment firm of William Franke, who announced plans Monday to resign as chairman of Spirit Airlines, is in exclusive talks with Republic Airways to purchase its Frontier Airlines unit.",20130730
31,New York Politics,Quinn Seizes Opportunity Among Women,Christine Quinn's bid for mayor is historic—she would be New York City's first female and first openly gay mayor—but she waited until Tuesday to make one of her most explicit pitches for votes based on her gender.,20130730
32,Technology,Google Reshaped by Privacy Snafus,"Google is no stranger to high-profile mistakes in the handling of user data. Such episodes have long reshaped its internal data-handling practices,",20130730
33,Markets,U.S. Charges Analyst in SAC Case,Federal prosecutors charged former analyst Sandeep Aggarwal with giving inside information about a partnership between Microsoft and Yahoo to a trader for SAC. Mr. Aggarwal was arrested on Monday.,20130730
34,N.Y. Yankees,What's the Yankees' Deal?,July 31 is always a transformative date for the Yankees. Here are the moves the Yankees made on the trade deadline over the past 10 seasons.,20130730
35,New York Politics,Bloomberg Loses in Sugary Drinks Fight,A state appellate court on Tuesday unanimously affirmed an earlier decision to block New York City from banning the sale of large sugary drinks in restaurants and other venues.,20130730
36,Mossberg's Mailbox,Seeking a Solid Laptop for College-Bound Student,Is there a laptop with solid performance that will last all four years? Walt Mossberg answers readers' questions.,20130730
37,Take a Number,Short Safeties Go Long,Jets coach Rex Ryan may have found a solution to opponents fielding more receiving threats in their standard offenses: play more cornerbacks.,20130730
38,Brian Costa,If Only A-Rod Were the Only Problem,"Alex Rodriguez is a black hole for attention, a smoke screen for a bigger issue: The Yankees, whose reign of excellence has been mostly uninterrupted since 1996, have descended into mediocrity.",20130730
39,Opinion,The NHS's Conscience,'Free' health care proves expensive for mistreated patients.,20130730
40,N.Y. Giants,No Tackling in Giants Training Camp,"The Giants' primary goal for this preseason is to avoid devastating injuries. To that end, they are one of a growing number of teams that have all but eliminated physical contact from training camp.",20130730
