,section,headline,summary,date
0,Heard on the Street,China’s Short-Term Lending Boom Won’t End Well,"Volumes in China’s overnight interbank lending market are surging, making the financial system more interdependent—and precarious.",20160616
1,Soccer,U.S. Defeats Ecuador to Advance in Copa America,"The U.S. men’s national soccer team defeated Ecuador, 2-1, in a Copa America quarterfinal match, likely setting up a semifinal contest with Lionel Messi and Argentina.",20160616
2,Tech,"Salesforce.com Sought to Buy LinkedIn, but Lost to Microsoft","Salesforce.com made its own bid for LinkedIn Corp., but was beat by Microsoft, which this week announced a deal to buy the professional social network site for $26.2 billion.",20160616
3,Heard on the Field,Rain Washes Out Play on Day One of U.S. Open,"Fast-moving rainstorms halted play at the U.S. Open three times Thursday before the first round was suspended for the day, setting up a busy Friday at Oakmont Country Club. Only nine players in a field of 156 finished their rounds.",20160616
4,Business,Revlon Agrees to Buy Elizabeth Arden,"Revlon agreed to buy Elizabeth Arden, expanding its presence in categories like skin care and giving it a broader geographic footprint.",20160616
5,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of June 17, 2016.",20160616
6,Media & Marketing,Dish Network Drops NFL Network,"Dish Network Corp. has dropped the NFL Network, the National Football League-owned channel that has exclusive rights to eight Thursday night football games.",20160616
7,Tech,Microsoft Deal for LinkedIn Shines Light on Dynamics Business,"Microsoft $26.2 billion planned acquisition of LinkedIn Corp. shines light on a lesser-known Microsoft business called Dynamics, which could use some help growing.",20160616
8,Capital Journal,The LGBT Community’s Political Geography,"The nation’s lesbian, gay, bisexual and transgender residents are spread unevenly across the U.S., contributing to a notable political split in the 2012 presidential election.",20160616
9,The A-hed,Iceland’s Plucky Soccer Team Is a Mystery to No One,"A shock 1-1 draw with Portugal at the European Championship has special meaning in a tiny country of 330,000 where everyone either knows a player, or knows someone who does.",20160616
10,Markets,HSBC to Pay $1.58 Billion to Settle Shareholder Suit,A unit of British bank HSBC Holdings has reached a preliminary agreement to pay $1.58 billion to settle a years-old shareholder class-action complaint over securities fraud tied to the bank’s U.S. subprime lending.,20160616
11,IPOs,"PSAV Postpones IPO, Citing Unfavorable Market Conditions","Audiovisual technology services provider PSAV Inc. has postponed its planned initial public offering, citing unfavorable equity market conditions.",20160616
12,Business,Lumber Liquidators Won’t Resume Sales of Chinese-Made Flooring,Lumber Liquidators has agreed not to resume sales of the Chinese-made laminate wood flooring at the center of a cancer-risk controversy and pledged to continue testing the floors already purchased.,20160616
