,section,headline,summary,date
0,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20150715
1,Tech,Venture Capital Investments Hit $19.2 Billion in Second Quarter,"Venture capitalists invested $19.19 billion in Airbnb, Uber and other startups during the second quarter, up 24% from a year ago and nearing levels last seen during the dot-com boom.",20150715
2,Business,EPA Sues Truck Maker Navistar Over Engines in 2010 Trucks,"Truck maker Navistar built thousands of heavy-duty trucks in 2010 with engines from 2009 that didn’t comply with stricter government regulations on exhaust pollution, the EPA alleges.",20150715
3,Capital Account,Greece’s Lessons for an Indebted World,"While sovereign defaults tend to occur in waves, Greece’s recent woes needn’t be shared by other troubled countries, writes Greg Ip.",20150715
4,News Briefs,Greater New York Watch,A roundup of news from around the tri-state region.,20150715
5,Tech,EBay Nears Deal to Sell eBay Enterprise for Around $900 Million,EBay Inc. is closing in on a deal to sell its eBay Enterprise unit to a group led by private-equity firm Permira for around $900 million.,20150715
6,Politics,De Blasio to Give Climate-Change Speech at Vatican,"New York City Mayor Bill de Blasio will go to Rome on Monday, where he will meet with Pope Francis and give a speech on climate change at the Vatican, the mayor’s aides said Wednesday.",20150715
7,The A-Hed,Thailand’s Canal Doesn’t Go Anywhere,"People in Thailand have been talking for centuries about building a canal, but nothing ever happens.",20150715
8,Middle East,U.N. Nuclear Agency Chief Sees Challenges in Iran Deal,The IAEA chief expressed confidence that five months would be enough time to investigate and report on Iran’s past nuclear work while conceding the challenge was like assembling a jigsaw puzzle.,20150715
9,Sports,Sports-Agent Act Formally Revised to Cover Financial Advisers,A nationwide group that drafts legislation for states to adopt voted Wednesday to approve an amended sports-agents law that will now also apply to certain types of financial advisers.,20150715
10,Commodities,Rio Tinto Trims Iron-Ore Export Target,"Rio Tinto expects to ship less iron ore than initially thought this year, which could offer a morsel of relief for investors and smaller producers worried about an emerging glut in the raw material.",20150715
11,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of July 16, 2015.",20150715
12,News Briefs,Business Watch,A roundup of business news.,20150715
13,News Briefs,Financial Briefs,Financial Briefs,20150715
14,Heard on the Street,Yellen’s Rates Message Falls on Deaf Ears,"Fed chief Janet Yellen is leaving the door open for a September rate increase, but investors still don’t think the Fed will go through with it.",20150715
15,News Briefs,World Watch,A roundup of news items from throughout the world.,20150715
16,Media & Marketing,‘Watchman’ Sets One-Day Sales Record for Barnes & Noble,"Barnes & Noble Inc., the largest U.S. bookstore chain, said Harper Lee’s new novel “Go Set a Watchman” set a one-day sales record for adult fiction by number of units sold.",20150715
17,News Briefs,U.S. Watch,A roundup of news items from throughout the nation.,20150715
18,Crime,Plan to Prosecute Upstate Prison Escapee Criticized,"A district attorney in upstate New York plans to pursue escape charges against the surviving inmate from last month’s prison break, prompting some residents to question what could be gained from prosecuting a convicted murderer who is already serving a life sentence.",20150715
19,Business,U.S. Weighs In on Debate Over How to Classify Workers,The Labor Department has waded into a heated workplace issue with fresh guidance on how businesses should distinguish between employees and independent contractors.,20150715
20,Real Estate,A Park Revives Some of Brooklyn’s Waterfront,"The 12-acre Bush Terminal Piers Park attracts neighborhood residents long isolated from their waterfront, as well as a growing population of employees in creative industries nearby.",20150715
21,Politics,"Prosecutors: Sen. Sampson Abused Power, Lied","New York state Sen. John Sampson, a former Democratic leader, used his political power to conceal criminal activities, prosecutors alleged Wednesday during closing arguments at the Brooklyn lawmaker’s federal trial.",20150715
22,Politics,Cuomo Campaign Adds $5.2 Million,"Though he hasn’t committed to pursuing a third term, New York Gov. Andrew Cuomo has amassed major campaign funds, reporting $12.7 million in cash on hand in a filing with the state Board of Elections.",20150715
23,Cycling,Moo-ve Over: Cows Cross Tour de France Course,"At any given time, the Tour de France convoy that rolls through 2,000 miles of Europe consists of more than 150 cars and motorbikes, plus nearly 200 skinny men on bicycles. On Wednesday, it also included a herd of cows.",20150715
24,Tech,Data Breaches Boost Funding for Security Startups,Cybersecurity startups like Keybase and Crowdstrike are attracting big investments from companies and venture capitalists in the wake of major data breaches.,20150715
25,U.S.,NASA Releases Close-Up Pictures of Pluto and Its Moon,"NASA unveiled its first intimate images of Pluto on Wednesday, showing with startling clarity an eerie realm where frozen water rises in mountains up to 11,000 feet high.",20150715
26,Markets,Big Canadian Banks Cut Prime Rates,Three of Canada’s biggest banks announced plans to cut their prime rates by differing amounts after the country’s central bank cut its benchmark interest rate—moves that set the stage for a potential rate war among major lenders.,20150715
27,Crime,Loose Cigarette Arrests in NYC Drop in Year After Eric Garner’s Death,The New York Police Department has made nearly 33% fewer arrests citywide so far this year for selling untaxed cigarettes.,20150715
28,World,‘El Chapo’ Escape in Mexico Was Meticulously Planned,"The government released a security video to answer questions about Joaquín “El Chapo” Guzmán’s escape, but it instead sparked fresh criticism of the government’s inability to keep the Sinaloa cartel leader behind bars.",20150715
29,Blog: Money & Investing,MoneyBeat: Ex-Banker Tells Tales of High-Flying Days,"In John LeFevre’s new book, the former Citigroup bond-syndicate banker recounts tales of his time in the industry on three continents.",20150715
30,Heard on the Street,Second Half Is All for Intel,"Intel needs a very strong second half to hit its targets, and it won’t come from PCs.",20150715
31,Heard on the Street,BofA Gets on the Right Tack,Bank of America chalked up significant cost cuts and revenue growth in the second quarter. But there is more to be done.,20150715
32,New York Mets,Mets Pitching Tends to Dominate the All-Star Game,Jacob deGrom’s scintillating inning of dominance during Tuesday’s All-Star Game in striking out the side in a record few 10 pitches is characteristic of Mets’ pitchers in the midsummer classic.,20150715
33,U.S.,Abortion Foes Seize on Planned Parenthood Video,"A political furor erupted over the practice of medical researchers’ use of fetal tissue obtained after abortions, in the wake of a video depicting a top Planned Parenthood official discussing the practice.",20150715
34,Middle East,U.S. Circulates U.N. Resolution for Iran Deal,"The resolution would allow the U. S.—or any other permanent member of the Security Council—to use its veto to restore the measures if Iran is seen to be violating the nuclear deal, a U.S. official said.",20150715
35,Europe,IMF Chief: Greek Bailout Talks a ‘Colossal’ Challenge,International Monetary Fund chief Christine Lagarde said she still had hope that the eurozone would provide Greece with a deep restructuring of the country’s debt but warned of difficult negotiations as officials seek to complete a bailout deal.,20150715
36,Markets,Investors Get Caught in Oil’s Slippery Wake,"The value of shares sold by U.S. and Canadian exploration-and-production companies this year in follow-on offerings has declined, as falling crude prices have pressured energy firms.",20150715
37,Review & Outlook,China’s Uneasy Economy,Panicky stock-market interventions suggest Beijing isn’t serious about reform.,20150715
