,section,headline,summary,date
0,Opinion,Pepper...and Salt,Pepper...and Salt,20131227
1,Opinion,Pepper...and Salt,"Pepper...and Salt for the week of December 23 — December 28, 2013.",20131227
2,Whats News World Wide,What's News: World-Wide,"What's News: World-Wide for Dec. 27, 2013",20131227
3,Whats News Business Finance,What's News: Business & Finance,What's News: Business & Finance,20131227
4,World News NoCo,Thailand Protester Shot Dead,An antigovernment protester was shot dead and three others wounded after an unidentified gunman opened fire on a demonstration site in central Bangkok early Saturday.,20131227
5,World News NoCo,Thai Protester Killed in Pre-Dawn Shooting,An antigovernment protester was shot dead and three others wounded after an unidentified gunman opened fire on a demonstration site in central Bangkok.,20131227
6,N.Y. Knicks,"Short-Handed Knicks Fall to Raptors, 95-83","The Knicks, playing without Anthony and Felton, dropped another close game down the stretch Friday, when they lost to the Toronto Raptors, 95-83, at Madison Square Garden.",20131227
7,N.Y. Nets,Nets End Losing Streak,"The Nets didn't find a cure for their litany of problems on Friday. But they did get some temporary relief in the form of the six-win Milwaukee Bucks, whom the Nets beat 104-93 at Barclays Center to snap their own four-game losing streak.",20131227
8,N.Y. Region,Goodbye to the Last Gas Globe,"A network of spherical gas-storage tanks once dotted the landscape of Long Island. Now, the last known of the sky-blue vessels is no more.",20131227
9,Culture,Union Square's Bizarre Bazaar,"""La Soirée"" pulls together street and circus performers, burlesque acts, clowns, puppeteers, acrobats and comics into a night of offbeat theater.",20131227
10,Style & Fashion,The Year in Fashion,"From 'fur-kenstocks' to Kurt Cobainish flannels, a his-and-hers run through of the best of 2013.",20131227
11,New York Politics,Shelters Fill as Rent Aid Disappears,"New York City homeless shelters are being sought out by people who participated in a now-defunct rent-subsidy program designed to reduce homelessness, according to a new report.",20131227
12,Metro Money,Breaking the Bank on New Year's Eve,Anne Kadet on the pricey package deals that restaurants and bars in Times Square are offering.,20131227
13,Design & Decorating,Top Ten Interior Design Trends for 2014,"With home décor, as with fashion, looks come and go. Here, pros opine on what's out and in for 2014.",20131227
14,New York Crime,Acting as His Own Counsel,"Accused triple murderer Salvatore Perrone is defending himself, although legal observers say his case illustrates the hazards of going to court without a lawyer.",20131227
15,Open House,"Ridgefield Promises 'Nice House, Nice Street'","The quaint Main Street in Ridgefield, stretching more than a mile, is lined with shops, historic houses and more than three dozen restaurants.",20131227
16,Icons,The Search for a Painting Hidden by Magritte,X-rays reveal that the Belgian surrealist cut up a work he'd previously shown and painted over at least two of the sections.,20131227
17,Playlist,Interior Designer Mario Buatta on a Jazz Standard,'Never Let Me Go' is an emotionally powerful work from Bill Evans.,20131227
18,New York Culture,The Misfits of Brooklyn's Music Scene,"It has been a good year for the record label New Amsterdam, which has become an advocate for a corner of New York's new-music scene that doesn't quite belong—and doesn't want to.",20131227
19,Masterpiece,American Gothic,"Once the world's tallest tower, Manhattan's Woolworth Building has long been eclipsed in height. Still, it remains an exceptional skyscraper, a stabilizing force amid the city's dynamic of restless change.",20131227
20,Donor of the Day,Supporting a Productive Life for Former Inmates,Attorney Jeffrey G. Smith entered prison with a drug charge and came out with a college degree. It's this kind of transformative experience he wants for other formerly incarcerated people.,20131227
21,On Photography,Photographic Dispatches and a Legacy Gift,"Ron Haviv's Testimony, Emily Fisher Landau's collection of photographes, which are destined for the Whitney Museum of American Art and more in this week's On Photography.",20131227
22,Exhibit,Clever Ads in the D&AD Competition,Among the candidates for black and yellow pencils: a celebration of British fashion and cartoon characters that went viral.,20131227
23,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Dec. 28-29, 2013",20131227
24,Photos,A Circus For Grown-Ups Comes to Town,"By turns funny, smart, racy and unsettling, 'La Soirée' pulls together street and circus performers, burlesque acts, clowns, puppeteers, acrobats and comics into a night of offbeat theater.",20131227
25,Photos,"New York Photos of the Week, Dec. 21 - 27","In this week's photos from around New York, Times Square prepares for New Year's Eve, Chiara de Blasio discusses her struggles with addiction and the NYPD shows off a prototype 'smart car.'",20131227
26,N.Y. Nets,Kidd: Nets Need 'Fight',"Nets coach Jason Kidd denied that he was trying to ""call out"" anyone during his passionate ""conversation"" with Nets players following Wednesday's loss to Chicago.",20131227
27,Style & Fashion,The Way to a Better Gray,More men are turning to professional colorists to adjust the salt and pepper.,20131227
28,N.Y. Knicks,Woodson: 'Always Nice' To Have Owner Support,"Knicks coach Mike Woodson said Friday that he wouldn't address owner James Dolan's visit to the team's practice Thursday, where Dolan reportedly announced that no coaching or roster changes would be made in the near future.",20131227
29,Historically Speaking,'Tis the Season to Stop Fighting,"Lessons of Christmases past, from family feuds to a World War I interlude.",20131227
