,section,headline,summary,date
0,Election 2016,Ivanka Trump Makes a Case for Her Father’s Kinder Side,"Ivanka Trump delivered a strong endorsement of her father, Donald Trump, as he was about to accept the Republican nomination, marking a stark departure from the angry rhetoric of the first three days of the GOP convention.",20160721
1,Politics,Protests During Republican Convention Are Mostly Peaceful,"Protests at the Republican National Convention in Cleveland have been mostly peaceful, despite deep anxiety during the run-up to the four-day event.",20160721
2,Heard on the Street,Why Nintendo Is No Pokémon Bubble,"Nintendo was trading cheaply before the Pokémon craze kicked in. Still, the mobile gaming craze has created ambitious expectations.",20160721
3,Election 2016,Billionaire Peter Thiel’s Talk at Convention a Signal of Change,"Peter Thiel, the co-founder of PayPal and the first outside investor in Facebook, became the first person ever at a Republican National Convention to identify himself as gay from the stage.",20160721
4,World,Turkey Enters State of Emergency,"The three-month state of emergency allows President Recep Tayyip Erdogan  and his cabinet to make laws by fiat, impose curfews and restrict public gatherings in response to last week’s failed military coup.",20160721
5,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of July 22, 2016.",20160721
6,U.S.,Florida Investigating Second Possible Case of Locally Acquired Zika,Florida health officials said late Thursday that they are investigating a second case of Zika in a person whose source of infection is unknown.,20160721
7,Election 2016,"In Cleveland, Republicans Welcome New Sounds","Musician Jeff Green believes Republicans want to dance, and this week, he has seen proof by the thousands.",20160721
8,Tri-State Area,K2 Patients Put Emergency Rooms to the Test,"Emergency departments are on the front line in the medical response to K2, a drug-laced herbal mixture that has no antidote and is often labeled as potpourri or incense to mask its illicit purpose.",20160721
9,New York Mets,Mets Messing With Left Field…at the Stadium,"With the Mets set to retire Mike Piazza’s number next weekend, the team is moving its current display of retired numbers to the upper deck from behind the left-field fence to make it more visible to fans.",20160721
10,Markets,PayPal Strikes Partnership With Visa,PayPal has struck a deal with Visa that will make paying with the online-payments system an option when people pay in stores with their smartphones.,20160721
11,Capital Journal,Republicans Face a Fundamental Question,"Republicans gathered in Cleveland for their national convention face a host of questions, but, writes Gerald F. Seib, the fundamental one is this: Is Donald Trump merely renting the Republican Party, or has he now taken ownership of it?",20160721
12,Slideshow,Republican Convention: Highlights From Day 4,Donald Trump makes his case as he accepts the GOP presidential nomination Thursday night.,20160721
13,U.S.,Prosecutor Charges Man in Kansas Police Officer’s Death,"Jamaal R. Lewis, 20 years old, allegedly fired the shots Tuesday that killed Kansas City police Capt. Robert Melton.",20160721
14,Sports,New Jersey Brothers Line Up on Opposite Sides of Red Bulls-NYCFC Rivalry,"NYCFC defender RJ Allen and his younger brother, Red Bulls striker Brandon Allen, are on a lifelong quest to face each other on the soccer field. Sunday’s Hudson River Derby may finally bring that opportunity.",20160721
15,Schools,NYC: Don’t Suspend Younger Students,"City officials want to end the use of suspension as a disciplinary measure for students in kindergarten through second grade, but the teachers union says that would lead to increased classroom disruption.",20160721
16,New York,The New York Islanders in Talks on New Arena,The hockey franchise has been speaking with New York Mets owner about building a new arena next door to the Citi Field baseball stadium in Queens.,20160721
17,U.S.,Gunman Surveyed Baton Rouge Police Stations Before Deadly Ambush,"Gunman Gavin Eugene Long, who killed three police officers in Baton Rouge, La., and wounded three others in a Sunday ambush, spent time surveying several police stations around the city before his attack, according to a person briefed on the investigation.",20160721
18,New York Yankees,"Yankees Miss Orioles Sweep, Clouding Deadline Picture","The Yankees missed out on a sweep of their AL East rivals on Thursday, which would have helped their hunt for a wild-card berth. But with the Aug. 1 trade deadline looming, maybe it's not such a bad thing.",20160721
19,Transit,New Opposition Arises in Port Authority Bus Terminal Fight,"A push to replace the Port Authority Bus Terminal has run into a barrage of local opposition, calling into question an emerging plan to build a new facility a block west of its current location near Times Square.",20160721
20,Business,Advanced Micro Devices Swings to a Profit,"Chip maker Advanced Micro Devices swung to a quarterly profit and reported the first sales increase in nearly two years, projecting its latest graphics hardware would drive further sales gains in the current quarter.",20160721
