,section,headline,summary,date
0,General News,Auto Makers Push Trump to Reach Fuel Compromise,"GM, Ford, Toyota and others are urging the president to find a middle ground between stricter, Obama-era economy standards and a plan from his administration essentially freezing regulations at 2020 levels.",20190606
1,Tech,YouTube’s Efforts to Scrub Hate Speech Spawn Vicious Reaction Online,"YouTube’s steps this week to block hate-based and conspiracy-mongering videos have sparked a backlash online, according to social-media intelligence firm Storyful.",20190606
2,Election 2020,"Biden Reverses Stance on Hyde Amendment, Citing Roe v. Wade","Democratic presidential candidate Joe Biden said he now opposes a ban on the use of federal funds for most abortions, reversing his position amid pressure from fellow Democrats and abortion-rights groups.",20190606
3,Middle East,U.A.E. Stops Short of Directly Blaming Iran in Ship Attacks,"The United Arab Emirates said special forces from a hostile nation likely carried out coordinated attacks last month on four ships near the Strait of Hormuz, but stopped short of directly accusing Iran.",20190606
4,U.S.,"U.S. Plans More Than $2 Billion in Weapons Sales to Taiwan, Angering Beijing","The U.S. is planning a new effort to help the Taiwanese government upgrade its military by allowing Taipei to buy billions of dollars’ worth of weapons systems, possibly including more than 100 tanks—a move that has already drawn criticism from Beijing.",20190606
5,Tri-State Area,West Point Cadet Dies in Accident Near Summer Training Camp,A West Point cadet died after a troop vehicle rolled over on the way to a summer training exercise at the U.S. Military Academy. Nineteen other cadets and two soldiers were injured in the accident.,20190606
6,Credit Markets,Fitch Cuts Mexico’s Pemex to Below Investment Grade,The reduction to BB+ from BBB- followed Fitch’s downgrade of Mexico’s sovereign credit rating to BBB from BBB+.,20190606
7,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of June 7, 2019",20190606
8,Risk & Compliance Journal,Fed Lifts Requirements on JPMorgan Stemming From ‘London Whale’ Losses,The Federal Reserve has lifted requirements imposed six years ago on JPMorgan Chase in the aftermath of trading losses that cost the New York bank around $6 billion.,20190606
9,CIO Journal,Cloudera Struggles Highlight Rapid Rise of Public Cloud,"Cloudera Inc., an early player in the open-source software framework Hadoop, saw its shares plummet this week on news that Chief Executive Tom Reilly was stepping down July 31.",20190606
10,Business,BeIN Shopping Stake in Miramax,"Miramax-owner BeIN Media Group is said to be shopping a stake in the studio, which produced popular and critically acclaimed films such as “Pulp Fiction” and “Shakespeare in Love,” to potential buyers.",20190606
11,Foreign Exchange,Dollar Falls Ahead of Jobs Report,Investors will closely monitor employment data for signs of how robust the U.S. economy is.,20190606
12,Potomac Watch,A Democrat Deflates a Trump ‘Scandal’,An email from Sen. Amy Klobuchar shows that officials acted on the policy merits.,20190606
13,Health,Federal Judge Wraps Up Hearings Into CVS-Aetna Deal,Two days of unprecedented court hearings on CVS Health’s acquisition of Aetna wrapped up without a firm date for when a federal judge would rule on a Justice Department settlement that allowed the deal.,20190606
14,Opinion,"On China Trade, Trump Is All Business",His entrepreneurial instincts drive his hardball approach.,20190606
15,Bookshelf,‘Humour’ Review: No Laughing Matter,"A distinguished literary critic muses about humor, with observations that are occasionally amusing but more often somewhat tedious.",20190606
16,Houses of Worship,The Culture War Behind Israel’s Political Crisis,An ultra-Orthodox rabbi explains the Jewish schism over traditionalism.,20190606
17,Tech,Google to Acquire Data-Analytics Firm Looker,"Google has made a long-awaited acquisition to bolster its cloud-computing business, a booming industry where it has lagged behind rivals. The tech giant has reached a deal to acquire Looker for $2.6 billion.",20190606
18,Review & Outlook,A Bad French Auto Romance,"Why Europe doesn’t grow much anymore, in a single story.",20190606
19,Review & Outlook,Joe Biden’s Green Free Lunch,His new plan will play on the coasts but it gives Trump an opening.,20190606
20,Review & Outlook,Nationalism and D-Day,Trump’s words show how sovereignty can serve Western values.,20190606
21,CFO Journal,Discover Financial Seeks New Finance Chief to Drive Next Phase of Growth,"The successor to CFO Mark Graf, who retires next year, will face the challenge of maintaining the company’s growth pace and solid balance sheet while continuing to diversify its revenue streams.",20190606
22,Business,Caesars Nears Deal to Combine With Eldorado Resorts,"Caesars Entertainment Corp. is nearing a deal to combine with rival casino operator Eldorado Resorts Inc., according to people familiar with the matter.",20190606
23,New York,Disciplinary Trial of Officer Accused in Eric Garner’s Death Draws to a Close,The New York Police Department officer accused of placing Staten Island resident Eric Garner in a fatal chokehold in 2014 told investigators that he did not use the prohibited maneuver and was “just trying to bring him down to the ground.”,20190606
24,Opinion,Shop Till Medical Costs Drop,Disclosing prices isn’t enough. Patients don’t care as long as ‘it’s all covered by insurance.’,20190606
25,Political Economics,The End of Brexit’s May Phase,The 2016 referendum opened a fault line in British politics that now divides all coalitions.,20190606
26,Opinion,Mom's Knight in Flammable Green Fur,Chivalry is vital even at the risk of personal embarrassment.,20190606
27,New York,New Yorkers Are Living Longer Than Ever,"Older New Yorkers, who make up roughly 13% of the city’s population, are living longer than ever, according to a new report released Thursday from the New York City Department of Health and Mental Hygiene.",20190606
28,Opinion,A Dangerous Plan to Limit U.S. Nukes,"If Congress bans low-yield weapons, it would hand an advantage to Moscow and make war more likely.",20190606
29,Culture,A ‘Hamilton’ Ticket for $849? Experts Call That a Bargain,"With a current top ticket price of $849, ‘Hamilton’ is the costliest show to see on Broadway—by a wide margin. But even that high-priced seat may be a steal, with some ticketing experts saying the show remains underpriced.",20190606
30,Earnings,Beyond Meat Aims for Break-Even 2019,"Beyond Meat said quarterly sales more than tripled in the meat-replacement supplier’s first financial report since going public in May, though the company continued to lose money as it ramped up production.",20190606
31,Media & Marketing,Entertainment Weekly to Become a Monthly Magazine,Meredith seeks to refocus the publication on a digital audience. The July 5 issue will be the last in its current form.,20190606
32,NBA,Warriors Minority Owner Is Banned After Shoving the Raptors’ Kyle Lowry,"The NBA announced that Warriors minority owner Mark Stevens would be banned from attending all games and league activities for one year and is subject to a $500,000 fine, after shoving the Raptors’ Kyle Lowry in Game 3 of the NBA Finals.",20190606
33,Markets,JPMorgan Scraps New App Service for Young People,JPMorgan Chase is killing an experiment to attract younger customers to a new digital-banking app a year after making it available nationwide.,20190606
34,Interactive,Vote for The WSJ House of the Week,"Will it be a South Dakota family home, an aviator’s retreat outside Detroit or a Vermont estate?",20190606
35,Politics,Prevailing New York Wage Bill Narrowed in Hope of Passage,State lawmakers may narrow the scope of a bill that sets the definition of public works requiring higher wage rates in their push for its passage in the next two weeks.,20190606
36,Business,Barnes & Noble Nearing Deal to Be Acquired by Elliott Management,"Barnes & Noble is nearing a deal to be bought by hedge fund Elliott Management, as the nation’s largest bookstore chain seeks a new owner following years of decline.",20190606
37,Pro VC Commentary Analysis,Peloton IPO Plans Boost Prospects for Slew of At-Home Fitness Startups,"The company, which sells at-home exercise bikes, treadmills and subscriptions to videos of classes, said on Wednesday it has filed confidentially with the Securities and Exchange Commission for an initial public offering. Last year, the company was valued at $4.15 billion in a financing round.",20190606
38,New York,NYPD Commissioner Apologizes Over Department’s Handling of Stonewall Riots,"New York Police Department Commissioner James O’Neill on Thursday made a rare apology on behalf of the agency, saying officers acted irresponsibly during the Stonewall Riots in 1969.",20190606
39,Politics,Military Brass Will Avoid Discipline Over Flawed 2017 Niger Mission,"Acting Defense Secretary Pat Shanahan said he has accepted the findings of an investigation into a flawed Special Forces mission in Africa in 2017 that left four soldiers dead, and that he wouldn’t punish top-ranking officers.",20190606
40,U.S.,"Baton Rouge Hit by Flooding, Possible Tornadoes; One Confirmed Dead","Heavy rain and thunderstorms Thursday morning in Baton Rouge, La., brought flash flooding, several possible tornadoes and one death.",20190606
41,Journal Reports: Funds/ETFs,"Mirror, Mirror: Who’s the Most-Photographed NYSE Trader of All?","Until recently, it was Peter Tuchman. But now, a new, younger contender has emerged.",20190606
42,CIO Journal,Google’s Looker Deal Fills Hole in Analytics Portfolio,"Google’s $2.6 billion acquisition of Looker deepens its push into the cloud market, as more companies seek to mine business insights from growing stores of data, industry analysts say.",20190606
