,section,headline,summary,date
0,Commodities,China Bought Enough U.S. Cotton Futures to Make 400 Million T-Shirts,"China is re-emerging as a major consumer of U.S. cotton after years of stockpiling the fiber, a shift that together with poor growing conditions in Texas has sent prices surging to a six-year high.",20180610
1,Middle East,"Saudi Arabia, Kuwait and U.A.E. Pledge $2.5 Billion in Aid to Jordan","Saudi Arabia and its Gulf allies pledged $2.5 billion in support of Jordan’s monarchy after mass protests over economic grievances roiled the country, sparking fears of another Arab Spring.",20180610
2,Wealth Management,Arnold Schwarzenegger Recalls His Best and Worst Financial Bets,The actor and former governor says success has less to do with writing checks and more to do with investing his time and effort in getting ahead.,20180610
3,Markets,Bitcoin Falls Sharply After Another Cryptocurrency Exchange Is Hacked,"A South Korean cryptocurrency exchange said it suffered a “cyberintrusion,” prompting bitcoin prices to fall sharply toward year lows.",20180610
4,Wealth Management,Separate Finances Can Be a Lot Trickier for Couples in Retirement,"Couples often like to continue to keep their own accounts, but the math can get more complicated.",20180610
5,Wealth Management,Why Using Payment Apps Can Hurt Your Relationships,Peer-to-peer payment apps allow users to pay exact amounts. And that can make you seem petty.,20180610
6,Wealth Management,"Before You Change Your Residence Because of the Tax Law, Read This",New limits on deductions for state and local taxes have created a greater incentive for many taxpayers living in high-tax states.,20180610
7,Wealth Management,He Makes Money From Beer and Music. Now He Wants to Save.,Game Plan: Danny Schroeder works at a brewery and drums at Seahawks games. He needs to start tracking his spending.,20180610
8,Wealth Management,A Blogger’s Desire to Save Money—While Traveling in a Tiny House,Game Plan: Jenna Spesard needs to more closely review her spending to reach her goal of being debt-free within a year.,20180610
9,Middle East,U.N. Pushes to Avert ‘Catastrophic’ U.A.E. Attack on Yemen Port,"A United Nations envoy launches an urgent effort to head off an expected United Arab Emirates assault on Yemen’s most important port in the coming days, fearing an attack could create a humanitarian disaster.",20180610
10,Wealth Management,Questions to Ask When Picking a Financial Adviser: Readers Weigh In,"Readers suggest questions on changing advisers, cheaper investments and the Labor Department’s fiduciary standard.",20180610
11,Journal Reports: Wealth Management,Questions to Ask When Picking a Financial Adviser: Readers Weigh In,"Readers suggest questions on changing advisers, cheaper investments and the Labor Department’s fiduciary standard.",20180610
12,Americas,Venezuela’s Long Road to Ruin,Few countries have provided such a perfect example of socialist policies in practice.,20180610
13,New York,New York City to Spend $2 Billion Over Decade in Public-Housing Agreement,"New York City agreed to spend the money to settle a federal investigation into health and safety issues at the country’s largest public-housing authority, according to a person familiar with the negotiations.",20180610
14,World,"Chinese, Russian Presidents Lead U.S. Criticism at Regional Summit","China’s President Xi Jinping warned against unilateralism and trade protectionism as he, Russian President Vladimir Putin and Central Asian leaders used a regional meeting to criticize U.S. policy.",20180610
15,New York,"After Celebrity Deaths, Suicide Hotline Calls Jump 25%","As the world learned the news Friday that renowned chef and food writer Anthony Bourdain had died by apparent suicide, the phone number for the National Suicide Prevention Lifeline flooded the internet.",20180610
