,section,headline,summary,date
0,Graphics,Wall Street Journal Dollar Index,The index measures the dollar against a basket of major currencies based on global foreign exchange trading volume.,20120717
1,Opinion,Pepper...and Salt,Pepper...and Salt,20120717
2,Markets,CD Yields Move Lower,Yields on certificates of deposit were mostly lower in the latest week.,20120717
3,N.Y. Mets,"Bullpen Blows It Again, as Mets Lose Fifth Straight","The Mets have been a resilient team all season, but try as they might, they cannot overcome the outright awfulness of their bullpen. Twice on Tuesday night, the Mets were less than three outs away from a win. And both times, their bullpen blew it.",20120717
4,House of the Day,Boathouse and Beach Views,"This two-bedroom, two-bathroom home in Fairfield, Connecticut, offers the option to walk down the beach from one deck or kayak along the Long Island Sound from another.",20120717
5,Decos and Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of July 18, 2012",20120717
6,Photos,Scenes From a Hot City,"New York City's latest heat wave entered its third day Wednesday, as temperatures continued to climb and heat-weary residents withered.",20120717
7,Asia,North Korea Shakes Up Military,North Korean leader Kim Jong Eun added a new military rank—marshal—to his list of other titles.,20120717
8,Lunchbox,Eastern Fare From Out West,"Much ado has been made about the East Coast arrival of Mission Chinese Food, chef Danny Bowien's San Francisco-born temple of ""Americanized Oriental food"" (his words).",20120717
9,New York Region,SUV Falls Into Garage Elevator Shaft,"A parking-garage employee drove a sport-utility vehicle into an open elevator shaft Tuesday, injuring two workers and wedging an automobile inside the Upper East Side facility.",20120717
10,Urban Gardner,The Newest Generation of Ogres,"Have you seen Central Park's newest addition? It's a 90-story tower. To be fair, the structure—One57, consisting of 92 luxury condos atop the 210-room Park Hyatt Hotel—isn't actually within the perimeter of the park.",20120717
11,Donor of the Day,"Rooted in Social Justice, Rabbi Offers a Hand","Rabbi Joel E. Soffin, who leads the New York City-based Jewish Helping Hands foundation, has this month launched the Tikkun Olam program to aid vulnerable communities.",20120717
12,Earnings,Wynn Resorts Profit Rises 13%,Wynn Resorts's second-quarter profit rose 13% as the casino operator saw an increase in its revenue from Macau and Las Vegas.,20120717
13,Heard & Scene,Star Shrinks Talk 'Tools',"People in New York like to think of this city as the therapy capital of the world, but Los Angeles has plenty of neuroses, too. But L.A.-based therapists, Barry Michels and his mentor, Phil Stutz have something to say about that in their best-selling book, ""The Tools.""",20120717
14,New York Schools,Student Test Scores Jump in New York,"Test results for third- through eighth-graders across New York state improved this year even amid concerns about the length of the standardized exams and reports of erroneous questions, according to data released Tuesday by the state Education Department.",20120717
15,New York Region,Poor Children Drive City's Asthma Rate,"One in eight New York City children has been diagnosed with asthma, with poor children nearly twice as likely to suffer from the respiratory disease, according to a report to be posted by the city health officials on Wednesday.",20120717
16,New York Real Estate,NYU Trims Growth Plan to Win Clearance,New York University moved one step closer to City Council approval of its massive expansion plan Tuesday by agreeing to further scale back new construction in Greenwich Village by more than 17%.,20120717
17,New York Politics,21st-Century Vote Tally,The New York City Board of Elections voted unanimously Tuesday to abandon a manual vote-counting method whose flaws came under withering public scrutiny after Rep. Charles Rangel's Democratic primary victory last month.,20120717
18,Europe,ECB Willing to Ease Irish Debt Terms,"The European Central Bank signaled it is willing to support Ireland's request for easier terms on its government-funded bank bailout, a sharp shift in the central bank's long-standing position.",20120717
19,Politics,Romney Ticket Talk Heats Up,Both the person that Mitt Romney selects as his running mate and the timing of the announcement come with trade-offs that the campaign must weigh.,20120717
20,Management,"For Yahoo CEO, Two New Roles","Marissa Mayer, who was named to Yahoo's top post Monday, is expecting her first child in October.",20120717
21,Middle East,U.S. Offers Condolences to Fishermen's Families,"The U.S. expressed condolences to the relatives of fishermen who were fired on by a U.S. Navy ship off the coast of the United Arab Emirates, in a statement that also offered a defense of the Navy's actions.",20120717
22,Middle East,Fighting Escalates in Syrian Capital,"Syria's opposition moved more fighters into Damascus and the government used helicopter gunships to target rebels, as fighting escalated during the third day of battles in the Syrian capital.",20120717
23,Photos,Asia in Pictures,"People mark the start to the tourism season in Seoul, young divers attend a training session at a gym in China, an Afghan laborer grinds wheat and more.",20120717
