,section,headline,summary,date
0,Whats News World Wide,What’s News: World-Wide,What’s News: World-Wide,20170910
1,U.S.,Irma Knocks Out Power to Millions of Customers in Florida,"Close to six million customers were without electricity in Florida due to Hurricane Irma. State utilities, which were warning that some people may not regain power for weeks.",20170910
2,Markets,"Investors Bet on Thailand, Even as Country Faces Uncertainty",Investors don’t like political uncertainty. But the fact that Thailand’s former prime minister recently absconded before potentially getting a 10-year prison sentence may have been a good thing for the country’s markets.,20170910
3,Wealth Management,Mistakes to Avoid When Filling Out a Key College Financial-Aid Form,Some schools use the CSS Profile to determine their own aid. Getting it wrong can cost a lot of money.,20170910
4,Wealth Management,"The Surprising Relationship Between Student Debt, Retirement Savings",A new study finds that people with steep educational debt have about the same size nest egg as those with smaller loans.,20170910
5,Wealth Management,Spending Too Much? Don’t Bother Using Electronic Reminders,"Apps designed to curb spending make tightwads even tighter, but have no effect on others.",20170910
6,Wealth Management,"Art Collectors, Pay Your Taxes",States are targeting those who avoid sales and use taxes on purchases of artwork.,20170910
7,Wealth Management,Financial Planning for a Couple With a Special-Needs Child,"An adviser suggests a family set up a special-needs trust and applying for a Medicaid waiver, among other things.",20170910
8,Wealth Management,A Young Navy Petty Officer With Financial Aspirations,An air-traffic controller aboard the USS Nimitz wants to get a medical degree and save enough to buy a house. A financial professional offers some advice.,20170910
9,Wealth Management,Why You May Not Want to Save for College,An adviser suggests some high-earning professionals might be better off focusing on the nest egg and not saving for college at all.,20170910
10,Wealth Management,Beware of Missteps With Inherited IRAs,Trust transfers can lead to taxable events if advisers and attorneys aren’t on the same page.,20170910
11,Politics,Clinton Says Election Loss Still ‘Very Painful’,Hillary Clinton in a TV interview Sunday described the lingering pain of being “gobsmacked” after losing the presidency to Donald Trump and said she wouldn’t be a candidate for office ever again.,20170910
12,U.S.,"Test of Bipartisanship Will Have to Wait, as Storm Dominates Attention",Washington probably will need to wait until members of Congress from hurricane-affected states can return to work to test the viability of last week’s burst of high-level bipartisanship.,20170910
13,U.S.,Families Fear for Elderly Relatives in Irma’s Path,"Florida is home to one of the nation’s biggest communities of retirees, and about 200 nursing homes and assisted-living facilities in the state have announced evacuations, but many residents are too frail to be moved easily.",20170910
14,Tech,T-Mobile to Test First ‘Narrowband’ Network,"T-Mobile US says it will launch a nationwide internet-of-things network by mid-2018, setting an aggressive target for a market that has yet to generate much revenue by itself.",20170910
15,World,"Pope Francis Reaches Out to Afro-Colombians, Calls for End to Modern Slavery",Pope Francis wrapped up a five-day trip to Colombia by declaring that the postwar period the country is entering must include an end to what he called modern forms of slavery.,20170910
16,Tennis,Rafael Nadal Wins the U.S. Open,"Rafael Nadal takes his 16th career Grand Slam title after beating Kevin Anderson 6-3, 6-3, 6-4 in the U.S. Open final.",20170910
17,U.S.,Florida’s Gulf Coast Scrambles to Prepare for Irma,"As forecasts for the path of Hurricane Irma shifted west in recent days, millions of people living along Florida’s Gulf Coast who thought they would be spared the worst of the monster storm found themselves scrambling to prepare or get out.",20170910
18,Slideshow,Photos of the Day: Sept. 10,"In photos selected Sunday by Wall Street Journal editors, flamingos take shelter from Hurricane Irma at a zoo, hot air balloons float over London, and more.",20170910
19,Financial Regulation,Equifax Customer Complaints Keep Piling Up,Equifax struggled over the weekend with its response to its massive data breach as consumers continued to criticize the credit-reporting company’s efforts and cited ongoing problems with a website set up to help them.,20170910
20,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of Sept. 11, 2017",20170910
21,U.S.,A Quieter 9/11 Commemoration Is Expected on Monday,New York City is set to honor 9/11 victims Monday at the memorial site in lower Manhattan.,20170910
22,New York,Padre Pio Relics Will Go On Display at St. Patrick’s Cathedral,The relics of St. Pio of Pietrelcina—which have drawn tens of thousands of visitors at earlier stops—will be on display at New York City’s St. Patrick’s Cathedral this month.,20170910
23,Politics,Sen. McCain Says He ‘Will Be Grateful for Additional Time’ He Has,"Arizona GOP Sen. John McCain, who returned to the Senate last week after treatment for an aggressive form of brain cancer, says his prognosis is good, but noted “the challenges are very significant.”",20170910
24,NFL,Texans Make Quick Move to Deshaun Watson,It didn’t take long for the Houston Texans to scrap their plans at quarterback—and that meant turning to the man they hope is their quarterback of the future: Deshaun Watson.,20170910
25,U.S.,"To Reach Hurricane-Hit States, National Guard, Coast Guard Must Be Nimble","A pair of hurricanes striking within days across multiple states could be a logistical disaster for a mishmash of state agencies and federal administrators, but national authorities say that even spread thin they can react in ways that cut through red tape.",20170910
26,Review & Outlook,Trump’s Hurricane Rebuilding Job,A construction labor shortage will add costs and time to the recovery.,20170910
27,Review & Outlook,‘It Is Chilling to Hear . . . ’,Notre Dame’s president has some pointed words for Senate Democrats.,20170910
28,Review & Outlook,Trial Lawyers and Breitbart Unite,Steve Bannon gets in bed with the plaintiff bar to elect Roy Moore.,20170910
29,Opinion,Finding America’s Lost 3% Growth,"If the country can’t grow like it once did, then the American Dream really is irretrievably lost.",20170910
30,Opinion,Germany’s Boring Election Is Nothing to Snore At,A bland and predictable campaign should be admired in the midst of a chaotic Continent.,20170910
31,Opinion,The Hard Right and Hard Left Pose Different Dangers,"By affirming benign goals, Antifa and its comrades make intolerance and even violence seductive.",20170910
32,The Americas,A Costly Vacancy at State,"In Venezuela and elsewhere, Trump’s diplomatic agenda is suffering.",20170910
33,Opinion,Can New York Reinvent Itself Again?,It risks becoming another Detroit if it keeps repelling entrepreneurs.,20170910
34,Opinion,I Guess We’re All McCarthyites Now,A congressman insults John Kelly’s service—and nobody notices.,20170910
35,Bookshelf,Living in the Towers’ Shadow,"An account, in verse, of today’s world—from 9/11 to the financial crisis and beyond—with lower Manhattan as its vantage point. David Skeel reviews “So Where Are We?” by Lawrence Joseph.",20170910
