,section,headline,summary,date
0,WSJ PDF Document,"FOMC Transcripts, 2007-2010",The Federal Reserve posted heavily redacted transcripts of its policymakers' meetings during and after the financial crisis. The Fed usually releases such transcripts only with a five-year lag.,20120416
1,Opinion,Pepper...and Salt,Pepper...and Salt,20120416
2,Opinion,Corrections & Amplifications,"According to a Bloomberg investigation last October, AdaptiveMobile has marketed or sold technology that Iran's law enforcement or state-security agencies would be able to access.",20120416
3,Opinion,CORRECTION,"The Secret Service is part of the Department of Homeland Security. An April 16 editorial, ""Not America's Finest,"" referred to Secret Service agents who worked in Colombia as ""Treasury men.""",20120416
4,Credit Markets,Treasury to Sell $30 Billion,A total of $30 billion in four-week bills will be sold on Tuesday.,20120416
5,US Page One,What's News: Business & Finance,"What's News: Business & Finance Top Stories for April 16, 2012",20120416
6,US Page One,What's News: World-Wide,"What's News: World-Wide Top Stories for April 16, 2012",20120416
7,Decos and Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 16, 2012",20120416
8,Culture,New Yorker Hits All the Right Notes,"Mary Anne Huntsman, the 26-year-old daughter of former presidential candidate and Utah Governor, Jon Huntsman, made her debut with the non-profit New York Piano Society last weekend.",20120416
9,New York Politics,First Permit For Pot Given In New Jersey,"New Jersey granted its first permit Monday for a Montclair facility to immediately begin growing medical marijuana, a significant step in the program first legalized more than two years ago.",20120416
10,Reporter's Notebook,Twins Win in Unlikely Comeback Over Yankees,"The Twins sprayed the ball around the field to pull ahead of the Yankees after the fifth inning, and they grew their lead from there against the Yankee bullpen, leading to a 7-3 final.",20120416
11,New York Sports,Lundqvist Stymies Sens as Rangers Go Up 2-1,Brian Boyle's goal and Henrik Lundqvist's stellar third period led New York to a win over Ottawa.,20120416
12,New York,Insurance Recipients to Lose Benefits,A Nassau County judge approved a plan to liquidate a bankrupt life insurance company that will see hundreds of personal-injury victims and other recipients of guaranteed income lose up to 66% of their benefits.,20120416
13,The A-Hed,Walk the Prank: Secret Story of Mysterious Portrait at Pentagon,"The portrait of ""Ensign Chuck Hord,"" a Navy man lost at sea in 1908, may be the greatest—or perhaps only—prank in Pentagon art history.",20120416
14,New York Politics,Election Presents Changing Guard,"Few New York politicians have been as lucky as congressional candidate Hakeem Jeffries in recent weeks. Mr. Jeffries is the leading candidate in a two-person primary for an open, heavily Democratic House seat.",20120416
15,New York Region,Firefighter Dies Battling Brooklyn Blaze,"A veteran firefighter died of an apparent heart attack while battling a Brooklyn blaze Monday afternoon, fire officials said.",20120416
