,section,headline,summary,date
0,New York Knicks,Knicks’ Season Finally Comes to a Close,"The Knicks’ historically awful season mercifully came to an end Wednesday night, when they lost to the Detroit Pistons, 112-90, at Madison Square Garden—a defeat that locked New York into the second-best odds of winning next month’s NBA Draft lottery.",20150415
1,U.S.,L.A. Schools to Drop Pearson Products Under Tech Plan,"Los Angeles schools are taking another step away from an ambitious technology project, ending its use of content produced by Pearson that was planned for personal devices.",20150415
2,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 16, 2015.",20150415
3,New York Yankees,Yankees’ Bullpen Implodes Against Orioles,"The typically reliable Yankee bullpen fell apart against the Orioles Wednesday night, sending New York to a 7-5 loss. However, Alex Rodriguez hit his second home run of the season, leaving him four homers away from tying Willie Mays.",20150415
4,New York Mets,Mets Complete Sweep of Phillies,"As David Wright headed to the 15-day disabled list on Wednesday, the Mets continued their thumping of the Phillies with a 6-1 win, completing a three-game sweep of their division rivals and their fourth straight victory overall.",20150415
5,World,World Watch: News Digest,A roundup of news items from throughout the world.,20150415
6,New York Nets,Nets Beat Magic to Keep Playoff Hopes Alive,"The Nets came from behind to beat the visiting Orlando Magic, 101-88, on Wednesday, but still needed the Memphis Grizzlies to beat the eighth-place Indiana Pacers in a later game to secure a playoff berth.",20150415
7,New York,Islanders Stun Capitals to Take Game 1,"The Islanders seized the lead for good with second-period goals by Ryan Strome and Josh Bailey, then held on tight for a stunning 4-1 victory Wednesday over the Washington Capitals in the opening game of a first-round Stanley Cup playoff series at Verizon Center in Washington.",20150415
8,New York Yankees,"Gregorius, Struggling Early, Can’t Escape the Jeter Chants","Shortstop Didi Gregorius has struggled early in his first season with the Yankees, making the spectre of his predecessor, Derek Jeter, loom even larger",20150415
9,U.S.,U.S. West Coast Sardine Season Halted to Stave Off Overfishing,"Federal regulators on Wednesday approved an early closure of commercial sardine fishing off Oregon, Washington and California to prevent overfishing.",20150415
10,Tech,Relationship Science Names Jon Robson CEO,"Relationship Science, a professional-networking startup, hired a new chief executive and raised a new funding round as it retools in search of faster growth.",20150415
11,Opinion,Beijing Stomps on Civil Society,"While it frees five feminists, China prosecutes their NGO.",20150415
12,Business,Starwood Is Launching Affiliated Hotel Group,"In its biggest initiative since its chief executive left in February, Starwood Hotels is launching an affiliated hotel group, its first new brand in nine years.",20150415
13,World,Mexico’s Election Watchdog Orders Ads Criticizing President to Be Pulled,"Mexico’s elections watchdog has ordered that an opposition political party’s ads accusing the president of misspending taxpayers’ money be pulled from the airwaves, raising concerns about the ability of political parties to criticize the government.",20150415
14,Politics,"Iowans Welcome New York City Mayor, Whoever He Is","As New York City Mayor Bill de Blasio arrives in the Midwest on a two-city swing, many Iowans confuse him with his predecessors, though they embrace his policies.",20150415
15,Markets,Virtu IPO Offers Up a Taste for Speed,Thursday’s initial public offering of Virtu Financial will gauge how investors view a firm that has been at the center of controversy around computerized trading.,20150415
16,New York Mets,"For Wright, New Stint on the Disabled List Conjures Old Memories","In the past, David Wright has attempted to play through his injuries, making matters worse. But when he strained his hamstring on Tuesday, he quickly removed himself from the game—and may have saved his season.",20150415
17,New York,"Rangers’ St. Louis, Hayes Make for an Odd—but Successful—Pairing","Rookie center Kevin Hayes and veteran winger Martin St. Louis may be completely different players. But together on the same line, they have helped the Rangers compile the NHL’s best record.",20150415
18,Real Estate,Newark Firm Plans Homes Made of Shipping Containers,"If city officials approve, Cor-10 Concepts’ project could provide a model elsewhere in the country. Containers are already used for construction in many countries.",20150415
19,U.S.,Eye Doctor With Ties to Sen. Menendez Arrested,Federal authorities arrested a Florida eye doctor who faces bribery charges with New Jersey Sen. Robert Menendez after he was indicted in a separate Medicare fraud case.,20150415
20,Markets,Financial Briefs: News Digest,Financial Briefs: News Digest,20150415
21,New York,Rift Forms Between NYCFC and Manchester City Fans,"New York City FC has found some success in its courtship of the city, while its sister club Manchester City has not. Many NYCFC fans root for other foreign clubs. And to local Manchester City supporters, these fans are like ungrateful children.",20150415
22,U.S.,Common Core Exams Optional in Montana,Montana education officials told schools that they could decide whether to continue with statewide Common Core tests this spring after a series of technological snafus.,20150415
23,Capital Account,"U.S. Influence Hinges on Future of Dollar, Yuan",Chief economics commentator Greg Ip says China’s threat to U.S. economic primacy is real but a long way from reality.,20150415
24,Tri-State Area,Greater New York Watch: News Digest,A roundup of news from across the tri-state region.,20150415
25,Business,Business Watch: News Digest,Business Watch: News Digest,20150415
26,U.S.,Gyrocopter Lands on Capitol Grounds,Police arrested a person who flew a gyrocopter within several hundred feet of the Capitol on Wednesday.,20150415
27,Schools,More Students Opt Out of New York State Exams,A surge in parents keeping their children out of New York state tests in some districts this week is raising questions about how this spring’s scores can be used to rate teachers—especially in classrooms where nobody took the test.,20150415
28,Business,CIO Journal: News Digest,CIO Journal: News Digest,20150415
29,Tri-State Area,Gas Outage Hits Apartment Tower on New York’s Upper West Side,"The gas was turned off for an indefinite period at 671 apartments on New York City’s Upper West Side, as repercussions continue from last month’s deadly gas blast elsewhere in Manhattan.",20150415
30,Central Banks,IMF Warns on Surprise Fed Rate Move,"A sooner-than-anticipated increase in the Fed’s short-term rates could send tremors through the global financial system, the International Monetary Fund said.",20150415
31,Small Business,Repeat Crowdfunding Reaps Rewards for Entrepreneurs,Here’s a secret for budding entrepreneurs using crowdfunding platforms to finance their projects: It pays to go back for seconds.,20150415
32,Urban Gardner,"The American Pinup, Fine Art Indeed!",Ralph Gardner Jr. talks with all-American pin-up collector Louis K. Meisel about photorealism.,20150415
33,U.S.,Gay GOP Group Denied Spot at Conservative Conference,Organizers of the Western Conservative Summit scheduled for June in Denver told the Log Cabin Republicans—a gay GOP group—that it can’t have a booth at the event.,20150415
34,Culture,Storyscapes at Tribeca Film Festival Pushes Internet’s Limits,The five projects in Storyscapes—the ‘Karen’ app and the the immersive ‘Door into the Dark’ among them—suggest new directions for storytelling that go beyond traditional cinema.,20150415
35,Multimedia,"Victims, Heroes Unite Two Years After Bombings","THEN AND NOW: Carlos Arredondo, in cowboy hat, helped Jeff Bauman after he was injured in the 2013 blast. The two were reunited Wednesday.",20150415
36,Opinion,Obama’s One-Man Nuclear Deal,Congress will get a vote but the President still has a free hand.,20150415
