,section,headline,summary,date
0,Heard on the Street,Sprint and T-Mobile Brace for Disappointment,Investors in T-Mobile and Sprint are praying for a deal. They may be disappointed.,20190418
1,Politics,Barr’s Stance Puts Him in Crosshairs,"President Trump has often said he wanted an attorney general who would protect him. Two months into the job, critics say that William Barr is emerging as that man.",20190418
2,Business,McDonald’s Drops Signature-Crafted Burgers,"McDonald’s Corp. is taking “signature crafted” hamburgers off its menu, after the sandwiches slowed operations at the chain’s restaurants.",20190418
3,New York,New York City Issues Summonses to Parents of Three Unvaccinated Children,New York City’s health department said t it has issued three civil summonses to parents who failed to comply with a vaccine mandate and that the number of confirmed measles cases has jumped from 329 to 359.,20190418
4,Tech,Uber Clinches $1 Billion Investment in Self-Driving-Car Unit,Uber struck a deal with investors including SoftBank Group’s tech fund for a $1 billion investment in its self-driving-car unit as the ride-hailing company prepares for an IPO.,20190418
5,Real Estate,Real Estate Industry Faces Costly Upgrades From Carbon Emissions Law,"New York City lawmakers passed a measure designed to cut the city’s carbon emissions, targeting big buildings that produce the majority of greenhouse gases. Building owners expect expensive retrofittings to comply.",20190418
6,Tri-State Area,Gateway Rail Tunnel Project Hits Another Hurdle,Legislation needed to construct a new rail tunnel beneath the Hudson River stumbled in Albany and Trenton this month as lawmakers push for more public oversight of the entity that will build it.,20190418
7,Capital Journal,Mueller Kicks Ball Into Voters’ Hands,"After almost two years of investigation, political psychodrama, public name-calling and private intrigue, it should come as no surprise that special counsel Robert Mueller’s report left almost nobody completely happy.",20190418
8,CFO Journal,CenterPoint Energy Hires Georgia Power Finance Chief,"CenterPoint Energy picked Xia Liu, the finance chief of Georgia Power, to lead its finance team.",20190418
9,Theater Review,‘Hillary and Clinton’ Review: Impeachable Offenses,Lucas Hnath takes a promising subject—a glimpse behind the scenes of one of America’s most politically powerful couples—and stumbles at every turn.,20190418
10,Review & Outlook,Indonesia’s Democratic Advance,An expected Widodo win spurns the Muslim nation’s Islamists.,20190418
11,Declarations,Out of the Ashes of Notre Dame,"One day someone will write of how his grief, his shock, opened a door and his faith came rushing in.",20190418
12,Opinion,‘The Last Job’ Review: Once More Into the Vault,"A crew of veteran thieves decided that, rather than retire, they would undertake a ﬁnal major jewelry heist. The lookout man nodded off.",20190418
13,Houses of Worship,"Born Half Jewish, I Chose to Be Wholly So",My journey began when my Catholic mother joined the local synagogue.,20190418
14,Opinion,NotableQuotable: Kerrey on the FBI,"‘If the president of the United States is vulnerable to prosecutorial abuse, then God help all the rest of us.’",20190418
15,Review & Outlook,The Church of Resentment,Some people hate the rich more than they love Paris’s cathedral.,20190418
16,East is East,India’s Government Considers a ‘Muslim Ban’,"Seeking re-election, the ruling party demonizes migrants from Bangladesh.",20190418
17,Opinion,The Trump Effect Saves U.S. Soldiers From Runaway Prosecutors,The court in The Hague finally drops an improper inquiry into alleged abuses in Afghanistan.,20190418
18,Tri-State Area,St. Patrick’s Cathedral Attempted-Arson Suspect Arrested Days Earlier at N.J. Church,"Marc Lamparello, a former adjunct philosophy instructor, has been accused of attempted arson at St. Patrick’s Cathedral in Manhattan. Two days earlier, he had a run-in with authorities at a New Jersey church, police said.",20190418
19,Risk & Compliance Journal,Treasury Bureau Issues First Penalty for Peer-to-Peer Digital Currency Exchange,"The Treasury Department’s financial crimes unit fined a California man it accused of violating anti-money-laundering laws, saying he exchanged bitcoins hundreds of times on behalf of customers without a license.",20190418
20,Tech,"Elon Musk, SEC Granted Court Delay in Talks Over Disputed Tweets",Tesla Inc. Chief Executive Elon Musk and the Securities and Exchange Commission have been granted another week to work out their dispute over whether the auto executive violated an order restricting his use of social media.,20190418
21,Politics,Trump Administration to Launch New Opioid-Addiction Initiative,The Trump administration is launching a $350 million opioid-addiction research and treatment initiative to reduce opioid-overdose deaths by a goal of 40% in communities in four particularly hard-hit states.,20190418
22,Crime,"Judge Dismisses Harvey Weinstein Accusers’ Claims Against His Former Companies, Associates","A federal judge in Manhattan allowed a sex-trafficking claim against former Hollywood producer Harvey Weinstein to move forward, while dismissing claims against his former companies and the people who worked with him.",20190418
23,Real Estate,Vornado Sells Part of Prime New York Retail Portfolio,"Vornado Realty Trust is cashing out of some of its retail holdings in Manhattan, agreeing to a deal that values a group of properties in the borough at more than $5.56 billion.",20190418
24,Best of the Web,Make New York Grow Again,"Amid a population bust, Mayor de Blasio wants to deny our fair share of asylum seekers.",20190418
25,CFO Journal,Hershey Names New CFO as It Transforms Its Business,"Hershey Co. is turning to a finance chief from outside the food industry, a move that comes as the company expands beyond its core portfolio of chocolate and other confectionery.",20190418
26,Business,Congress to Consider Increase in Tobacco-Buying Age to 21,McConnell plans to introduce legislation raising the minimum age to purchase tobacco products. Public-health advocates and tobacco companies hope a rise from 18 would curb the use of e-cigarettes among youths.,20190418
27,Television Review,‘Gentleman Jack’ Review: A Woman of Substance,"A 19th-century woman’s unconventional life, in business and in love.",20190418
28,Television Review,‘The Abortion Divide’ Review: A Rift Deepens,This ‘Frontline’ documentary looks again at one of the nation’s most embittering wars.,20190418
29,Business,Union Pacific Halts $550 Million Texas Project,"The railroad halted construction of a $550 million facility in Brazos, Texas, and closed two other so-called hump yards, as the company embraces a precision railroad strategy that calls for fewer, longer trains.",20190418
30,Pro VC New Money,Airbnb Backs Premium Hospitality Startup,"Airbnb has led a $160 million investment in Lyric Hospitality, a San Francisco startup that offers a service for booking short-term rentals of premium residential units.",20190418
31,Pro Bankruptcy Bankruptcy,PG&E Ratepayers Lobby for a Voice in Utility’s Bankruptcy,A push for an official voice for ratepayers in PG&E’s bankruptcy case is gaining momentum as California’s largest utility confronts the fallout from years of wildfires linked to its equipment.,20190418
32,U.S.,FDA Sends Warning Letters on Dietary Supplements,The U.S. Food and Drug Administration said it sent warning letters to 11 companies for marketing dietary supplements that don’t meet its guidelines.,20190418
33,Markets,Blackstone to Ditch Partnership Structure,Blackstone Group said it would abandon its partnership structure and become a corporation.,20190418
34,Risk & Compliance Journal,Former Airline Employee Pleads Guilty to Acting as Chinese Agent,A former Air China Ltd. employee pleaded guilty Wednesday to acting as an agent of the Chinese government by using her position to help military and other officials smuggle packages out of the U.S.,20190418
35,Foreign Exchange,Dollar Up on Positive U.S. Data,"The dollar rose Thursday, boosted by better-than-expected U.S. data.",20190418
36,U.S. Economy,Debate Grows Over Likely Effects of Trump’s North American Trade Deal,"The potential economic impact of a new trade agreement with Mexico and Canada is becoming the subject of a debate in Washington, as the Trump administration seeks to have Congress ratify the agreement.",20190418
37,Heard on the Street,"Pinterest and Zoom Aim to Jump In, Not Overboard","For Pinterest and Zoom Video, braving the public waters may be less an act of audacity than an act of necessity.",20190418
38,Latin America,Former President’s Suicide Puts Peru Probes in Spotlight,"There is a debate over whether anticorruption investigators have been too brazen, in the wake of Alan García’s sudden death.",20190418
39,Bookshelf,Best-Selling Books Week Ended April 13,With data from NPD BookScan,20190418
40,Economy,Fed’s Kaplan Says U.S. Growth Isn’t Likely to Change His Stance on Rates,Dallas Fed President Robert Kaplan said improving U.S. economic growth is unlikely to change his view that short-term interest rates are where they should be.,20190418
41,Film Review,‘Little Woods’: Looking for a Way Out,"Nia DaCosta’s debut features looks at the hardscrabble life of two sisters in a North Dakota town plagued by opioids, underemployment, and health-care problems.",20190418
42,Film Review,‘Hail Satan?’: What the Devil Are They After?,"This documentary follows the Satanic Temple, a group whose provocative stunts shed light on the separation of church and state.",20190418
43,Credit Markets,Government Bonds Rally on Weak European Economic Data,Government-bond prices rose in the U.S. and Europe after new data added to concerns about the eurozone economy.,20190418
44,Markets,S&P 500 Finishes Higher as Industrial Stocks Rise,"The S&P 500 rose, as industrial stocks powered the broad index higher to recoup an earlier loss following better-than-expected earnings reports from several manufacturers.",20190418
45,Media & Marketing,Computer Attack Knocks Weather Channel Off the Air,"A ransomware attack knocked the Weather Channel off the air for more than an hour Thursday morning, and federal authorities are investigating the incident.",20190418
46,Media & Marketing,National Enquirer to Be Sold to Former Newsstand Mogul,"The company that owns the National Enquirer said it has agreed to sell the scandal-plagued supermarket tabloid to a former newsstand mogul. James Cohen has agreed to pay $100 million for the publications, according to a person familiar with the matter.",20190418
47,Earnings,PPG Sales and Profit Fall as Paint Maker Weighs Breakup,"Paint maker PPG said sales of its paints and coatings fell in the first quarter because of lower demand in much of the world, raising pressure on the conglomerate to revive growth or break itself apart.",20190418
