,section,headline,summary,date
0,Pro PE Commentary Analysis,Carried Interest,Carried Interest by Mike Lucas,20170227
1,Markets,Morgan Stanley Gave Some Wealth-Management Clients Wrong Tax Information,Morgan Stanley said it had given a “significant number” of wealth-management clients incorrect information that caused some to underpay and others to overpay their taxes.,20170227
2,Life & Style,The Smart Way to Pack for Months in Space,"Astronaut Sunita Williams explains how to prep for a trip to the international space station. No potato chips are allowed, but for her, Marshmallow Fluff is a must.",20170227
3,Tri-State Area,Connecticut Tribes Pick East Windsor for New Casino Site,"The Mashantucket Pequot Tribal Nation and the Mohegan Tribe of Connecticut selected East Windsor, Conn., as the site for a new proposed casino, hoping to fend off competition from MGM Resorts International.",20170227
4,U.S.,"Chinese Diplomat Meets Trump, Holds White House Talks",China’s top diplomat briefly met President Donald Trump on Monday during a visit to Washington that comes as the two countries move toroiled by Mr. Trump’s harsh campaign stances toward Beijing.,20170227
5,Streetwise,A New Way to Look at Crazy Stock Valuations,The swinging price of oil has played havoc with forecasts for the economy and inflation over the past two years. Now it may also be messing with the heads of investors by pushing the most popular tool for U.S. stock-market valuation to the highest in more than a decade.,20170227
6,Heard on the Street,Chinese Stocks: Don’t Get Fooled Twice,"The rally has more fundamental support than last time around, but has yet to prove it can survive tighter credit, weaker real estate and rising protectionism.",20170227
7,Politics,House GOP Thwarts Democrats’ Pursuit of Trump’s Tax Returns,Republicans blocked a Democratic attempt to obtain President Donald Trump’s tax returns late Monday.,20170227
8,Business,Perrigo to Sell Multiple-Sclerosis Drug Royalties,Pharmaceutical company Perrigo has reached a deal worth up to $2.85 billion to sell royalties from multiple-sclerosis drug Tysabri to pharmaceutical investor Royalty Pharma.,20170227
9,Opinion,I Can’t! I Can’t! Listen to a Boring Chant!,"Protesters, please put together something a little more memorable.",20170227
10,Crime,N.J. Man Charged With Killing Three Women,"Prosecutors say the 20-year-old suspect also attacked a fourth woman, who survived.",20170227
11,ABC,A Long Island Community Dispirited,"Brentwood, N.Y., has been home to a Salvadoran population for decades. But many in the community migrated illegally and now are living in fear of being deported.",20170227
12,Review & Outlook,Trump’s Reality Test,Bannonism gets the headlines but can’t deliver votes in Congress.,20170227
13,WSJ Logistics Report,Longshoreman Union Leader Stalls Planned Work Shutdown,The president of the International Longshoremen’s Association on Monday asked members to hold off on a planned walkout that threatens to disrupt operations at some of the East Coast’s busiest ports.,20170227
14,Tech,Uber Fires a Top Software Engineer,"Uber Technologies Inc. fired a top software engineer for failing to disclose allegations of sexual harassment at his previous employer, Alphabet Inc.’s Google, a person familiar with the matter said on Monday.",20170227
15,Business,"GE Chief: Globalization Isn’t Over, It Is the End of the ‘Global Elite’",GE CEO Jeff Immelt said the conglomerate’s transformation over the past decade has enabled it to profit from increasingly important markets for its jet engines and power turbines.,20170227
16,Politics,Jon Huntsman Under Consideration to Be State Department’s No. 2,"Former Utah Gov. and ambassador to China Jon Huntsman is under consideration to be deputy secretary of state, U.S. officials said Monday.",20170227
