,section,headline,summary,date
0,Pepper & Salt,Pepper...and Salt,Pepper...and Salt,20140331
1,Deco Summary (Plain),The Kashagan Debacle,"How four energy giants, 10 man-made islands and nearly $50 billion add up to zero barrels of current oil production.",20140331
2,Deco Summary (Plain),5 Things to Know About the Health Law's Penalty,"With the deadline for signup approaching on Monday, March 31, here are five things to know about the penalty some Americans will pay if they don't sign up for health insurance.",20140331
3,Whats News World Wide,What's News: World-Wide,What's News: World-Wide,20140331
4,Whats News Business Finance,What's News: Business & Finance,What's News: Business & Finance,20140331
5,U.S.,New York Charts Bold Course for Schools,New York City charter schools have scored a major victory under a deal brokered in Albany that could make it one of the most charter-friendly cities in the country.,20140331
6,Environment & Science,"Global Warming Impacts Widespread,  U.N. Panel Says","Global warming has already had a widespread effect and the problem will become increasingly difficult to manage as the planet continues to warm, scientists said in the most comprehensive report on climate change.",20140331
7,U.S.,Growth Is Picking Up In U.S. Office Market,"The U.S. office market is showing signs of picking up steam, with businesses adding space in the first quarter at the fastest pace since 2007, according to a report from real-estate data firm Reis Inc.",20140331
8,Corrections,Corrections & Amplifications,"Corrections & Amplifications for the edition of April 1, 2014",20140331
9,Markets,Investors Sue 12 Banks on Forex,A dozen large investors filed a joint lawsuit against 12 banks for allegedly conspiring to rig global foreign-exchange prices.,20140331
10,Health & Wellness,A Maternity-Leave Memo From the Boss,"What should workers expect when the CEO is expecting? That's the question facing the associates of WEX Inc., whose new chief executive, Melissa Smith, announced recently that she is due to welcome her first child in September.",20140331
11,Business,GM's Mary Barra Meets With Families of Victims,"GM's Chief Executive Mary Barra privately met with 22 family members who had come to Washington, D.C., hoping to put a face on the 13 deaths linked to faulty ignition switches involved in a massive recall by the auto maker.",20140331
12,Aches & Claims,Unlikely Source of Healthy Fat: Coconuts,"A growing body of research suggests health benefits from coconut oil, including a recent study that found it protects against the buildup of proteins linked to Alzheimer's disease.",20140331
13,The A-Hed,Remote Cabin Enjoys World's Fastest Internet,A small cabin in an isolated outpost near the North Pole has been fitted with some of the highest quality Internet available.,20140331
14,New York Culture,Molotov Cocktails and a Mail-Order Bride,"Estelle Parsons in 'The Velocity of Autumn,' Frank Loesser's 'The Most Happy Fella' gets the Encores! treatment, David Ives returns with 'The Heir Apparent' and more in this week's On Stage.",20140331
15,U.S.,"Detroit Bondholders, Pensioners Get Less Under New Plan","The bankrupt city of Detroit said it would pay some of its bondholders and pensioners less than originally offered, according to a revised version of the city's debt-cutting plan.",20140331
16,Lunchbox,"Hearty Italian, With Flowers","Bread & Tulips bills itself as ""rustic Italian,"" which for lunch means a balance of a hearty meal in a casual, yet elegant setting.",20140331
17,Urban Gardner,Out for Africa,Ralph Gardner Jr. chats with the Emmy Award-winning wildlife filmmakers and conservationists.,20140331
18,New York Sports,New Yorkers Launch City's First Pro Cycling Team,Three Manhattanites who were tired of racing through Central Park decided to launch New York City's first ever professional cycling team. Next stop: the Tour de France (in about 10 years).,20140331
19,Take a Number,How Did the Mets' Opening Day Lineup Stack Up? Not Well,"The Mets' opening-day lineup combined for a .689 on-base plus slugging percentage last season, the ninth-worst prior-year OPS for an opening-day lineup in team history.",20140331
20,New York Schools,Education Funds Sound—For Now,"Mayor Bill de Blasio said Monday the state budget deal provides New York City with reliable funding for his education initiatives for five years, but budget experts said the state could adjust that funding.",20140331
